term_id,source_term,isv_latin,isv_cyrillic,concept_link,reason_class,status,bias_flag,safe_external,records,sources
ISV-die_in_der_literatur_übliche_definition_--obična_v_literaturě_,die in der Literatur übliche Definition der vollständigen Reduzibilität,obična v literaturě definicija polnoj razložimosti,обична в литературе дефиниција полној разложимости,definition,source_fidelity,unstated,F10-1,review,1,noether_paper31_section06_entry01_terms.json
ISV-die_übrigen_formen--ostale_formy,die übrigen Formen,ostale formy,остале формы,,pan_slavic_native,stable_provisional,F10-1,review,1,noether_paper02_section15_terms.json
ISV-diedergruppen--diedralne_grupy,Diedergruppen,diedralne grupy,диедралне групы,,unstated,unstated,F10-1,review,1,noether_paper05_terms.json
ISV-dieselben_überlegungen_gelten_für_den_mu--te_same_razmysljenja,Dieselben Überlegungen gelten für den Multiplikationsring,te same razmysljenja važe za multiplikacijsko kolco,те саме размысльеньа важе за мултипликацијско колцо,ring,unstated,unstated,F10-3,no_fix_first,1,noether_paper31_section08_entry06_terms.json
ISV-differentialausdruecke--diferencialne_izrazy,Differentialausdruecke,diferencialne izrazy,диференциалне изразы,,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper17_terms.json
ISV-differenzenausdruecke--razlikove_izrazy,Differenzenausdruecke,razlikove izrazy,разликове изразы,,unstated,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-dimension_schlechthin--dimenzija_v_sobstven,Dimension schlechthin,dimenzija v sobstvenom smyslu,димензија в собственом смыслу,dimension,unstated,unstated,F10-1,review,1,noether_paper24_section02_terms.json
ISV-dimensionszahlen--dimenzijne_čisla,Dimensionszahlen,dimenzijne čisla,димензијне числа,dimension,source_fidelity,unstated,F10-1,review,1,noether_paper24_section04_terms.json
ISV-direkt-unzerlegbar--direktno_nerazložimy,direkt-unzerlegbar,direktno nerazložimy,директно неразложимы,,source_fidelity,unstated,F10-1,review,1,noether_paper34_section13_terms.json
ISV-direkt-unzerlegbar_zerlegbar--direktno_nerazložimy,direkt-unzerlegbar / zerlegbar,direktno nerazložimy / razložimy,директно неразложимы / разложимы,,unstated,unstated,F10-1,review,1,noether_paper34_section09_terms.json
ISV-direkt_unzerlegbare_faktoren--direktno_nerazložime,direkt unzerlegbare Faktoren,direktno nerazložime faktory,директно неразложиме факторы,,unstated,unstated,F10-1,review,1,noether_paper34_section05_terms.json
ISV-direkte_summe--direktna_suma,direkte Summe,direktna suma,директна сума,,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper31_section02_entry01_terms.json
ISV-direkte_summe_direkter_summand--direktna_suma_direkt,direkte Summe / direkter Summand,direktna suma / direktny sumand,директна сума / директны суманд,,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper34_section06_terms.json
ISV-direkte_summe_von_ringen_vom_rang_eins--direktna_suma_kolc_r,direkte Summe von Ringen vom Rang eins,direktna suma kolc ranga jedan,директна сума колц ранга један,ring,pan_slavic_native,unstated,F10-2,no_fix_first,1,noether_paper31_section06_entry06_terms.json
ISV-direkte_summenzerlegung--direktno_sumno_razlo,direkte Summenzerlegung,direktno sumno razloženje,директно сумно разложенье,,pan_slavic_native|international|source_fidelity,unstated,F10-0,yes,1,noether_paper34_section22_source_fidelity_terms.json
ISV-direkte_summenzerlegung_in_rechtsideale--direktno_razloženje_,direkte Summenzerlegung in Rechtsideale,direktno razloženje na prave idealy,директно разложенье на праве идеалы,ideal,source_fidelity,unstated,F10-1,review,1,noether_paper34_section09_terms.json
ISV-direkter_faktor--direktny_faktor,direkter Faktor,direktny faktor,директны фактор,,source_fidelity,unstated,F10-1,review,1,noether_paper34_section05_terms.json
ISV-direkter_summand--direktny_sumand,direkter Summand,direktny sumand,директны суманд,,international,unstated,F10-0,yes,1,noether_paper34_section13_terms.json
ISV-diskriminante_d_t_p--diskriminant_d_t_p,Diskriminante D_{T_P},diskriminant D_{T_P},дискриминант D_{T_P},,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry08_terms.json
ISV-diskriminantenideal--diskriminantny_ideal,Diskriminantenideal,diskriminantny ideal,дискриминантны идеал,ideal,unstated,unstated,F10-1,review,2,noether_paper31_section08_entry03_terms.json; noether_paper31_section08_entry04_terms.json
ISV-diskriminantenideal_des_komponentenideal--diskriminantny_ideal,Diskriminantenideal des Komponentenideals,diskriminantny ideal komponentnogo ideala,дискриминантны идеал компонентного идеала,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section05_entry02_terms.json
ISV-diskriminantenideal_des_ringes--diskriminantny_ideal,Diskriminantenideal des Ringes,diskriminantny ideal kolca,дискриминантны идеал колца,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section05_entry03_terms.json
ISV-diskriminantenideal_von_r--diskriminantny_ideal,Diskriminantenideal von R,diskriminantny ideal od R,дискриминантны идеал од R,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section06_opening_terms.json
ISV-diskriminantenideal_von_t_in_bezug_auf_o--diskriminantny_ideal,Diskriminantenideal von T in bezug auf o,diskriminantny ideal T vzhodno k o,дискриминантны идеал T взходно к o,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry01_terms.json
ISV-diskriminantenideale_primärer_ringe--diskriminantne_ideal,Diskriminantenideale primärer Ringe,diskriminantne idealy primarnyh kolc,дискриминантне идеалы примарных колц,ideal,international,unstated,F10-0,yes,1,noether_paper31_section06_entry02_terms.json
ISV-diskriminantenkriterium_der_vollständige--diskriminantny_krite,Diskriminantenkriterium der vollständigen Reduzibilität erster Art,diskriminantny kriterij polnoj razložimosti prvogo roda,дискриминантны критериј полној разложимости првого рода,,pan_slavic_native,unstated,F10-1,review,1,noether_paper31_section06_opening_terms.json
ISV-diskriminantensatz--teorem_o_diskriminan,Diskriminantensatz,teorem o diskriminantu,теорем о дискриминанту,,unstated,unstated,F10-1,review,1,noether_paper31_introduction_terms.json
ISV-divergenz_divergenzrelationen--divergencija_diverge,Divergenz / Divergenzrelationen,divergencija / divergencijne relacije,,relation,international,unstated,F10-0,yes,1,noether_paper13_terms.json
ISV-divisionsalgebra_zugeordnete_divisionsal--dělitvena_algebra_pr,Divisionsalgebra; zugeordnete Divisionsalgebra,dělitvena algebra; prirěđena dělitvena algebra,,algebra,pan_slavic_native,unstated,F10-1,review,1,noether_paper40_source_fidelity_terms.json
ISV-doppelbereich_σt--dvojna_oblast_σt,"Doppelbereich (Σ,T)","dvojna oblast (Σ,T)","двојна област (Σ,T)",,unstated,unstated,F10-1,review,1,noether_paper19_terms.json
ISV-doppelindex--dvojny_indeks,Doppelindex,dvojny indeks,двојны индекс,,unstated,unstated,F10-1,review,1,noether_paper06_section01_terms.json
ISV-doppelkettensatz--dvojno_uslovje_cěpov,Doppelkettensatz,dvojno uslovje cěpov,,,source_fidelity,unstated,F10-1,review,1,noether_paper30_section10_terms.json
ISV-doppelkettensatz--teorem_o_dvojnoj_cěp,Doppelkettensatz,teorem o dvojnoj cěpi,теорем о двојној цепи,,unstated,unstated,F10-1,review,1,noether_paper31_section02_entry01_terms.json
ISV-doppelmodul--dvojny_modul_odnosno,Doppelmodul,dvojny modul odnosno bimodul,,,source_fidelity,unstated,F10-1,review,1,noether_paper40_source_fidelity_terms.json
ISV-doppelmodul--dvomodul,Doppelmodul,dvomodul,двомодул,,pan_slavic_native|international,unstated,F10-0,yes,2,noether_paper34_section02_terms.json; noether_paper34_section08_terms.json
ISV-doppelte_reduktion--dvojna_redukcija,doppelte Reduktion,dvojna redukcija,двојна редукција,,pan_slavic_native|international|source_fidelity,stable,F10-0,yes,4,noether_paper02_section03_terms.json; noether_paper02_section07_terms.json; noether_paper02_section22_terms.json; noether_paper02_section23_terms.json
ISV-dreidimensionaler_raum--tridimensionalny_pro,dreidimensionaler Raum,tridimensionalny prostor,тридименсионалны простор,dimension,unstated,unstated,F10-1,review,1,noether_paper06_section06_terms.json
ISV-dualistischen_formen--dualistične_formy,dualistischen Formen,dualistične formy,дуалистичне формы,,international,stable,F10-0,yes,1,noether_paper02_section03_terms.json
ISV-durch_den_homomorphismus_geht_die_diskri--črez_homomorfizm_dis,Durch den Homomorphismus geht die Diskriminante ... über,črez homomorfizm diskriminant prěhodi,чрез хомоморфизм дискриминант преходи,homomorphism,unstated,unstated,F10-1,review,1,noether_paper31_section07_entry04_terms.json
ISV-durch_dieselben_primideale_p_und_zur_gle--sut_dělimy_tymi_samy,durch dieselben Primideale p und zur gleichen Potenz teilbar,sut dělimy tymi samymi prostymi idealami p i v tyh samyh stepenjah,сут делимы тымы самыми простыми идеалами p и в тых самых степеньах,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry06_terms.json
ISV-durch_dualistisch_entgegengesetzte_betra--po_dualistično_proti,durch dualistisch entgegengesetzte Betrachtung,po dualistično protivopoložnom razmatrjenju,по дуалистично противоположном разматрјеньу,set,pan_slavic_native,review_needed,F10-1,review,1,noether_paper02_section15_terms.json
ISV-durch_ein_ideal_teilbar_f_0_m--dělimy_črez_ideal_f_,durch ein Ideal teilbar / f ≡ 0 (M),dělimy črez ideal / f ≡ 0 (M),делимы чрез идеал / f ≡ 0 (M),ideal,source_fidelity,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-durch_p_teilbar_verschwindet_in_p--dělimo_črez_p_izčeza,durch p teilbar / verschwindet in P,dělimo črez p / izčezaje v P,делимо чрез p / изчезаје в P,,unstated,unstated,F10-1,review,1,noether_paper31_section07_entry03_terms.json
ISV-durchschnittskörper--prěsěčno_polje,Durchschnittskörper,prěsěčno polje,пресечно полье,,unstated,unstated,F10-0,yes,1,noether_paper09_section07_terms.json
ISV-e_noether_o_ore_witness_normalization--e_noether_o_ore,"E. Noether, O. Ore witness normalization","E. Noether, O. Ore",,,unstated,unstated,F10-1,review,1,noether_postbibliography_source_fidelity_terms.json
ISV-echte_untergruppe--vlastna_podgrupa,echte Untergruppe,vlastna podgrupa,властна подгрупа,,pan_slavic_native,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-echter_teiler--vlastny_dělitelj,echter Teiler,vlastny dělitelj,властны делитель,,source_fidelity,unstated,F10-1,review,4,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json; noether_paper24_section02_terms.json; noether_paper30_section06_terms.json
ISV-echter_teiler_durchschnittsklasse--vlastny_dělitelj_prě,echter Teiler / Durchschnittsklasse,vlastny dělitelj / prěsěčna klasa,властны делитель / пресечна класа,,unstated,unstated,F10-1,review,1,noether_paper09_section09_terms.json
ISV-echter_teiler_gleichen_ranges--vlastny_dělitelj_jed,echter Teiler gleichen Ranges,vlastny dělitelj jednakogo ranga,властны делитель једнакого ранга,,source_fidelity,unstated,F10-1,review,2,noether_paper22_section01_terms.json; noether_paper22_terms.json
ISV-echter_teiler_gliederzahl--vlastny_dělitelj_čis,echter Teiler / Gliederzahl,vlastny dělitelj / čislo členov,властны делитељ / число членов,,source_fidelity,unstated,F10-1,review,1,noether_paper24_section04_terms.json
ISV-echter_unterring--vlastno_podkolco,echter Unterring,vlastno podkolco,властно подколцо,ring,unstated,unstated,F10-3,no_fix_first,1,noether_paper34_section12_terms.json
ISV-eigentlich_primäre_komponente--vlastno_primarna_kom,eigentlich primäre Komponente,vlastno primarna komponenta,властно примарна компонента,,unstated,unstated,F10-1,review,1,noether_paper31_section03_entry04_terms.json
ISV-eigentliche_eliminationstheorie--vlastna_teorija_elim,Eigentliche Eliminationstheorie,vlastna teorija eliminacije,властна теорија елиминације,,unstated,unstated,F10-1,review,1,noether_paper22_terms.json
ISV-eigentliche_primärideale_oder_primideale--vlastno_primarne_ide,eigentliche Primärideale oder Primideale,vlastno primarne idealy abo proste idealy,властно примарне идеалы або просте идеалы,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section07_entry04_terms.json
ISV-eigentliche_primärkomponente--vlastno_primarna_kom,eigentliche Primärkomponente,vlastno primarna komponenta,властно примарна компонента,,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry09_terms.json
ISV-eigentliche_uneigentliche_divergenzrelat--vlastne_nevlastne_di,eigentliche / uneigentliche Divergenzrelationen,vlastne / nevlastne divergencijne relacije,,relation,pan_slavic_native|source_fidelity,unstated,F10-1,review,1,noether_paper13_terms.json
