"paper","printed_page","qc_record_count","current_heads","last_updated_utc","qc_instances","audit_depths","fixes_found","fixes_integrated","statuses","hard_math_record_count","hard_math_classes","next_actions","evidence","notes"
"P42","10","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual no-patch audit plus LocalCodex v25 exact span survival check","Satz 1 through 4a; O_a/L/R/[O_a,k]; local quotient-ring setup","0 new secure deltas","n/a","closed_current_head_full_page_source_checked_no_patch","0","","Retain current p10 transcription.","P42_full_page_dispositions.csv; P42 scan; ADJ-20260711-116","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] No source-certain delta in prior audit. || No source-certain delta in prior audit."
"P42","11","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual no-patch audit plus LocalCodex v25 exact span survival check","Hilfssatz; proof of Satz 1; trace-ideal footnote 9; maximality formula","0 new secure deltas","n/a","closed_current_head_full_page_source_checked_with_glyph_guard","0","","Retain current o/oo reading absent stronger contradictory evidence.","P42_full_page_dispositions.csv; P42 scan; ADJ-20260711-116","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] The glyph locus was deliberately not patched from the limited witness. || The glyph locus was deliberately not patched from the limited witness."
"P42","12","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual no-patch audit plus LocalCodex v25 exact span survival check","proofs of Satz 2 through 4a; four-product display; l_mu expansion; non-Galois footnote 10","0 new secure deltas","n/a","closed_current_head_full_page_source_checked_no_patch","0","","Retain current p12 transcription.","P42_full_page_dispositions.csv; P42 scan; ADJ-20260711-116","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] No source-certain delta in prior audit. || No source-certain delta in prior audit."
"P42","13","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual no-patch audit plus LocalCodex v25 exact span survival check","end of Satz 4a proof; section III; Gebiet definition; Satz 1-2; proof opening","0 new secure deltas","n/a","closed_current_head_full_page_source_checked_no_patch","0","","Retain current p13 transcription.","P42_full_page_dispositions.csv; P42 scan; ADJ-20260711-116","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] No source-certain delta in prior audit. || No source-certain delta in prior audit."
"P42","14","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual no-patch audit plus LocalCodex v25 exact span survival check","end of Satz 2 proof; Satz 3; generalized passage; footnotes 11-12; final questions","0 new secure deltas","n/a","closed_current_head_full_page_source_checked_no_patch","0","","Retain current p14 transcription.","P42_full_page_dispositions.csv; P42 scan; ADJ-20260711-116","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] No source-certain delta in prior audit. || No source-certain delta in prior audit."
"P42","15","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual no-patch audit plus LocalCodex v25 exact span survival check","quaternion-order example; Göttingen/August 1932 close; paper boundary","0 new secure deltas","n/a","closed_current_head_full_page_source_checked_no_patch","0","","Retain current p15 transcription and paper boundary.","P42_full_page_dispositions.csv; P42 scan; ADJ-20260711-116","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] No source-certain delta in prior audit. || No source-certain delta in prior audit."
"P43","1","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual check; LocalCodex v25 status migration","opening; title; editorial footnote; D=A[x to omega] display","0 new v25 deltas; prior page retained","yes: prior source-restoration state survives","closed_current_head_prior_full_page_source_checked","0","","Retain current p1 transcription.","P43_GDZ600_page_dispositions.csv; P43 full scan; ADJ-20260711-117","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Recovered prior disposition; not a new v25 page audit. || Recovered prior disposition; not a new v25 page audit."
"P43","2","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual check; LocalCodex v25 status migration","introduction continuation; footnotes 2-3; K_F and direct-sum prose","0 new v25 deltas; prior page retained","yes: prior source-restoration state survives","closed_current_head_prior_full_page_source_checked","0","","Retain current p2 transcription.","P43_GDZ600_page_dispositions.csv; P43 full scan; ADJ-20260711-117","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Recovered prior disposition; not a new v25 page audit. || Recovered prior disposition; not a new v25 page audit."
"P43","3","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual check and source patch; LocalCodex v25 status migration","citation and opening continuation","1 prior source patch: Ore initial to O-umlaut","yes: prior repair survives","closed_current_head_prior_full_page_source_checked_after_patch","0","","Retain source Ore initial.","P43_GDZ600_page_dispositions.csv; localized p43-04.png; ADJ-20260711-117","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Recovered prior disposition. || Recovered prior disposition."
"P43","4","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual check; LocalCodex v25 status migration","section 1 title; footnotes 5-8; direct-product conditions; formal vanishing display","0 new v25 deltas","n/a","closed_current_head_prior_full_page_source_checked","0","","Retain current p4 transcription.","P43_GDZ600_page_dispositions.csv; P43 full scan; ADJ-20260711-117","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Recovered prior disposition. || Recovered prior disposition."
"P43","5","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual check; LocalCodex v25 status migration","section 1 existence construction; sum and product displays","0 new v25 deltas","n/a","closed_current_head_prior_full_page_source_checked","0","","Retain current p5 transcription.","P43_GDZ600_page_dispositions.csv; P43 full scan; ADJ-20260711-117","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Recovered prior disposition. || Recovered prior disposition."
"P43","6","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v25","2026-07-18","Earlier LocalCodex complete-page visual check; LocalCodex v25 status migration","defining ideal; direct-product ideal; symmetric remark; footnote 10","0 new v25 deltas","n/a","closed_current_head_prior_full_page_source_checked","0","","Retain current p6 transcription.","P43_GDZ600_page_dispositions.csv; P43 full scan; ADJ-20260711-117","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v25.] Recovered prior disposition. || Recovered prior disposition."
"P43","7","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v26","2026-07-18","LocalCodex independent complete-page visual audit","all prose; formulas; footnote 11; emphasis; page continuity","0","n/a","closed_current_head_complete_page_source_checked_no_patch","0","","Retain current p7 transcription.","P43_printed_p007_native360_mask_inverted.png; ADJ-20260711-124","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v26.] No source-certain delta found. || No source-certain delta found."
"P43","8","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v26","2026-07-18","LocalCodex independent complete-page visual audit","all prose; formulas; footnote 12; section transition; page continuity","0","n/a","closed_current_head_complete_page_source_checked_no_patch","0","","Retain current p8 transcription.","P43_printed_p008_native360_mask_inverted.png; ADJ-20260711-124","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v26.] No source-certain delta found. || No source-certain delta found."
"P43","9","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v26","2026-07-18","LocalCodex independent complete-page visual audit","all prose; formulas; footnotes 13 and 13a; ideal homomorphism chain; continuity","1 semantic ideal-map defect","yes: B/null ideal versus Q/M_o clause restored","closed_current_head_complete_page_source_checked_after_patch","1","ideal/homomorphism correspondence reversed in prose","Retain corrected homomorphism clause.","P43_printed_p009_native360_mask_inverted.png; P43_p009_ideal_homomorphism_B_Q_locus_zoom.png; output p404; CO-20260711-172","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v26.] The live text had Q and O_o in the wrong slots. || The live text had Q and O_o in the wrong slots."
"P43","10","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v26","2026-07-18","LocalCodex independent complete-page visual audit","theorem; proof; C(Z,xi); M-prime; direct-sum hypotheses; continuity","0","n/a","closed_current_head_complete_page_source_checked_no_patch","0","","Retain current p10 transcription.","P43_printed_p010_native360_mask_inverted.png; ADJ-20260711-124","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v26.] No source-certain delta found. || No source-certain delta found."
"P43","11","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v26","2026-07-18","LocalCodex independent complete-page visual audit","all prose; displays; direct-sum proof I-IV; emphasis; continuity","1 repeated semantic factor defect at two displays","yes: both alpha=alpha e relations restored","closed_current_head_complete_page_source_checked_after_patch","1","global unit replaced by component idempotent in two proof displays","Retain global-unit e in both displays.","P43_printed_p011_native360_mask_inverted.png; P43_p011_alpha_equals_alpha_e_locus_zoom.png; output p406; CO-20260711-173","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v26.] The stale e_i factor changed the proof before the basis replacement step. || The stale e_i factor changed the proof before the basis replacement step."
"P43","12","2","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix || Noether_LocalCodex_v26","2026-07-18","LocalCodex independent complete-page visual audit","all prose; formulas; footnote 14; decomposition proof V-VIII; continuity","2 defects: lost congruence and wrong heading","yes: congruence and Komponentenzerlegung restored","closed_current_head_complete_page_source_checked_after_patch","1","congruence modulo an ideal flattened into equality","Retain corrected modulo relation and source heading.","P43_printed_p012_native360_mask_inverted.png; P43_p012_congruence_mod_Si_locus_zoom.png; P43_p012_components_decomposition_heading_zoom.png; output p407; CO-20260711-174; CO-20260711-175","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v26.] The following equality inference depends on the source congruence being distinct. || The following equality inference depends on the source congruence being distinct."
