"paper","printed_page_or_range","current_head","last_updated_utc","source_witness_or_basis","source_quality","audited_by_or_qc_instances","audit_depth","fixes_found","fixes_integrated","current_status","next_action","evidence_files","notes"
"P40","522","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p522; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","transition theorem, commuting matrices, section 3 opening","The transition theorem and commuting-matrix block were rebuilt and source-checked.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p9; printed p522); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","523","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p523; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","matrix theorem conclusion, Normalbasis argument, numbered congruence display","The Normalbasis continuation was rebuilt and the source equation tag (2) restored.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p10; printed p523); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","524","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p524; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","Erweiterungsmodul, Folgerungen a/b, invariant-module theorem and operators","The definition and both corollaries were rebuilt; the source subset relation and operator dot were restored after conflicting archaeology claims.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p11; printed p524); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv; P40_printed_p524_Folgerung_b_relation_nativecrop_x3.png","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] R745's leq reading is superseded by R698/R788 and the v27 direct source crop; current subseteq is source-faithful."
"P40","525","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p525; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","invariant-module proof, section 4 opening, Erweiterungssatz","The invariant-module proof and Erweiterungssatz opening were rebuilt; later source-style corrections survive.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p12; printed p525); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","526","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p526; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","Erweiterungssatz continuation, representation classes and rank relation","The extension/rank proof was rebuilt; source 'so viel verschiedene' and rank relations survive.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p13; printed p526); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] The source phrase is 'so viel verschiedene'; later 'so viele' occurrences elsewhere do not contradict this locus."
"P40","527","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p527; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","rank relations, section 5 opening, reducible/irreducible embedding","Rank relations and section 5 were rebuilt with source labels, dots, and embedding terminology.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p14; printed p527); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","528","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p528; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","inner automorphisms, centralizer theorem, footnotes 13-15","The inner-automorphism and centralizer blocks were rebuilt with source footnotes and notation.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p15; printed p528); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","529","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p529; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","centralizer theorem conclusion, Vertauschungssatz, section 6 boundary","The sharpened Vertauschungssatz and section 6 boundary were rebuilt; the source-spaced reference survives.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p16; printed p529); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","530","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p530; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","Galois theorem for simple systems, emphasis scope and section references","Galois-theorem headings, emphasis scope, and parenthesized section references were restored.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p17; printed p530); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
"P40","531","Noether_LocalCodex_20260718_P04p133_Eq28_SourceFix","2026-07-18","Official GDZ article cutout and raw page witness, printed p531; June 24 sequential repair; R687 whole-paper visual pass; R802 current-head closure; v27 reconciliation","best-available official GDZ article witness; approximately 400 ppi page imagery; accepted under the user's best-available-source rule","LocalCodex June 24 sequential page repair; LocalCodex R687 whole-paper visual audit; WebB R802 current-head closure; LocalCodex v27 hash/survival/conflict reconciliation","dense direct-sum/idempotent formula chain and rank hypotheses","Dense direct-sum/product formulas and source prose around omega, w, and E_it were restored.","yes: all accepted source-backed repairs survive in the current P40 span; no v27 TeX delta required","closed_current_head_complete_page_source_checked_best_available","No action unless a concrete new source contradiction is found.","P40_GDZ_official_exact_article_printed_pp514_541.pdf (PDF p18; printed p531); P40_prior_evidence/R687/P40_page_dispositions_R687.csv; P40_prior_evidence/R802/Noether_R802_survival_checks.csv; P40_p514_541_page_dispositions_v27.csv","[Canonicalized 2026-07-18 from 1 record(s). Prior head value(s): Noether_LocalCodex_v27.] No unresolved page-specific contradiction remains in the reconciled evidence chain."
