entry_id,lemma,english_gloss,class,variant_count,variants_sample,provenance,status,source_use,permitted_use_weight,support_path_weight,review_risk_weight,automaton_path
by-consideration,uvažanje,by consideration (of),proof_operation,1,uvažanjem,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
great-fem,velika,great; large (fem.),modifier,1,velika,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
chain-veriga,veriga,chain (NB chain conditions),noether_corpus,1,veriga,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
see-videti,viděti,to see (one sees),proof_predicate,2,uvidimo; viděti,chatgpt_v4_longtail;fable_pass29_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
embed-vloziti,vložiti,insert; embed (CONTEXT REVIEW: embedding?),context_review,4,vloženja; vloženju; vloženo; vložimy,chatgpt_v4_longtail;fable_pass27_kwic;fable_pass28_kwic;fable_pass29_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
time,vrěme,time,math_general,1,vrěme,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
introduction-vvod,vvod,introduction,proof_reference,1,vvod,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
reads-glasiti,glasiti,reads (the statement reads),proof_predicate,1,glasi,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
closed-zakryto,zakryty,closed (CONTEXT REVIEW: closed set?),context_review,1,zakryto,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
sharpening,zaostrenje,sharpening (of a result),proof_grammar,2,zaostrenje; zaoštrenje,chatgpt_v4_longtail;fable_pass29_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
session-bib,zasědanje,session (bibliographic: Sitzungsberichte),bibliographic,1,zasědanju,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
we-know,znajemo,we know,knowledge_marker,1,znajemo,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
sign-znak,znak,sign; symbol,proof_grammar,4,znak; znaka; znakih; znakom,chatgpt_v4_longtail;fable_pass28_kwic;fable_pass29_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
reduction-zvedenje,zvedenje,reduction (uk-flavored),proof_operation,1,zvedenje,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
consider-razsmatrjati,razsmatrjati,we consider / consideration,proof_operation,7,razgledajmo; razgledajut; razmatrajemo; razmatrajut; razsmatramo; razsmatranja; razsmotrimo,chatgpt_v4_longtail;fable_pass28_kwic;fable_pass29_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2892,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[7] -> REVIEW[0.60]
essentially,suščestvenno,essentially; substantially,discourse_adverb,1,suščstveno,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
proceeds-izhoditi,izhoditi,proceeds/emanates from,proof_predicate,1,izhodet,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
produce-proizvesti,proizvesti,produce,proof_operation,1,proizvesti,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-ničto,ničto,function word (pron.indef.),function_word,1,ničto,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-někoj,někoj,function word (pron.indef.),function_word,9,neke; nekojej; někoj; někoja; někoje; někojej; někojemu; někojih; někojim,chatgpt_v4_dict;fable_pass27;fable_pass28_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3131,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[9] -> REVIEW[0.60]
fw-tutom,tutom,function word (adv.),function_word,1,tutom,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-lěvo,lěvo,function word (adv.),function_word,1,lěvo,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-raněje,raněje,function word (adv.),function_word,1,raněje,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-prěd,prěd,function word (prep.),function_word,1,prěd,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-najvyše,najvyše,function word (adv.),function_word,1,najvyše,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-bolje,bolje,function word (adv.),function_word,1,bolje,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-nadalje,nadalje,function word (adv.),function_word,1,nadalje,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-nijed,nijed,function word (pron.indef.),function_word,5,nijed; nijedna; nijednogo; nijednomu; nijednym,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
fw-izklj,izklj,function word (prep.),function_word,8,izklj; izključaje; izključajuči; izključene; izključeno; izključenyh; izključenym; izključivši,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3026,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[8] -> REVIEW[0.60]
fw-daleko,daleko,function word (adv.),function_word,1,daleko,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-tamo,tamo,function word (adv.),function_word,1,tamo,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-hoti,hoti,function word (conj.),function_word,1,hoti,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-event,event,function word (adv.),function_word,2,event; eventualno,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
fw-anali,anali,function word (adv.),function_word,2,anali; analitičnyh,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
fw-času,času,function word (prep.),function_word,1,času,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-čęstično,čęstično,function word (adv.),function_word,1,čęstično,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-poniž,poniž,function word (prep.),function_word,2,poniž; poniženje,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
fw-priči,priči,function word (prep.),function_word,2,priči; pričiny,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
fw-cělkom,cělkom,function word (adv.),function_word,1,cělkom,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-velik,velik,function word (intj.),function_word,4,velik; velikoj; velikym; velikymi,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
fw-nedos,nedos,function word (adv.),function_word,2,nedos; nedostaje,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
fw-inymi,inymi,function word (adv.),function_word,1,inymi,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-izključno,izključno,function word (adv.),function_word,1,izključno,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-imenu,imenu,function word (prep.),function_word,3,imenu; imenujut; imenujuče,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
fw-vidimo,vidimo,function word (adv.),function_word,1,vidimo,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-najpr,najpr,function word (adv.),function_word,3,najpr; najprostejši; najprostějše,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
fw-vtoro,vtoro,function word (adv.),function_word,1,vtoro,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-oboje,oboje,function word (num.coll.),function_word,1,oboje,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-směru,směru,function word (adv.),function_word,1,směru,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-podle,podle,function word (prep.),function_word,2,podle; podležet,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
fw-najvy,najvy,function word (adv.),function_word,2,najvy; najvyši,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
fw-četyr,četyr,function word (num.card.),function_word,2,četyr; četyrih,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
fw-izdal,izdal,function word (adv.),function_word,1,izdal,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-někak,někak,function word (adv.),function_word,2,někak; někakoj,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
fw-kakykoli,kakykoli,function word (pron.indef.),function_word,1,kakykoli,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-těsno,těsno,function word (adv.),function_word,1,těsno,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-novogo,novogo,function word (intj.),function_word,1,novogo,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-četve,četve,function word (num.diff.),function_word,2,četve; četverokratno,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
fw-obadva,obadva,function word (num.card.),function_word,1,obadva,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
fw-polov,polov,function word (adv.),function_word,2,polov; polovica,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
fw-najmn,najmn,function word (adv.),function_word,2,najmn; najmněje,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
fw-okolo,okolo,function word (prep.),function_word,1,okolo,chatgpt_v4_dict;fable_pass27,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
strong-silny,silny,strong (strong prime ideal etc.),math_general,3,silno; silny; silnějše,fable_pass27_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
survey-pregled,pregled,survey; overview,bibliographic,1,pregled,fable_pass27_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
diminish-umensiti,umenšiti,diminish; reduction (umenšenje),proof_operation,2,umenšenje; umenšila,fable_pass27_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
irreducible-nerazlozimy,nerazložimy,irreducible; indecomposable (NEVER attach to razložimy — polarity),curriculum_algebra,6,nerazlozime; nerazlozimosti; nerazlozimyh; nerazložim; nerazložimy; nezvodime,fable_pass27_kwic;fable_pass28_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
variable-varijabla,varijabla,variable (doublet of prěmenna),curriculum_algebra,2,varijabl; varijablov,fable_pass27_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
complete-dopolniti,dopolniti,complete; supplement,proof_operation,2,dopolniti; dopolnjenje,fable_pass27_kwic;fable_pass28_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
fw-tri,tri,three (oblique forms),quantifier,4,treh; tremi; tri; trěh,fable_pass27_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
want-hteti,htěti,want (I want to show...),discourse_predicate,4,hotěla; hočemo; hoču; hče,fable_pass27_kwic;fable_pass28_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
fw-kojikoli,kojikoli,whichever; any,quantifier,4,kakihkoli; koja-koli; kojikoli; koju-koli,fable_pass27_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
adic-adicny,adičny,adic (p-adic register),noether_corpus,5,adične; adično; adičnogo; adičny; adičnym,fable_pass27_kwic;fable_pass28_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
fw-tuto,tuto,this (tuta/tutu/tude forms),pronoun_reference,5,tude; tuta; tutogo; tutoj; tutu,fable_pass27_kwic;fable_pass28_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
connection-svez,svęz,connection (v svezi s = in connection with),discourse_noun,5,svez; svezi; svęz; svęzi; vezi,fable_pass27_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
cogredient-kogredientny,kogredientny,cogredient (classical invariant theory),noether_corpus,7,kogredientna; kogredientne; kogredientno; kogredientnogo; kogredientny; kogredientnym; kogredientnymi,fable_pass27_kwic;fable_pass28_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2892,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[7] -> REVIEW[0.60]
totality-vsesovokupnost,vsesovokupnost,totality; entirety,math_general,3,sovokupnost; vsesovokupnost; vsesovokupnosti,fable_pass27_kwic;fable_pass28_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
fw-nejaky,nějaky,some kind of,quantifier,1,nějaky,fable_pass27_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
partition-razdelba,razdělba,division; partition,math_general,3,razdělba; razdělbi; razdělby,fable_pass27_kwic;fable_pass28_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
part-cest,čęst,part,math_general,3,čast; časti; česti,fable_pass27_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
mention-spomenuti,spomenuti,mention,proof_reference,5,spomenu; spomenute; spomenuti; spomenuto; spomenuty,fable_pass27_kwic;fable_pass28_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
reach-dojti,dojti,come to; reach (a conclusion),proof_sequence,3,dojde; dojdemo; dojti,fable_pass27_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
go-idti,idti,go; proceed (ide o = it concerns),proof_predicate,6,idemo; idenje; idet; idti; idut; iduče,fable_pass27_kwic;fable_pass28_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2719,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[6] -> REVIEW[0.60]
left-levy,lěvy,left (left ideal!),curriculum_algebra,7,lěvogo; lěvoj; lěvom; lěvomu; lěvu; lěvy; lěvym,fable_pass27_kwic;fable_pass28_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2892,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[7] -> REVIEW[0.60]
arises-vznikati,vznikati,arises (cs vzniká family),sequence_predicate,2,vznika; vznikaje,fable_pass27_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
quaternion,kvaternion,quaternion,curriculum_algebra,4,kvaternion; kvaternionnogo; kvaternionnoj; kvaternionov,fable_pass27_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
in-force-sila,sila,force; v silě = in force / remains valid,proof_grammar,5,sila; sile; sili; silu; silě,fable_pass27_kwic;fable_pass29b,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
induce-inducirati,inducirati,induces,proof_predicate,5,inducira; induciraje; inducirajut; inducirano; induciranoj,fable_pass27_kwic;fable_pass28_kwic;fable_pass29_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
surface-povrsina,površina,surface,math_general,2,površina; površiny,fable_pass27_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
in-the-form-vid,vid,view/form (v vidě = in the form),proof_grammar,3,vid; vidu; vidě,fable_pass27_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
entails-vlecti,vlečti,entails (za soboju vleče),proof_predicate,1,vleče,fable_pass27_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
completion-zavrsenje,završenje,completion,proof_grammar,1,završenje,fable_pass27_kwic,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
