source,lane,path_or_gap,artifact_role,required_action,claim_boundary
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,interlanguage-sidecar/interlanguage-authority-ac6f4e-current-head-refresh-20260706/INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706/BRANCH_AC6F4E_AUTHORITY_ARTIFACT_INDEX.json,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,interlanguage-sidecar/interlanguage-authority-ac6f4e-current-head-refresh-20260706/INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706/BRANCH_AC6F4E_REMOTE_VERIFICATION.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,interlanguage-sidecar/interlanguage-authority-ac6f4e-current-head-refresh-20260706/INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706/BRANCH_AC6F4E_REMOTE_VERIFICATION.json,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,interlanguage-sidecar/interlanguage-authority-ac6f4e-current-head-refresh-20260706/INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706/BRANCH_AC6F4E_TREE_META.json,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,interlanguage-sidecar/interlanguage-authority-ac6f4e-current-head-refresh-20260706/INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706/FINAL_VALIDATION.json,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,interlanguage-sidecar/interlanguage-authority-ac6f4e-current-head-refresh-20260706/INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706/HEARTBEAT_20260706.md,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,interlanguage-sidecar/interlanguage-authority-ac6f4e-current-head-refresh-20260706/INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706/MANIFEST.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,interlanguage-sidecar/interlanguage-authority-ac6f4e-current-head-refresh-20260706/INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706/PACKAGE_SUMMARY.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,interlanguage-sidecar/interlanguage-authority-ac6f4e-current-head-refresh-20260706/INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706/PACKAGE_SUMMARY.json,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,interlanguage-sidecar/interlanguage-authority-ac6f4e-current-head-refresh-20260706/INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706/README.md,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,interlanguage-sidecar/interlanguage-authority-ac6f4e-current-head-refresh-20260706/INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706/SESSION_LOGBOOK_20260706.md,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Interlanguage/Fable authority,interlanguage-sidecar/interlanguage-authority-ac6f4e-current-head-refresh-20260706/INTERLANGUAGE_FABLE_AC6F4E_CURRENT_HEAD_AUTHORITY_REFRESH_20260706/SHA256SUMS.txt,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-ac6f4-branch-head-alignment-20260706/R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z/B3_UPLOADER_READY_SUMMARY.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-ac6f4-branch-head-alignment-20260706/R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z/BRANCH_AC6F4_R3_AUTHORITY_RESPONSE_VISIBILITY.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-ac6f4-branch-head-alignment-20260706/R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z/BRANCH_AC6F4_RELEVANT_DELTA_FROM_212DFB.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-ac6f4-branch-head-alignment-20260706/R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z/MANIFEST.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-ac6f4-branch-head-alignment-20260706/R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z/PACKAGE_VALIDATION.json,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-ac6f4-branch-head-alignment-20260706/R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z/R3_AC6F4_ADJACENT_EIGEN_LINEAR_ALGEBRA_ROWS.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-ac6f4-branch-head-alignment-20260706/R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z/R3_AC6F4_BLOCKERS_RECOVERY_ROWS.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-ac6f4-branch-head-alignment-20260706/R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z/R3_AC6F4_FABLE_BRANCH_WEIGHT_SOURCE_USE_ADVERSE_LEDGER.csv,branch-weighting;source-use;adverse-evidence,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-ac6f4-branch-head-alignment-20260706/R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z/R3_AC6F4_SOURCE_BODY_SOURCE_WITNESS_STATUS.csv,source-use,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-ac6f4-branch-head-alignment-20260706/R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z/R3_AC6F4_SOURCE_CONTEXT_NOTES.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-ac6f4-branch-head-alignment-20260706/R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z/R3_AC6F4_SOURCE_GATED_DRAFT_PRETRANSLATION_ROWS.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-gap-queue,Arabic RTL,interlanguage-sidecar/rtl-persianate-arabic-ac6f4-branch-head-alignment-20260706/R3_AC6F4_BRANCH_HEAD_ALIGNMENT_20260706T080947Z/R3_AC6F4_TERM_ALTERNATIVES_FORMULA_NOTES.csv,b3/package-or-triage,inspect AC6F-to-A2C52 delta for source-use/Fable/interlanguage authority relevance,"A2C52A42 branch-delta authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
