concept_id,unit_id,item,unit_type,fr_count,en_count,source_pages,evidence,scope
formal-scheme,fga.182.s7,182,section,7,2,207--209,i d'un faisceau d'anneaux topologiques réduit à O ) le schéma formel des modules pour X_0 . (Notons qu'il n'existe pas nécessairement). Soit r l'idéal maximal de O,aggregate
formal-scheme,fga.182.s7.theorem.10,182,theorem,2,1,209--209," _ X_0/k )=H^2(X_0, _ X_0/k )=0. \] Alors il existe un schéma formel des modules pour X_0 , correspondant à un anneau local régulier O (i.e. une algèbre de séries ",precise
formal-scheme,fga.195,195,expose,11,1,369--390," de composants locaux, correspondant aux « points » du schéma formel [2] défini par O . Un tel point est défini par un objet d'un F(K) , où K C est un corps (par e",aggregate
formal-scheme,fga.195.sa,195,section,1,1,369--377," de composants locaux, correspondant aux « points » du schéma formel [2] défini par O . Un tel point est défini par un objet d'un F(K) , où K C est un corps (par e",aggregate
formal-scheme,fga.195.sa.corollary.u.n01,195,corollary,1,1,374--376," de composants locaux, correspondant aux « points » du schéma formel [2] défini par O . Un tel point est défini par un objet d'un F(K) , où K C est un corps (par e",precise
formal-scheme,fga.195.sc,195,section,10,0,378--390," s'estimera heureux quand on aura pu lui associer un « schéma formel de modules ». Pour terminer ces généralités, indiquons comment la théorie des schémas explique",aggregate
formal-scheme,fga.195.sc.remark.u.n03,195,remark,1,0,384--386,"rps résiduel k , et le spectre formel de O sera appelé schéma formel des modules pour X_0 (et ), cf. [2] pour quelques détails sur cette notion. Ici, pour applique",precise
formal-scheme,fga.195.sc.proposition.4-1,195,proposition,2,0,386--386,"TION 4.1 Supposons que H^0(X_0, _ X_0/k )=0 . Alors le schéma formel des modules pour X_0 existe. Si de plus X_0 est propre sur k , le schéma formel des modules es",precise
formal-scheme,fga.195.sc.remark.u.n04,195,remark,5,0,386--389," courbe algébrique X_0 simple et propre sur k admet un schéma formel des modules, simple sur , de dimension relative 3g-3 si le genre g est 2 , g si g=0 ou 1 . Ces",precise
formal-scheme,fga.195.sc.proposition.5-1,195,proposition,1,0,389--390,". De plus, lorsque X_0 est normale, on constate que le schéma formel des modules garanti par 5.1 est simple sur Spec( ) . 390 center",precise
formal-scheme,fga.e195,e195,erratum,1,0,300--301,"8 et 19, remarques, 2o. — J'ai montré récemment que le schéma formel des modules pour une variété abélienne sur un corps est bien simple sur l'anneau de Witt, en d",aggregate
formal-scheme,fga.212,212,expose,1,1,99--118,"oupes formels, comme des groupes dans la catégorie des schémas formels au-dessus de k , et le cas échéant (s'ils correspondent à des hyperalgèbres de rang fini sur k",aggregate
formal-scheme,fga.212.s7,212,section,1,1,114--116,"oupes formels, comme des groupes dans la catégorie des schémas formels au-dessus de k , et le cas échéant (s'ils correspondent à des hyperalgèbres de rang fini sur k",aggregate
formal-scheme,fga.212.s7.corollary.7-4,212,corollary,1,1,115--116,"oupes formels, comme des groupes dans la catégorie des schémas formels au-dessus de k , et le cas échéant (s'ils correspondent à des hyperalgèbres de rang fini sur k",precise
formal-scheme,fga.221,221,expose,1,0,249--276,"si un schéma projectif régulier de dimension 3 dont le schéma formel des modules est génériquement non réduit. 5.6 On a donné dans (5.4) un critère de simplicité, ",aggregate
formal-scheme,fga.221.s5,221,section,1,0,268--273,"si un schéma projectif régulier de dimension 3 dont le schéma formel des modules est génériquement non réduit. 5.6 On a donné dans (5.4) un critère de simplicité, ",aggregate
formal-scheme,fga.221.s5.remark.5-5,221,remark,1,0,271--272,"si un schéma projectif régulier de dimension 3 dont le schéma formel des modules est génériquement non réduit. 5.6 On a donné dans (5.4) un critère de simplicité, ",precise
formal-scheme,fga.e221,e221,erratum,1,0,302--302,"héma projectif régulier de dimension 3 sur C , dont le schéma formel des modules est non réduit en son point générique, ou, ce qui revient au même, tel que sa vari",aggregate
formal-scheme,fga.236,236,expose,1,0,221--243,"l artinien peut se prolonger (en d'autres termes, le « schéma formel des Modules » absolu ([3], II) pour un schéma abélien sur un corps algébriquement clos est sim",aggregate
formal-scheme,fga.236.s3,236,section,1,0,236--241,"l artinien peut se prolonger (en d'autres termes, le « schéma formel des Modules » absolu ([3], II) pour un schéma abélien sur un corps algébriquement clos est sim",aggregate
formal-scheme,fga.236.s3.theorem.3-5,236,theorem,1,0,239--240,"l artinien peut se prolonger (en d'autres termes, le « schéma formel des Modules » absolu ([3], II) pour un schéma abélien sur un corps algébriquement clos est sim",precise
formal-completion,fga.182,182,expose,6,7,193--220,"eaux sur X' , dont la limite projective _X est appelée complété formel de _X le long de X' . Muni de ce faisceau d'anneaux, X' est appelé complété formel de X le lon",aggregate
formal-completion,fga.182.s2,182,section,4,4,195--196,"eaux sur X' , dont la limite projective _X est appelée complété formel de _X le long de X' . Muni de ce faisceau d'anneaux, X' est appelé complété formel de X le lon",aggregate
formal-completion,fga.182.s3,182,section,1,2,196--199,tiple de ce dernier définit une immersion de X dans le complété formel d'un schéma P_A^r (« projectif type » de dimension r au-dessus de A ). Pour la démonstration d,aggregate
formal-completion,fga.182.s3.theorem.4,182,theorem,1,1,198--199,tiple de ce dernier définit une immersion de X dans le complété formel d'un schéma P_A^r (« projectif type » de dimension r au-dessus de A ). Pour la démonstration d,precise
formal-completion,fga.182.s8,182,section,1,1,209--220," lemme 6, joint à un résultat de Grauert concernant le complété formel d'un schéma projectif non singulier le long d'une section hyperplane (ou au théorème, non prou",aggregate
formal-completion,fga.182.s8.remark.u.n03,182,remark,1,1,220--220," lemme 6, joint à un résultat de Grauert concernant le complété formel d'un schéma projectif non singulier le long d'une section hyperplane (ou au théorème, non prou",precise
existence-theorem,fga.182,182,expose,1,2,193--220,"orème 8, en théorie des modules. Le conjuguant avec le théorème d'existence (théorème 3), on en déduit ici : THÉORÈME 12 Soit A un anneau local noethérien et complet de c",aggregate
existence-theorem,fga.182.s6,182,section,0,1,203--207,"Theorems 1 and 2. Using Theorem 3, we shall now deduce existence theorems for sheaves, morphisms of schemes, or schemes. In what follows, A denotes a Noetherian local ",aggregate
existence-theorem,fga.182.s8,182,section,1,1,209--220,"orème 8, en théorie des modules. Le conjuguant avec le théorème d'existence (théorème 3), on en déduit ici : THÉORÈME 12 Soit A un anneau local noethérien et complet de c",aggregate
existence-theorem,fga.182.s8.lemma.6,182,lemma,1,1,216--216,"orème 8, en théorie des modules. Le conjuguant avec le théorème d'existence (théorème 3), on en déduit ici :",precise
existence-theorem,fga.190,190,expose,0,3,299--327,"2th year, 1959/60, no. 190\ 1959 DESCENT TECHNIQUE AND EXISTENCE THEOREMS IN ALGEBRAIC GEOMETRY\\ I. GENERALITIES. DESCENT BY FAITHFULLY FLAT MORPHISMS by Alexander GR",aggregate
existence-theorem,fga.e190,e190,erratum,0,2,300--300,Exposé no. 190 footnote 0 300 3. Descent technique and existence theorems in algebraic geometry [TDTE I]. I: Generalities. Descent along faithfully flat morphisms. cen,aggregate
existence-theorem,fga.195,195,expose,3,6,369--390,HÉORÈMES D'EXISTENCE EN GÉOMÉTRIE ALGÉBRIQUES\\ II. LE THÉORÈME D'EXISTENCE EN THÉORIE FORMELLE DES MODULES par Alexander GROTHENDIECK A Foncteurs représentables et pro-r,aggregate
existence-theorem,fga.195.sb,195,section,0,1,377--378,"B The two existence theorems Retain the notation of A, Section 5, and start with a covariant functor \[ F: C (Ens). \] We ",aggregate
existence-theorem,fga.195.sc,195,section,2,2,378--390," du foncteur de Picard, pour pouvoir obtenir encore un théorème d'existence. Ici, les conditions plausibles d'existence d'un pré-schéma de Picard sont les suivantes : X e",aggregate
existence-theorem,fga.195.sc.remark.u.n02,195,remark,1,1,383--384," du foncteur de Picard, pour pouvoir obtenir encore un théorème d'existence. Ici, les conditions plausibles d'existence d'un pré-schéma de Picard sont les suivantes : X e",precise
existence-theorem,fga.195.sc.remark.u.n04,195,remark,1,1,386--389,"s comme section unité. (À partir de là, utilisant le « théorème d'existence » de [2] pour passer au cas où A est noethérien local complet, puis la technique de descente d",precise
existence-theorem,fga.e195,e195,erratum,1,1,300--301,"ratum à l'exposé no 195 footnote 0 300 4. TDTE II : Le théorème d'existence en théorie formelle des modules. center [Séminaire Bourbaki, t. 12, 1959/60, no 195, 22 p.] ce",aggregate
existence-theorem,fga.212,212,expose,1,1,99--118," théorèmes d'existence en géométrie algébrique, II: Le théorème d'existence en théorie formelle des modules, Séminaire Bourbaki, 1959/60, no 195, 22 p. [ [3] ] GROTHENDIE",aggregate
existence-theorem,fga.221,221,expose,1,2,249--276,"e la démonstration. 3 Schémas de Hilbert : définition, théorème d'existence Soient X un préschéma sur un autre S , et F un Module quasi-cohérent sur X . Désignons par \[ ",aggregate
existence-theorem,fga.221.s3,221,section,1,1,258--266,"3 Schémas de Hilbert : définition, théorème d'existence Soient X un préschéma sur un autre S , et F un Module quasi-cohérent sur X . Désignons par \[ ",aggregate
existence-theorem,fga.232,232,expose,5,14,143--161,"13) en vertu des remarques qui précèdent. Utilisant le théorème d'existence principal de [4], IV, on trouve : 152 PROPOSITION 4.1 Supposons f:X S projectif et plat. Alors",aggregate
existence-theorem,fga.232.s3,232,section,0,2,148--150,"3 The main existence theorem: statement There is not, even conjecturally, an existence statement for Picard preschemes that",aggregate
existence-theorem,fga.232.s4,232,section,1,1,150--154,"13) en vertu des remarques qui précèdent. Utilisant le théorème d'existence principal de [4], IV, on trouve : 152 PROPOSITION 4.1 Supposons f:X S projectif et plat. Alors",aggregate
existence-theorem,fga.232.s5,232,section,3,5,154--157," quotient effectif peut se déduire facilement aussi du théorème d'existence des schémas de Hilbert (cf. par exemple [6]) (classiquement, ces quotients se construisaient p",aggregate
existence-theorem,fga.232.s5.remark.5-1,232,remark,1,1,155--155," quotient effectif peut se déduire facilement aussi du théorème d'existence des schémas de Hilbert (cf. par exemple [6]) (classiquement, ces quotients se construisaient p",precise
existence-theorem,fga.232.s5.remark.5-4,232,remark,2,3,157--157,"rbe singulière, ne peut être bien compris que comme un théorème d'existence du schéma de Picard d'un schéma relatif en courbes X/S , non nécessairement simple sur S . C'e",precise
existence-theorem,fga.232.s6,232,section,1,3,157--161,"_ X/S' . D'autre part, un procédé de descente donne un théorème d'existence relatif, dont la portée dépend d'ailleurs de la solution des questions de descente non plate s",aggregate
existence-theorem,fga.232.s6.corollary.6-2,232,corollary,1,1,158--158,"_ X/S' . D'autre part, un procédé de descente donne un théorème d'existence relatif, dont la portée dépend d'ailleurs de la solution des questions de descente non plate s",precise
existence-theorem,fga.e232,e232,erratum,0,1,303--303,"ratum to Exposé no. 232 303 7. TDTE V: Picard schemes. Existence theorems. center [Bourbaki Seminar, vol. 14, 1961/62, no. 232, 19 pp.] center 7, Remark 3.3. — The que",aggregate
existence-theorem,fga.236,236,expose,0,2,221--243,"4th year, 1961/62, no. 236\ 1962 DESCENT TECHNIQUE AND EXISTENCE THEOREMS IN ALGEBRAIC GEOMETRY\\ VI. PICARD SCHEMES: GENERAL PROPERTIES by Alexander GROTHENDIECK 0 Co",aggregate
existence-theorem,fga.236.s0,236,section,0,1,221--222," for developing such criteria are in [5], to which the existence theorems for Picard schemes must be added.",aggregate
descent,fga.190,190,expose,83,83,299--327,"Exposé 190 – Technique de descente I 190 299 12e année, 1959/60, no 190\ écembre 1959 TECHNIQUE DE DESCENTE ET THÉORÈMES D'EXISTE",aggregate
descent,fga.190.sa,190,section,41,41,300--314,"s sur les catégories 1. Catégories fibrées, données de descente, morphismes de F -descente toc subsection 1. Catégories fibrées et données de descente a. DÉFI",aggregate
descent,fga.190.sa.definition.1-6,190,definition,1,1,303--303,"DÉFINITION 1.6 On appelle donnée de descente sur ' F_ S' , relativement au morphisme :S' S , une donnée de recollement sur ' relativement a",precise
descent,fga.190.sa.definition.1-7,190,definition,8,8,303--304,N 1.7 Un morphisme :S' S est appelé un morphisme de F -descente si le diagramme de morphismes \[ S S' p_1 p_2 S' _S S' \] est F -exact (définition 1.3) ; on d,precise
descent,fga.190.sa.definition.2-2,190,definition,1,1,304--305,"ciser les relations entre la notion de morphisme de F -descente et la notion d'épimorphisme strict, nous introduisons encore les définitions suivantes :",precise
descent,fga.190.sa.definition.2-4,190,definition,4,4,305--305,INITION 2.4 Un morphisme :S' S est appelé morphisme de descente (resp. un morphisme de descente strict) si c'est un morphisme de F -descente (resp. un morphis,precise
descent,fga.190.sa.proposition.2-1,190,proposition,1,1,305--305,"tent, alors il y a identité dans C entre morphismes de descente et épimorphismes stricts universels.",precise
descent,fga.190.sa.remark.u.n01,190,remark,12,12,307--312,") , ce qui nous obligeait, pour avoir une technique de descente, à faire des hypothèses de platitude sur les objets au-dessus de S,S' qu'on considère. Dans le",precise
descent,fga.190.sb,190,section,35,35,314--327,B Descente par morphismes fidèlement plats 1. Énoncé des théorèmes de descente toc subsection 1. Énoncé d,aggregate
descent,fga.190.sb.theorem.1,190,theorem,3,3,315--315,"ement plat et quasi-compact. Alors est un morphisme de descente strict (A, définition 1.7) pour la catégorie fibrée F des faisceaux quasi-cohérents (A, paragr",precise
descent,fga.190.sb.corollary.u.n01,190,corollary,1,1,316--317," donnée sur S' d'un tel faisceau, muni d'une donnée de descente relativement à :S' S . Compte tenu de la correspondance fonctorielle entre de tels faisceaux q",precise
descent,fga.190.sb.theorem.2,190,theorem,3,3,317--317," S comme dans le théorème 1. Alors est un morphisme de descente (non strict en général) (A, définition 2.4), et c'est un morphisme de descente strict pour la ",precise
descent,fga.190.sb.lemma.1-2,190,lemma,5,5,317--318,t donner des critères d'effectivité pour une donnée de descente sur un S' -préschéma X' (dans le cas où X' n'est pas supposé affine sur S' ). Remarquons d'abo,precise
descent,fga.190.sb.theorem.3,190,theorem,2,2,318--318," quasi-compact. Si est radiciel, c'est un morphisme de descente strict. Si est fini, c'est un morphisme de descente strict relativement à la catégorie fibrée ",precise
descent,fga.190.sb.remark.u.n01,190,remark,16,16,318--324,"isme Spec( A) (A) , n'est pas toujours un morphisme de descente strict, même si A est l'anneau local d'une courbe algébrique sur un corps algébriquement clos ",precise
