edge_id,source_id,relation,target_id,confidence,evidence,provenance,official_stacks_tag
edge.000230,fga.182.s3,contains,fga.182.s3.corollary.3,high,TeX hierarchy and direct source order,fr/182.tex:223,
edge.000231,fga.182.s3.corollary.3,contains,fga.182.s3.corollary.3.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:238,
edge.000232,fga.182.s3,contains,fga.182.s3.theorem.3,high,TeX hierarchy and direct source order,fr/182.tex:251,
edge.000233,fga.182.s3,contains,fga.182.s3.corollary.1.n02,high,TeX hierarchy and direct source order,fr/182.tex:258,
edge.000234,fga.182.s3,contains,fga.182.s3.corollary.2.n02,high,TeX hierarchy and direct source order,fr/182.tex:265,
edge.000235,fga.182.s3,contains,fga.182.s3.theorem.4,high,TeX hierarchy and direct source order,fr/182.tex:282,
edge.000236,fga.182.s3.theorem.4,contains,fga.182.s3.theorem.4.item.i,high,TeX hierarchy and direct source order,fr/182.tex:286,
edge.000237,fga.182.s3.theorem.4,contains,fga.182.s3.theorem.4.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:290,
edge.000238,fga.182.s3.theorem.4,contains,fga.182.s3.theorem.4.item.ii,high,TeX hierarchy and direct source order,fr/182.tex:296,
edge.000239,fga.182.s3.theorem.4,contains,fga.182.s3.theorem.4.eq.u.n02,high,TeX hierarchy and direct source order,fr/182.tex:299,
edge.000240,fga.182.s3.theorem.4,contains,fga.182.s3.theorem.4.item.iii,high,TeX hierarchy and direct source order,fr/182.tex:302,
edge.000241,fga.182,contains,fga.182.s4,high,TeX hierarchy and direct source order,fr/182.tex:324,
edge.000242,fga.182.s4,contains,fga.182.s4.theorem.5,high,TeX hierarchy and direct source order,fr/182.tex:342,
edge.000243,fga.182.s4,contains,fga.182.s4.corollary.1,high,TeX hierarchy and direct source order,fr/182.tex:356,
edge.000244,fga.182.s4,contains,fga.182.s4.corollary.2,high,TeX hierarchy and direct source order,fr/182.tex:370,
edge.000245,fga.182.s4,contains,fga.182.s4.theorem.6,high,TeX hierarchy and direct source order,fr/182.tex:383,
edge.000246,fga.182,contains,fga.182.s5,high,TeX hierarchy and direct source order,fr/182.tex:395,
edge.000247,fga.182.s5,contains,fga.182.s5.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:406,
edge.000248,fga.182.s5,contains,fga.182.s5.eq.u.n02,high,TeX hierarchy and direct source order,fr/182.tex:417,
edge.000249,fga.182.s5,contains,fga.182.s5.proposition.1,high,TeX hierarchy and direct source order,fr/182.tex:424,
edge.000250,fga.182.s5.proposition.1,contains,fga.182.s5.proposition.1.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:428,
edge.000251,fga.182.s5,contains,fga.182.s5.theorem.7,high,TeX hierarchy and direct source order,fr/182.tex:439,
edge.000252,fga.182.s5.theorem.7,contains,fga.182.s5.theorem.7.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:441,
edge.000253,fga.182.s5.theorem.7,contains,fga.182.s5.theorem.7.eq.u.n02,high,TeX hierarchy and direct source order,fr/182.tex:446,
edge.000254,fga.182.s5,contains,fga.182.s5.corollary.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:452,
edge.000255,fga.182.s5,contains,fga.182.s5.corollary.2,high,TeX hierarchy and direct source order,fr/182.tex:458,
edge.000256,fga.182.s5.corollary.2,contains,fga.182.s5.corollary.2.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:460,
edge.000257,fga.182.s5,contains,fga.182.s5.corollary.3,high,TeX hierarchy and direct source order,fr/182.tex:468,
edge.000258,fga.182.s5,contains,fga.182.s5.proposition.2,high,TeX hierarchy and direct source order,fr/182.tex:474,
edge.000259,fga.182.s5.proposition.2,contains,fga.182.s5.proposition.2.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:479,
edge.000260,fga.182.s5,contains,fga.182.s5.corollary.u.n02,high,TeX hierarchy and direct source order,fr/182.tex:491,
edge.000261,fga.182.s5.corollary.u.n02,contains,fga.182.s5.corollary.u.n02.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:494,
edge.000262,fga.182.s5.corollary.u.n02,contains,fga.182.s5.corollary.u.n02.eq.u.n02,high,TeX hierarchy and direct source order,fr/182.tex:504,
edge.000263,fga.182.s5.corollary.u.n02,contains,fga.182.s5.corollary.u.n02.eq.u.n03,high,TeX hierarchy and direct source order,fr/182.tex:512,
edge.000264,fga.182,contains,fga.182.s6,high,TeX hierarchy and direct source order,fr/182.tex:522,
edge.000265,fga.182.s6,contains,fga.182.s6.proposition.3,high,TeX hierarchy and direct source order,fr/182.tex:534,
edge.000266,fga.182.s6.proposition.3,contains,fga.182.s6.proposition.3.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:536,
edge.000267,fga.182.s6.proposition.3,contains,fga.182.s6.proposition.3.eq.u.n02,high,TeX hierarchy and direct source order,fr/182.tex:547,
edge.000268,fga.182.s6,contains,fga.182.s6.corollary.1,high,TeX hierarchy and direct source order,fr/182.tex:554,
edge.000269,fga.182.s6.corollary.1,contains,fga.182.s6.corollary.1.item.i,high,TeX hierarchy and direct source order,fr/182.tex:569,
edge.000270,fga.182.s6.corollary.1,contains,fga.182.s6.corollary.1.item.ii,high,TeX hierarchy and direct source order,fr/182.tex:570,
edge.000271,fga.182.s6.corollary.1,contains,fga.182.s6.corollary.1.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:579,
edge.000272,fga.182.s6,contains,fga.182.s6.theorem.8,high,TeX hierarchy and direct source order,fr/182.tex:587,
edge.000273,fga.182.s6.theorem.8,contains,fga.182.s6.theorem.8.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:607,
edge.000274,fga.182.s6.theorem.8,contains,fga.182.s6.theorem.8.eq.u.n02,high,TeX hierarchy and direct source order,fr/182.tex:614,
edge.000275,fga.182.s6,contains,fga.182.s6.corollary.1.n02,high,TeX hierarchy and direct source order,fr/182.tex:620,
edge.000276,fga.182.s6.corollary.1.n02,contains,fga.182.s6.corollary.1.n02.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:628,
edge.000277,fga.182.s6,contains,fga.182.s6.corollary.2,high,TeX hierarchy and direct source order,fr/182.tex:648,
edge.000278,fga.182.s6.corollary.2,contains,fga.182.s6.corollary.2.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:656,
edge.000279,fga.182.s6,contains,fga.182.s6.corollary.3,high,TeX hierarchy and direct source order,fr/182.tex:664,
edge.000280,fga.182.s6,contains,fga.182.s6.theorem.9,high,TeX hierarchy and direct source order,fr/182.tex:674,
edge.000281,fga.182.s6.theorem.9,contains,fga.182.s6.theorem.9.item.i,high,TeX hierarchy and direct source order,fr/182.tex:680,
edge.000282,fga.182.s6.theorem.9,contains,fga.182.s6.theorem.9.item.ii,high,TeX hierarchy and direct source order,fr/182.tex:682,
edge.000283,fga.182.s6,contains,fga.182.s6.corollary.1.n03,high,TeX hierarchy and direct source order,fr/182.tex:687,
edge.000284,fga.182.s6,contains,fga.182.s6.corollary.2.n02,high,TeX hierarchy and direct source order,fr/182.tex:694,
edge.000285,fga.182.s6,contains,fga.182.s6.corollary.3.n02,high,TeX hierarchy and direct source order,fr/182.tex:700,
edge.000286,fga.182.s6.corollary.3.n02,contains,fga.182.s6.corollary.3.n02.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:702,
edge.000287,fga.182.s6,contains,fga.182.s6.corollary.4,high,TeX hierarchy and direct source order,fr/182.tex:710,
edge.000288,fga.182.s6,contains,fga.182.s6.remark.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:715,
edge.000289,fga.182.s6.remark.u.n01,contains,fga.182.s6.remark.u.n01.item.1,high,TeX hierarchy and direct source order,fr/182.tex:716,
edge.000290,fga.182.s6.remark.u.n01,contains,fga.182.s6.remark.u.n01.item.2,high,TeX hierarchy and direct source order,fr/182.tex:736,
edge.000291,fga.182.s6.remark.u.n01,contains,fga.182.s6.remark.u.n01.item.3,high,TeX hierarchy and direct source order,fr/182.tex:745,
edge.000292,fga.182,contains,fga.182.s7,high,TeX hierarchy and direct source order,fr/182.tex:774,
edge.000293,fga.182.s7,contains,fga.182.s7.eq.star,high,TeX hierarchy and direct source order,fr/182.tex:801,
edge.000294,fga.182.s7,contains,fga.182.s7.theorem.10,high,TeX hierarchy and direct source order,fr/182.tex:854,
edge.000295,fga.182.s7.theorem.10,contains,fga.182.s7.theorem.10.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:856,
edge.000296,fga.182,contains,fga.182.s8,high,TeX hierarchy and direct source order,fr/182.tex:874,
edge.000297,fga.182.s8,contains,fga.182.s8.item.i,high,TeX hierarchy and direct source order,fr/182.tex:884,
edge.000298,fga.182.s8,contains,fga.182.s8.item.ii,high,TeX hierarchy and direct source order,fr/182.tex:886,
edge.000299,fga.182.s8,contains,fga.182.s8.item.iii,high,TeX hierarchy and direct source order,fr/182.tex:887,
edge.000300,fga.182.s8,contains,fga.182.s8.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:888,
edge.000301,fga.182.s8,contains,fga.182.s8.lemma.1,high,TeX hierarchy and direct source order,fr/182.tex:946,
edge.000302,fga.182.s8,contains,fga.182.s8.lemma.2,high,TeX hierarchy and direct source order,fr/182.tex:952,
edge.000303,fga.182.s8,contains,fga.182.s8.lemma.3,high,TeX hierarchy and direct source order,fr/182.tex:963,
edge.000304,fga.182.s8.lemma.3,contains,fga.182.s8.lemma.3.item.i,high,TeX hierarchy and direct source order,fr/182.tex:975,
edge.000305,fga.182.s8.lemma.3,contains,fga.182.s8.lemma.3.item.ii,high,TeX hierarchy and direct source order,fr/182.tex:977,
edge.000306,fga.182.s8.lemma.3,contains,fga.182.s8.lemma.3.item.i-bis,high,TeX hierarchy and direct source order,fr/182.tex:984,
edge.000307,fga.182.s8,contains,fga.182.s8.lemma.4,high,TeX hierarchy and direct source order,fr/182.tex:991,
edge.000308,fga.182.s8,contains,fga.182.s8.lemma.5,high,TeX hierarchy and direct source order,fr/182.tex:1003,
edge.000309,fga.182.s8.lemma.5,contains,fga.182.s8.lemma.5.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:1009,
edge.000310,fga.182.s8,contains,fga.182.s8.proposition.4,high,TeX hierarchy and direct source order,fr/182.tex:1021,
edge.000311,fga.182.s8,contains,fga.182.s8.remark.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:1038,
edge.000312,fga.182.s8.remark.u.n01,contains,fga.182.s8.remark.u.n01.eq.i,high,TeX hierarchy and direct source order,fr/182.tex:1046,
edge.000313,fga.182.s8.remark.u.n01,contains,fga.182.s8.remark.u.n01.eq.star,high,TeX hierarchy and direct source order,fr/182.tex:1055,
edge.000314,fga.182.s8.remark.u.n01,contains,fga.182.s8.remark.u.n01.item.ii,high,TeX hierarchy and direct source order,fr/182.tex:1072,
edge.000315,fga.182.s8.remark.u.n01,contains,fga.182.s8.remark.u.n01.item.iii,high,TeX hierarchy and direct source order,fr/182.tex:1074,
edge.000316,fga.182.s8,contains,fga.182.s8.theorem.11,high,TeX hierarchy and direct source order,fr/182.tex:1078,
edge.000317,fga.182.s8,contains,fga.182.s8.corollary.1,high,TeX hierarchy and direct source order,fr/182.tex:1088,
edge.000318,fga.182.s8.corollary.1,contains,fga.182.s8.corollary.1.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:1099,
edge.000319,fga.182.s8,contains,fga.182.s8.corollary.2,high,TeX hierarchy and direct source order,fr/182.tex:1110,
edge.000320,fga.182.s8,contains,fga.182.s8.corollary.3,high,TeX hierarchy and direct source order,fr/182.tex:1121,
edge.000321,fga.182.s8,contains,fga.182.s8.corollary.4,high,TeX hierarchy and direct source order,fr/182.tex:1135,
edge.000322,fga.182.s8.corollary.4,contains,fga.182.s8.corollary.4.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:1142,
edge.000323,fga.182.s8,contains,fga.182.s8.corollary.5,high,TeX hierarchy and direct source order,fr/182.tex:1152,
edge.000324,fga.182.s8.corollary.5,contains,fga.182.s8.corollary.5.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:1158,
edge.000325,fga.182.s8,contains,fga.182.s8.corollary.6,high,TeX hierarchy and direct source order,fr/182.tex:1169,
edge.000326,fga.182.s8,contains,fga.182.s8.remark.u.n02,high,TeX hierarchy and direct source order,fr/182.tex:1175,
edge.000327,fga.182.s8.remark.u.n02,contains,fga.182.s8.remark.u.n02.item.1,high,TeX hierarchy and direct source order,fr/182.tex:1176,
edge.000328,fga.182.s8.remark.u.n02,contains,fga.182.s8.remark.u.n02.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:1181,
edge.000329,fga.182.s8.remark.u.n02,contains,fga.182.s8.remark.u.n02.item.2,high,TeX hierarchy and direct source order,fr/182.tex:1188,
edge.000330,fga.182.s8,contains,fga.182.s8.lemma.6,high,TeX hierarchy and direct source order,fr/182.tex:1198,
edge.000331,fga.182.s8,contains,fga.182.s8.theorem.12,high,TeX hierarchy and direct source order,fr/182.tex:1207,
edge.000332,fga.182.s8,contains,fga.182.s8.corollary.1.n02,high,TeX hierarchy and direct source order,fr/182.tex:1214,
edge.000333,fga.182.s8.corollary.1.n02,contains,fga.182.s8.corollary.1.n02.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:1223,
edge.000334,fga.182.s8,contains,fga.182.s8.corollary.2.n02,high,TeX hierarchy and direct source order,fr/182.tex:1228,
edge.000335,fga.182.s8,contains,fga.182.s8.corollary.3.n02,high,TeX hierarchy and direct source order,fr/182.tex:1250,
edge.000336,fga.182.s8,contains,fga.182.s8.corollary.4.n02,high,TeX hierarchy and direct source order,fr/182.tex:1257,
edge.000337,fga.182.s8.corollary.4.n02,contains,fga.182.s8.corollary.4.n02.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:1282,
edge.000338,fga.182.s8,contains,fga.182.s8.corollary.5.n02,high,TeX hierarchy and direct source order,fr/182.tex:1303,
edge.000339,fga.182.s8,contains,fga.182.s8.theorem.13,high,TeX hierarchy and direct source order,fr/182.tex:1330,
edge.000340,fga.182.s8,contains,fga.182.s8.corollary.1.n03,high,TeX hierarchy and direct source order,fr/182.tex:1340,
edge.000341,fga.182.s8,contains,fga.182.s8.theorem.14,high,TeX hierarchy and direct source order,fr/182.tex:1351,
edge.000342,fga.182.s8.theorem.14,contains,fga.182.s8.theorem.14.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:1359,
edge.000343,fga.182.s8.theorem.14,contains,fga.182.s8.theorem.14.eq.u.n02,high,TeX hierarchy and direct source order,fr/182.tex:1363,
edge.000344,fga.182.s8,contains,fga.182.s8.corollary.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:1373,
edge.000345,fga.182.s8.corollary.u.n01,contains,fga.182.s8.corollary.u.n01.eq.u.n01,high,TeX hierarchy and direct source order,fr/182.tex:1378,
edge.000346,fga.182.s8,contains,fga.182.s8.remark.u.n03,high,TeX hierarchy and direct source order,fr/182.tex:1396,
edge.000347,fga.182.s8.remark.u.n03,contains,fga.182.s8.remark.u.n03.item.1,high,TeX hierarchy and direct source order,fr/182.tex:1397,
edge.000348,fga.182.s8.remark.u.n03,contains,fga.182.s8.remark.u.n03.item.2,high,TeX hierarchy and direct source order,fr/182.tex:1403,
edge.000349,fga.182,contains,fga.182.bib,high,TeX hierarchy and direct source order,fr/182.tex:1411,
edge.000350,fga.182.bib,contains,fga.182.bib.ref.1,high,TeX hierarchy and direct source order,fr/182.tex:1415,
edge.000351,fga.182.bib,contains,fga.182.bib.ref.2,high,TeX hierarchy and direct source order,fr/182.tex:1418,
edge.000352,fga.182.bib,contains,fga.182.bib.ref.3,high,TeX hierarchy and direct source order,fr/182.tex:1421,
edge.000353,fga.182.bib,contains,fga.182.bib.ref.4,high,TeX hierarchy and direct source order,fr/182.tex:1423,
edge.000354,fga,contains,fga.e182,high,TeX hierarchy and direct source order,fr/e182.tex:1,
edge.000355,fga.e182,contains,fga.e182.p298,high,TeX hierarchy and direct source order,fr/e182.tex:5,
edge.000356,fga.e182,contains,fga.e182.p299,high,TeX hierarchy and direct source order,fr/e182.tex:18,
edge.000357,fga.e182,contains,fga.e182.item.u.n01,high,TeX hierarchy and direct source order,fr/e182.tex:7,
edge.000358,fga.e182,contains,fga.e182.item.u.n02,high,TeX hierarchy and direct source order,fr/e182.tex:13,
edge.000359,fga.e182,contains,fga.e182.item.u.n03,high,TeX hierarchy and direct source order,fr/e182.tex:19,
edge.000360,fga.e182,contains,fga.e182.item.u.n04,high,TeX hierarchy and direct source order,fr/e182.tex:29,
edge.000361,fga.e182,contains,fga.e182.item.u.n05,high,TeX hierarchy and direct source order,fr/e182.tex:35,
edge.000362,fga.e182,contains,fga.e182.item.u.n06,high,TeX hierarchy and direct source order,fr/e182.tex:40,
edge.000363,fga,contains,fga.190,high,TeX hierarchy and direct source order,fr/190.tex:1,
edge.000364,fga.190,contains,fga.190.p299,high,TeX hierarchy and direct source order,fr/190.tex:3,
edge.000365,fga.190,contains,fga.190.p300,high,TeX hierarchy and direct source order,fr/190.tex:46,
edge.000366,fga.190,contains,fga.190.p301,high,TeX hierarchy and direct source order,fr/190.tex:106,
edge.000367,fga.190,contains,fga.190.p302,high,TeX hierarchy and direct source order,fr/190.tex:165,
edge.000368,fga.190,contains,fga.190.p303,high,TeX hierarchy and direct source order,fr/190.tex:218,
edge.000369,fga.190,contains,fga.190.p304,high,TeX hierarchy and direct source order,fr/190.tex:277,
edge.000370,fga.190,contains,fga.190.p305,high,TeX hierarchy and direct source order,fr/190.tex:339,
edge.000371,fga.190,contains,fga.190.p306,high,TeX hierarchy and direct source order,fr/190.tex:391,
edge.000372,fga.190,contains,fga.190.p307,high,TeX hierarchy and direct source order,fr/190.tex:445,
edge.000373,fga.190,contains,fga.190.p308,high,TeX hierarchy and direct source order,fr/190.tex:493,
edge.000374,fga.190,contains,fga.190.p309,high,TeX hierarchy and direct source order,fr/190.tex:547,
edge.000375,fga.190,contains,fga.190.p310,high,TeX hierarchy and direct source order,fr/190.tex:600,
edge.000376,fga.190,contains,fga.190.p311,high,TeX hierarchy and direct source order,fr/190.tex:651,
edge.000377,fga.190,contains,fga.190.p312,high,TeX hierarchy and direct source order,fr/190.tex:714,
edge.000378,fga.190,contains,fga.190.p313,high,TeX hierarchy and direct source order,fr/190.tex:768,
edge.000379,fga.190,contains,fga.190.p314,high,TeX hierarchy and direct source order,fr/190.tex:848,
edge.000380,fga.190,contains,fga.190.p315,high,TeX hierarchy and direct source order,fr/190.tex:903,
edge.000381,fga.190,contains,fga.190.p316,high,TeX hierarchy and direct source order,fr/190.tex:953,
edge.000382,fga.190,contains,fga.190.p317,high,TeX hierarchy and direct source order,fr/190.tex:1008,
edge.000383,fga.190,contains,fga.190.p318,high,TeX hierarchy and direct source order,fr/190.tex:1060,
edge.000384,fga.190,contains,fga.190.p319,high,TeX hierarchy and direct source order,fr/190.tex:1120,
edge.000385,fga.190,contains,fga.190.p320,high,TeX hierarchy and direct source order,fr/190.tex:1189,
edge.000386,fga.190,contains,fga.190.p321,high,TeX hierarchy and direct source order,fr/190.tex:1251,
edge.000387,fga.190,contains,fga.190.p322,high,TeX hierarchy and direct source order,fr/190.tex:1309,
