edge_id,pdf_page,annotation_index,source_rectangle,visible_text,action_type,target_id,target_label,target_kind,target_page,status,pdf_sha256
ega1.edge.sha256.3cb1a9c80d3aca4c2e6513cde235620ac55705cb680d0bb7dbd46b3c1ef09e17,2,39,"188.606,175.714,198.569,184.959",§8.,GoTo,ega1.c01.sec.8,section:I.8,sec,71,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.386976d0c132cbfbfffb4f0a5cf16b5d934fd2d70bd4d9d749a0a807eafd624e,2,40,"188.606,163.161,198.569,172.406",§9.,GoTo,ega1.c01.sec.9,section:I.9,sec,75,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.eb2d96366c602f6667a65c987cb99ca7a06900f693a07d06afc95034c045e11d,2,41,"188.606,150.608,203.55,159.853",§10.,GoTo,ega1.c01.sec.10,section:I.10,sec,84,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.9088bff5084baea32b2836fd6e8c1e1e08f11089df511d5e9a5eb26d0b6c44ea,2,42,"123.006,116.7,127.988,123.544",§§1–8,GoTo,ega1.c01.sec.1,section:I.1,sec,3,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.dad739053584de371b64cdef02567e0e263df4df3d3d41ebe9207edcca9b07c7,2,43,"132.969,116.7,137.95,123.544",§§1–8,GoTo,ega1.c01.sec.8,section:I.8,sec,71,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.816583ff51728ace4c996997d323afd1a0eae1f474e747b00159993a1fd73af1,2,44,"394.2,104.147,399.181,110.991",§§7–8,GoTo,ega1.c01.sec.7,section:I.7,sec,64,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.3125c53f32298715338d39d6aa37ce485a966956270b1e6c25581fba149f1e07,2,45,"404.162,104.147,409.144,110.991",§§7–8,GoTo,ega1.c01.sec.8,section:I.8,sec,71,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.eca3ef1b0ebe75b4a9a155eb0929f008d477da1a05929c7fc17ddff69efb4f2b,2,46,"220.788,79.041,234.915,86.234",[CC],GoTo,ega1.reader.generated.cite-i-1,,generated,109,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8a3082ba7658c79067746f50d7bde2ef3a7b84c2dfbf6ab7c5c3f60adc1469d9,2,47,"297.229,76.297,325.991,85.885",[Nag58].,GoTo,ega1.reader.generated.cite-i-9,,generated,109,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b088a1a8bcb50972e73587b954141a562ac031da7bd4416ad444f4c852f41c49,2,48,"378.037,79.041,383.018,85.885","§9,",GoTo,ega1.c01.sec.9,section:I.9,sec,75,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.067225e81f6fd19180ccd086a63073262417ca5156bc870ddf4a076b842f821d,3,0,"197.043,715.42,207.006,722.264","§10,",GoTo,ega1.c01.sec.10,section:I.10,sec,84,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.85fac019c1fcae09983e78bd83c1d913e2a15d33d4bee33a81f607cb42a74182,3,1,"376.115,665.208,386.078,672.052",§10,GoTo,ega1.c01.sec.10,section:I.10,sec,84,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.227b033baaad5ceedde09566ffd1fad96b05ae0e89122187b7cfdc9eb10e8f2a,3,2,"475.61,250.092,509.642,259.337",(1.1.1.1).,GoTo,ega1.c01.eq.1-1-1-1,I.1.1.1.1,eq,3,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e0a72ff3b66187f3dd02c2f337a10e2ac465105140f8048a0cf18dcbda7601d8,3,3,"156.04,193.903,182.6,203.148",(1.1.2),GoTo,ega1.c01.prop.1-1-2,I.1.1.2,prop,3,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2d4da6cd6b82eec9c88558d74cba8d7251cdcb379642083b2cb7e266ee0d2f57,3,4,"90.0,174.365,93.786,179.566",1;,GoTo,ega1.reader.footnote.1,,footnote,3,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.dcdbfe844b87226802900391276a35266810c9d013d93f05a3c820819025e3be,4,0,"362.963,637.132,396.995,646.377",(1.1.1.1);,GoTo,ega1.c01.eq.1-1-1-1,I.1.1.1.1,eq,3,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.11fd79f978faab8176615521829c3a20a3c617c8fa568732f694b676296c086e,4,1,"234.965,339.673,275.035,348.918","(1.1.2, iv),",GoTo,ega1.c01.prop.1-1-2,I.1.1.2,prop,3,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.66978d268d1ecf3acf6b5a85d8451c166bc35cc489413777b325eed9739df486,4,2,"427.422,304.105,462.817,313.35","(1.1.4, i)",GoTo,ega1.c01.prop.1-1-4,I.1.1.4,prop,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b70fa94a7ab5eb1e17c951cd1c3e7bb88d0fd2870a7f742fd09be858fa37dadf,4,3,"110.816,291.552,148.927,300.797","(1.1.2, v),",GoTo,ega1.c01.prop.1-1-2,I.1.1.2,prop,3,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.54cd43742dee11125bc2b7b4b932054f35bb6e113a3b9957510a0491c4af2bab,5,0,"216.599,601.211,248.141,610.456","(1.1.12),",GoTo,ega1.c01.cor.1-1-12,I.1.1.12,cor,5,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.27813f5a8f86933ebc0c78495ffbc6b6d9492c8c71d46846d91a493261a77bb5,5,1,"335.014,576.105,361.574,585.351",(1.1.5);,GoTo,ega1.c01.cor.1-1-5,I.1.1.5,cor,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.05edbb1906c0dbc1f67a3dc7701acc20d73f01e224aa2d5ee4fd5dac55d37e24,5,2,"251.02,443.288,282.561,452.533",(1.1.13),GoTo,ega1.c01.prop.1-1-13,I.1.1.13,prop,5,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.26ff1eb26efb8bd2c7cbfdd7423d549ef766595cd9de3f89f82bf1f7cfe8ca08,5,3,"306.135,443.288,337.677,452.533",(1.1.11);,GoTo,ega1.c01.prop.1-1-11,I.1.1.11,prop,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.442c800c2bf1b86ff38b4441b3450b34e85c93916859020f9e093a727a69d20f,5,4,"489.214,443.288,520.755,452.533","(1.1.11),",GoTo,ega1.c01.prop.1-1-11,I.1.1.11,prop,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.031a91a39c6200c0290faa15829ee3af52e686b8c456bc09588a91fdaee2d080,5,5,"406.876,430.735,438.418,439.98","(1.1.13),",GoTo,ega1.c01.prop.1-1-13,I.1.1.13,prop,5,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e08de63005c67002fee049092881a5716303cccf28ede611a326744c4346db20,5,6,"289.948,405.589,316.508,414.835",((1.1.8),GoTo,ega1.c01.cor.1-1-8,I.1.1.8,cor,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.bcca1143d164b5be6ea8f2b574f2e862b9925dee7f5721b76021312dd755dbe3,6,0,"161.722,662.872,205.604,672.117","(1.1.2, (v))",GoTo,ega1.c01.prop.1-1-2,I.1.1.2,prop,3,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.9abeb0e3024ebe87afd723dbb7c5ca6d310273356bd883faea9a4d8bdc521bfc,6,1,"199.772,649.338,243.96,658.583","((1.1.4, (ii))).",GoTo,ega1.c01.prop.1-1-4,I.1.1.4,prop,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ccfccbb49d8104f672efd83f074c5d0d3e4fd358aede1e90b30dcf7a4be0aaa3,6,2,"249.702,636.785,283.735,646.03","(1.2.1.1),",GoTo,ega1.c01.eq.1-2-1-1,I.1.2.1.1,eq,5,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.4c6169148798d306f31bb7a66ac83212d4ddfb8971e10edb86a6b18b98b71045,6,3,"242.746,573.093,269.306,582.339","(1.2.3),",GoTo,ega1.c01.cor.1-2-3,I.1.2.3,cor,6,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.4c6f13dabfac6571c597d49afc4438443f9ea261b7445c09d1794799fc509496,6,4,"209.382,484.91,235.942,494.155",(1.1.8),GoTo,ega1.c01.cor.1-1-8,I.1.1.8,cor,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8247d85bb784fda998a02d7d15e5c54191471a10a8f03b00f26e498efc65cb28,6,5,"309.711,484.91,343.743,494.155","(1.2.2.1),",GoTo,ega1.c01.eq.1-2-2-1,I.1.2.2.1,eq,5,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.372387187c83813d3b55565a86497d2f69c5e1176bccd5afd90d5f5c3ed3bc23,6,6,"177.056,472.357,211.088,481.602","(1.2.2.1), ′)",GoTo,ega1.c01.eq.1-2-2-1,I.1.2.2.1,eq,5,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e785045e5171d78fa5591a5546260d730f58dd4920ec158c1f29f8fd341d4de2,6,7,"116.317,415.078,147.859,424.324","(1.1.11),",GoTo,ega1.c01.prop.1-1-11,I.1.1.11,prop,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.85e00ced434cf6f51e66be8198a1b4f7b682e5f88a868fcda73b7fca617aa5c7,6,8,"219.115,396.112,245.675,405.358",(1.2.4):,GoTo,ega1.c01.cor.1-2-4,I.1.2.4,cor,6,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.827e22421e4dd64f8a8ff4646079f6eb98505a49e48631fc7ab91031e095fc21,6,9,"406.344,332.563,432.904,341.808",(1.2.4),GoTo,ega1.c01.cor.1-2-4,I.1.2.4,cor,6,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.18b898e635a00d3748d12f4b78a1d6472354c859f7908f8611f923a236d72f8f,6,10,"209.502,280.443,243.534,289.688",(1.2.2.3),GoTo,ega1.c01.eq.1-2-2-3,I.1.2.2.3,eq,6,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7bce220604ff68012b88d6a5f80bc2c3bf989256c6a1d9566f0e9cd12a65ab1f,6,11,"342.431,51.883,368.991,61.128",(1.1.5).,GoTo,ega1.c01.cor.1-1-5,I.1.1.5,cor,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.d26949d7ef2eb2923189f090cd4bc00beee13518cd2b2bad6199c9e63816fefa,7,0,"258.356,725.92,296.158,735.166","(1.3.2, b)",GoTo,ega1.c01.lem.1-3-2,I.1.3.2,lem,6,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.4b3b9b890b12616b7ff4406950b800bad13894dcef972316b590b99d2dd034ed,7,1,"236.824,482.355,268.365,491.6","((1.1.10),",GoTo,ega1.c01.prop.1-1-10,I.1.1.10,prop,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.48bed6a384226cdcf102b0c41dbc4e673f4543c41122346c01fac302d1fb4e1a,8,0,"290.242,725.92,316.803,735.166",(1.2.6).,GoTo,ega1.c01.cor.1-2-6,I.1.2.6,cor,6,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.84a8d41261db44449f6493a48ae9429b7e6a8beb449d73a4d45a1f55b5dc3fbd,8,1,"473.261,596.132,499.821,605.377",(1.3.7),GoTo,ega1.c01.thm.1-3-7,I.1.3.7,thm,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b4e3ef39fad39fe0e70f6cd5d870679466c079f0c3779fcfe90f09924cbc0c65,8,2,"260.562,502.037,287.122,511.282",(1.3.6)).,GoTo,ega1.c01.prop.1-3-6,I.1.3.6,prop,7,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.d942d1e9c4ce1bb9183bc7c7303d7a6088c59a45848aafcfa6f59299144455d2,8,3,"90.0,489.484,116.56,498.729",(1.3.4),GoTo,ega1.c01.def.1-3-4,I.1.3.4,def,7,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b80d1fa00ffb5ffb25ee494c4cfbde2b225a56dd6becd86f01f872dca887c2fa,8,4,"139.791,489.484,182.803,498.729","(1.1.10, ii),",GoTo,ega1.c01.prop.1-1-10,I.1.1.10,prop,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.c5e17b78d2068df1818716bdee1481bd90ad6f47efb2730c8141076f62c36202,8,5,"150.433,398.767,184.466,408.012",(1.3.7.1),GoTo,ega1.c01.eq.1-3-7-1,I.1.3.7.1,eq,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.34fec456ccf27551172fb82a6a801c799f4639cc4efc8128e57530dcacb93fb9,8,6,"214.473,310.545,248.505,319.79","(1.3.7.2),",GoTo,ega1.c01.eq.1-3-7-2,I.1.3.7.2,eq,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2eb576e28ac1f748b8ca0cd35913451a96acc34f280edad789c40ad42e1a98cd,8,7,"429.457,214.163,456.017,223.408",(1.3.7).,GoTo,ega1.c01.thm.1-3-7,I.1.3.7,thm,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.3ce9986ca8f09c3a30c64c127122fc705403959dbeef3f159828956eb03b6b9e,9,0,"377.469,635.136,404.029,644.381",(1.3.5),GoTo,ega1.c01.prop.1-3-5,I.1.3.5,prop,7,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.94ed2d7a198493c6e225098de7c3411b714efdad0d953a3b12a02d482142c5ff,9,1,"324.977,578.715,351.537,587.961",(1.3.7).,GoTo,ega1.c01.thm.1-3-7,I.1.3.7,thm,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7ad018c0708cdbc7aa9a8644605f5d6bdb9c255173be612b176256c531bc38cf,9,2,"207.143,382.742,233.703,391.987",(1.3.8),GoTo,ega1.c01.cor.1-3-8,I.1.3.8,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.9c59b9e9616e63daf4ce4e401e15fd6263ac719b5f02e3d8c532fe7b44a5d87d,9,3,"226.371,357.636,252.931,366.881",(1.3.9),GoTo,ega1.c01.cor.1-3-9,I.1.3.9,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2dff2bceda443474c98ed01a7d4ea2792659693dd1c5a35c9133491aaba4ef6f,9,4,"90.0,286.913,116.56,296.158","(1.3.9), eA-submodule",GoTo,ega1.c01.cor.1-3-9,I.1.3.9,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.358e7d4f68d6a50efa25a3b27e8f38b163b0fdd1faa73579830e529332f36de9,9,5,"90.0,178.408,116.56,187.653",(1.3.9).,GoTo,ega1.c01.cor.1-3-9,I.1.3.9,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.9aa624a96a7906c70527e5e3513c8ce5f58f2f1c4e8f9136781606bdbde9e1b6,9,6,"184.405,165.855,223.419,175.1",(1.3.10.1),GoTo,ega1.c01.statement.1-3-10-1,I.1.3.10.1,statement,9,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.54ce1b5e7c4d2929c3d6b8d2d188511589f2e9628a9e673b54c6355a71ea2a5c,9,7,"245.267,165.855,284.281,175.1",(1.3.10.2),GoTo,ega1.c01.statement.1-3-10-2,I.1.3.10.2,statement,9,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.6ce41be80073a4cf735e4630d41071b9ac3f4a8a0c3d3e8d7e111299515d74f1,9,8,"137.432,86.295,163.992,95.541","(1.3.9)),",GoTo,ega1.c01.cor.1-3-9,I.1.3.9,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.24cd6263c32818a7e752a494c4d1f5790c1e93d113ce5d55808e47af4f128d76,10,0,"255.297,636.17,294.567,645.415","(1.1.10, i)",GoTo,ega1.c01.prop.1-1-10,I.1.1.10,prop,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.98076c37f747a4c36d956de4e29d1534d5ac5ed8cfa8f962bb8e76966a98ff3b,10,1,"393.452,623.617,420.012,632.862",(1.3.7),GoTo,ega1.c01.thm.1-3-7,I.1.3.7,thm,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.0964c0f585f8946f9e3f19743d030d9ccb7b8539f0d6c3733b1713de44ffe601,10,2,"443.59,623.617,470.15,632.862",(1.3.6).,GoTo,ega1.c01.prop.1-3-6,I.1.3.6,prop,7,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7c5c3d696ec2947f5671c536f85ffdae50e23964d0ebe304556dcb08c14c98b3,10,3,"444.71,595.429,471.27,604.674",(1.3.7),GoTo,ega1.c01.thm.1-3-7,I.1.3.7,thm,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7aeb08eb261b3bdeed5bd14314f80da7e86890acdb429b2d95d9b763df9cd15a,10,4,"150.533,582.876,177.093,592.121",(1.3.6)).,GoTo,ega1.c01.prop.1-3-6,I.1.3.6,prop,7,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e92fb660d99739f2c931132431dde88ba32426bdda8d6f5bc9fa21c117d2e067,10,5,"350.476,448.846,377.036,458.091",(1.3.6),GoTo,ega1.c01.prop.1-3-6,I.1.3.6,prop,7,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.1e4f1bf82567c43e517005149c8370ae0f8443c4bffa9ebbc1310cd95fdc87b7,10,6,"443.62,448.846,470.18,458.091","(1.3.8)),",GoTo,ega1.c01.cor.1-3-8,I.1.3.8,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2c15bc2724aa96a1d15ae8f8b3533bfea5a0532c784dcd893e7677e5257d5b4a,10,7,"142.812,408.821,169.372,418.066",(1.3.6),GoTo,ega1.c01.prop.1-3-6,I.1.3.6,prop,7,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8e42ffde85e2d3802fa79fdb52fc3347660bd9302cc23fbdc622432917275390,10,8,"231.359,408.821,257.919,418.066","(1.3.7)),",GoTo,ega1.c01.thm.1-3-7,I.1.3.7,thm,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.915316eeff515a69b0c76a9028a8347ad3b1ea6ef330b8987f5a1bbf6e087724,10,9,"109.964,229.052,141.505,238.297","(1.3.12),",GoTo,ega1.c01.cor.1-3-12,I.1.3.12,cor,9,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.0ea7821bf500d0f401013afa8a49f85021945b958ce5b86641baa4abfae752a3,11,0,"342.471,699.203,374.012,708.448",(1.3.12).,GoTo,ega1.c01.cor.1-3-12,I.1.3.12,cor,9,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.60ef577d9576627f5a99371bb48064815a6e0954d556839830a77d60678ccadf,11,1,"234.132,659.358,260.692,668.603","(1.3.9),",GoTo,ega1.c01.cor.1-3-9,I.1.3.9,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.40817bf10d6077fd6677ba24dbbabc27e08089ccaec00a438c21affb7d047766,11,2,"220.828,577.008,247.389,586.253",(1.3.9),GoTo,ega1.c01.cor.1-3-9,I.1.3.9,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.295221d03d85ceb963f755f87728e0de698f3f56902e2f36ca6fca3ffc1f8ed3,11,3,"269.237,577.008,300.778,586.253",(1.3.12).,GoTo,ega1.c01.cor.1-3-12,I.1.3.12,cor,9,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f8b1a9c3e2662091eb0492b0a6cd58363609e32217443faf79201dd4f1003312,11,4,"131.624,383.388,158.184,392.633",(1.3.7)).,GoTo,ega1.c01.thm.1-3-7,I.1.3.7,thm,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.843ac3378f696e7ccc4cffa9d272bccaf083a3a2c04cccef37c50c7d063ffc66,11,5,"440.187,364.858,466.747,374.103",(1.3.6),GoTo,ega1.c01.prop.1-3-6,I.1.3.6,prop,7,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e274ff55a85ed0313c1440210c93410ee94e6be2d4ad664da6709fd134bd2f1a,11,6,"308.915,352.305,340.456,361.55",(1.1.10).,GoTo,ega1.c01.prop.1-1-10,I.1.1.10,prop,4,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.83059f4f6aa64543b1f86a655a59c8e35bebe0f46c095925adace6bf03f7639e,11,7,"333.142,338.962,359.702,348.207",(1.3.9),GoTo,ega1.c01.cor.1-3-9,I.1.3.9,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b5561c6631e5512c6c184143e8d2a0b2eb65d116b53e058a4c88eca0d7a17a96,11,8,"368.326,280.734,394.886,289.98",(1.3.8),GoTo,ega1.c01.cor.1-3-8,I.1.3.8,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b50548ae4e8ab7d9b9ace67dc94318bbdc214998a077d0462680729e1a29f40f,11,9,"416.912,280.734,443.473,289.98",(1.3.9));,GoTo,ega1.c01.cor.1-3-9,I.1.3.9,cor,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.5ff79e5c8aeb4fa3b25a9e7a28f7a8f27bbcadb1aa04cb8141306a1925e408dd,11,10,"128.495,226.956,155.055,236.201","(1.3.6),",GoTo,ega1.c01.prop.1-3-6,I.1.3.6,prop,7,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.215dff4d11cb6d0640f769854e5f6fb86b4993372abe695f401639c77fb0da11,11,11,"272.414,212.371,298.974,221.616",(1.3.6),GoTo,ega1.c01.prop.1-3-6,I.1.3.6,prop,7,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.37e2e8da786ed05007d84e8a7706b39e2c3725f1c2094c9be6454269d1ac0c5d,11,12,"364.357,212.371,390.917,221.616","(1.3.7)),",GoTo,ega1.c01.thm.1-3-7,I.1.3.7,thm,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
