decision_id,record_revision,supersedes,component_id,source_unit_record_id,evidence_class,authority_role,source_tex_lines,printed_volume_pages,physical_source_pdf_pages,recomposed_running_pages,source_locator,target_locator,source_term_or_delta,chosen_english_or_action,normalization_class,beneficial_convention,adverse_delta,rejected_alternative,rationale,decision,status,confidence,cross_references,continuation_cursor,review_state,closure_id
SGA2-V-CUM-TERM-0160,1,,SGA2-V-C13,SGA2-V35-TERM-009,editorial_branch,corrected_french_tex,2076-2125,71,62,54,French line2111,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: equation24,Ext exponent n-minus-i versus r-minus-i,select r-minus-i,corrected_rescribe_branch,,rejected n-minus-i,retain n-minus-i,r is defined as dimA and current corrected branch controls,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0161,1,,SGA2-V-C13,SGA2-V35-TERM-010,notation,corrected_french_tex_plus_direct_compiled_pdf,2076-2125,71,62,54,French lines2084 and2116-2118,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: condition b and equation26,dim closure singleton x,retain overline of singleton x in every dimension exponent,source_notation_preservation,,candidate loses or misplaces closure,bare singleton dimension,the closure is visibly and mathematically present in both French controls,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0162,1,,SGA2-V-C13,SGA2-V35-TERM-011,boundary_choice,corrected_french_tex_plus_direct_compiled_pdf,2076-2125,71,62,54,French lines2123-2125,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: proof ending,skipqed after proposition proof,suppress visible Q.E.D.,bounded_structure_control,,absence is source-directed,print Q.E.D.,preserves explicit skipqed structure rather than normalizing it away,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0163,1,,SGA2-V-C13,SGA2-V35-TERM-012,comparison_rejection,comparison_only_not_authority,2076-2125,71,62,54,jcreinhold lines523-559,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: comparison controls,missing note and flattened formulas,reject candidate omissions and formula structure,comparison_adverse_delta,,condition b and equation26 are malformed plus note absent,copy candidate body,current source derivation must retain complete note and exact closures,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0164,1,,SGA2-V-C13,SGA2-V35-TERM-013,comparison_classification_correction,comparison_only_not_authority,2076-2125,71,62,54,jcreinhold lines625-634,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: comparison controls,candidate note is present as terminal Markdown footnote,correct the prior TERM006 and TERM012 absence claims while retaining formula rejections,comparison_adverse_delta_correction,,condition b and equation26 remain malformed but the editorial note is preserved,continue claiming the note is absent,direct inspection of the exact hashed candidate controls its classification,retain independently reviewed bounded choice,independent_correction_supersedes_SGA2-V35-TERM-006_TERM-012,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0165,1,,SGA2-V-C13,SGA2-V35-TERM-014,notation_precision,corrected_french_tex_plus_direct_compiled_pdf,2076-2125,71,62,54,French lines2097-2101,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: target footnote lines56-60,composition of D-epsilon and gamma,D(epsilon) circle gamma equals identity on D(E),source_map_order_preservation,,former prose left the composition order implicit,composition of D-epsilon with gamma without an explicit formula,the domains and codomains fix the order and the target now states it unambiguously,retain independently reviewed bounded choice,applied_independent_review_correction,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0166,1,,SGA2-V-C13,SGA2-V35-TERM-015,status_scope,corrected_french_tex_plus_fresh_direct_compiled_pdf,2076-2125,71,62,54,French lines2076-2125,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: target authority banner and unit status,bounded independently reviewed seal,independently reviewed bounded internal unit only,publication_scope_control,,cumulative integration and publication remain open,full-volume complete certified or publication-ready,honest status must distinguish a sealed unit from the unfinished volume,retain independently reviewed bounded choice,applied_independent_review,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0167,1,,SGA2-V-C14,SGA2-V36-TERM-001,terminology,corrected_french_tex,2127-2136,71,63,55,French line2127,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: corollary statement,de longueur finie,have finite length,standard_module_theory,,none,be of finite length,consistent idiomatic lane register,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0168,1,,SGA2-V-C14,SGA2-V36-TERM-002,terminology,corrected_french_tex_plus_direct_compiled_pdf,2127-2136,71,63,55,French line2129,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: inequality display,prof,depth,standard_commutative_algebra,,none,retain prof,consistent with earlier source-aligned ExposeV use and English convention,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0169,1,,SGA2-V-C14,SGA2-V36-TERM-003,editorial_branch,corrected_french_tex,2127-2136,71,63,55,French line2129,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: inequality display,profp M-x versus prof-parentheses-M-x,select complete depth(M_x),corrected_rescribe_branch,,rejected malformed profp expression,retain rejected macro,current workpass selects complete function argument,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0170,1,,SGA2-V-C14,SGA2-V36-TERM-004,notation,corrected_french_tex_plus_direct_compiled_pdf,2127-2136,71,63,55,French line2129,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: inequality display,dim closure singleton x,retain overline of singleton x,source_notation_preservation,,candidate drops closure,bare singleton dimension,the closure is visibly present and mathematically material,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0171,1,,SGA2-V-C14,SGA2-V36-TERM-005,boundary_choice,corrected_french_tex_plus_direct_compiled_pdf,2127-2136,71,63,55,French lines2134-2136,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: proof ending,skipqed,suppress visible Q.E.D.,bounded_structure_control,,absence is source-directed,print Q.E.D.,preserves explicit proof structure,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0172,1,,SGA2-V-C14,SGA2-V36-TERM-006,locator_choice,corrected_french_tex_plus_direct_compiled_pdf,2127-2136,71,63,55,direct PDF physical63,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: authority and locator controls,physical page transition after Proposition3.5,record printed71 physical63 running55,source_locator_control,,naive reuse of physical62 would be wrong,record physical62,direct page content locates Corollary3.6 on the next imposed page,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0173,1,,SGA2-V-C14,SGA2-V36-TERM-007,comparison_rejection,comparison_only_not_authority,2127-2136,71,63,55,jcreinhold lines565-571,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: comparison controls,flattened depth dimension formula,reject candidate missing closure bar,comparison_adverse_delta,,formula is structurally incomplete,copy candidate formula,French authority controls exact formula,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
