comparison_id,record_revision,supersedes,component_id,source_unit_record_id,evidence_class,authority_role,object_type,source_tex_lines,printed_volume_pages,physical_source_pdf_pages,recomposed_running_pages,source_locator,target_locator,critical_controls,external_candidate_delta,decision,result,status,confidence,adverse_or_choice,rejected_alternative,continuation_cursor,review_state,closure_id
SGA2-V-CUM-CMP-0152,1,,SGA2-V-C10,SGA2-V3-IIIC-CMP-003,source_structure,corrected_french_tex_plus_direct_compiled_pdf,variance_exactness_category,2007,69,61,53,French line2007,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: opening sentence,functor in M-prime left exact on opposite category C-Y,none,preserve left exactness and circle superscript,pass,production_comparison_passed_independent_review_pending,high,none,omit opposite category marker,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0153,1,,SGA2-V-C10,SGA2-V3-IIIC-CMP-004,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,representing_module_display,2007-2010,69,61,53,French lines2007-2010,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: first display,exists A-module H natural isomorphism in M-prime and displayed Ext equals Hom,source convention writes equality for natural isomorphism,preserve prose isomorphism and source equality sign,pass,production_comparison_passed_independent_review_pending,high,source convention writes equality for natural isomorphism,replace with undocumented congruence,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0154,1,,SGA2-V-C10,SGA2-V3-IIIC-CMP-005,source_structure,corrected_french_tex_plus_direct_compiled_pdf,maximum_components,2012,69,61,53,French line2012,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: second paragraph,Yi i1-through-k irreducible components of Y of maximum dimension,none,preserve family indexing irreducibility and dimension qualifier,pass,production_comparison_passed_independent_review_pending,high,none,translate as maximal components without dimension,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0155,1,,SGA2-V-C10,SGA2-V3-IIIC-CMP-006,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,nonvanishing_containment_equivalence,2012,69,61,53,French line2012,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: equivalence sentence,Ext nonzero iff exists i with SuppM-prime contains Yi,none,preserve quantifier containment direction Ext degree and nonzero,pass,production_comparison_passed_independent_review_pending,high,none,reverse containment direction,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0156,1,,SGA2-V-C10,SGA2-V3-IIIC-CMP-007,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,forward_implication,2012,69,61,53,French line2012,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: forward implication,containment implies corrected dim M-prime equals n then Ext nonzero,corrected dim-parentheses branch selected,preserve both steps,pass,production_comparison_passed_independent_review_pending,high,corrected dim-parentheses branch selected,use rejected dimpt branch,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0157,1,,SGA2-V-C10,SGA2-V3-IIIC-CMP-008,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,converse_dimension,2014,69,61,53,French line2014,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: converse sentence,for all i noncontainment and dim M-prime strictly below n,none,preserve universal quantifier containment negation and strict inequality,pass,production_comparison_passed_independent_review_pending,high,none,change below to at most n,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0158,1,,SGA2-V-C10,SGA2-V3-IIIC-CMP-009,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,vanishing_display,2015-2016,69,61,53,French lines2015-2016,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: second display,D Hn M-prime equals Ext degree r-n equals zero,none,preserve nesting equality chain degree and zero,pass,production_comparison_passed_independent_review_pending,high,none,remove the dualizing-functor term,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0159,1,,SGA2-V-C10,SGA2-V3-IIIC-CMP-010,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,associated_prime_identity,2018,69,61,53,French line2018,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: closing sentence,Ass of Ext degree r-n M A equals SuppM intersection AssH,corrected Ass(H) branch selected,preserve all functor arguments degree sets intersection and corrected parentheses,pass,production_comparison_passed_independent_review_pending,high,corrected Ass(H) branch selected,retain malformed Ass.H branch,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0160,1,,SGA2-V-C10,SGA2-V3-IIIC-CMP-011,source_boundary_structure,corrected_french_tex_plus_direct_compiled_pdf,item_and_lemma_boundary,2018-2021,69,61,53,French lines2018-2021,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: closing sentence and document end,item last assertion depends on following lemma source list closes line2019 blank2020 lemma starts2021,item iii prose is complete but theorem proof is not,stop before lemma with no theorem-proof QED,pass,production_boundary_review_pending,high,item iii prose is complete but theorem proof is not,call full theorem proof complete,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0161,1,,SGA2-V-C10,SGA2-V3-IIIC-CMP-012,comparison_witness_delta,comparison_only_not_authority,candidate_rendering,2007-2018,69,61,53,jcreinhold lines436-451 versus French lines2007-2018,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: comparison ledger and target body,candidate ordinary phrasing plus inline backticks and plain-text formulas,one nonindependent LLM lineage,accept ordinary phrasing only and reject Markdown notation as substrate,pass,comparison_delta_recorded_independent_review_pending,high,one nonindependent LLM lineage,treat candidate agreement as source corroboration,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0162,1,,SGA2-V-C10,SGA2-V3-IIIC-CMP-013,independent_source_formula_symbol_note_structure,corrected_french_tex_plus_fresh_direct_compiled_pdf,complete_independent_review,2007-2019,69,61,53,French lines2007-2019; printed69; fresh direct physical61 at300dpi,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: complete target body plus fresh one-page target render,Y=Supp(M); left exact functor on opposite category; Ext-Hom representation; maximum-dimensional components; exact existential and universal quantifiers; both support-containment directions; dimension equalities and inequality; vanishing chain; associated-prime identity; no premature QED; exact cursor,no English mathematical-body correction; stale review disclosure updated,preserve the complete source structure without candidate regression or scope overstatement,pass,independently_source_reviewed_sealed_bounded_unit,high,no English mathematical-body correction; stale review disclosure updated,reverse containment; drop quantifiers; adopt Markdown formula rendering; include Lemma3.3; call cumulative or public,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0163,1,,SGA2-V-C11,SGA2-V33-CMP-001,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,space_and_category_setup,2021,69,61,53,French line2021,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: lemma opening,X SpecA Y closed subset T from opposite C-Y to Ab left exact,French agreement typo is nonmathematical,preserve every object arrow variance and exactness,pass,production_comparison_passed_independent_review_pending,high,French agreement typo is nonmathematical,translate Y as a closed subset,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0164,1,,SGA2-V-C11,SGA2-V33-CMP-002,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,component_family,2021,69,61,53,French line2021,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: lemma opening,Yi i1-through-k family of irreducible components of Y,none,preserve family indexing and irreducibility,pass,production_comparison_passed_independent_review_pending,high,none,change family to all components,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0165,1,,SGA2-V-C11,SGA2-V33-CMP-003,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,vanishing_support_equivalence,2021,69,61,53,French line2021,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: lemma hypothesis,T(M)=0 iff for every i SuppM not-superset Yi,none,preserve universal quantifier zero equivalence and direction,pass,production_comparison_passed_independent_review_pending,high,none,replace universal with existential,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0166,1,,SGA2-V-C11,SGA2-V33-CMP-004,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,representability_associated_primes,2021,69,61,53,French line2021,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: lemma conclusion and display,T represented by H and AssH union i1-to-k singleton yi generic points,rejected Ass.H branch,preserve representability union limits singletons generic-point relation and corrected parentheses,pass,production_comparison_passed_independent_review_pending,high,rejected Ass.H branch,retain malformed dot form,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0167,1,,SGA2-V-C11,SGA2-V33-CMP-005,source_note_structure,corrected_french_tex_plus_direct_compiled_pdf,printed_page_transition,2025,70,61,53,French line2025,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: proof opening margin marker,printed page changes to70 inside proof opening on physical61,none,place marker without changing physical or running locator,pass,production_locator_review_pending,high,none,label physical61 as printed70,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0168,1,,SGA2-V-C11,SGA2-V33-CMP-006,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,support_of_constructed_module,2025,70,61,53,French line2025,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: first proof display,Supp M(y) equals closure of singleton y,candidate drops overline,preserve M parentheses singleton braces and overline,pass,production_comparison_passed_independent_review_pending,high,candidate drops overline,adopt candidate bare singleton,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0169,1,,SGA2-V-C11,SGA2-V33-CMP-007,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,first_case_hypotheses,2025,70,61,53,French line2025,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: first proof case,y unequal every yi implies every Yi not-subset SuppM(y) and T(M(y)) zero,rejected T(M)(y) branch,preserve both universal quantifiers containment direction and corrected function parentheses,pass,production_comparison_passed_independent_review_pending,high,rejected T(M)(y) branch,retain malformed source branch,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0170,1,,SGA2-V-C11,SGA2-V33-CMP-008,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,empty_associated_intersection,2026-2029,70,61,53,French lines2026-2029,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: second proof display and inference,Ass T(M(y)) equals Supp M(y) intersection AssH empty then y notin AssH,corrected Ass(H) branch,preserve every nesting equality intersection empty and membership negation,pass,production_comparison_passed_independent_review_pending,high,corrected Ass(H) branch,drop outer Ass or intersection,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0171,1,,SGA2-V-C11,SGA2-V33-CMP-009,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,second_case_hypotheses,2029,70,61,53,French line2029,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: second proof case,y equals yi gives Yi subset SuppM(y) and T(M(y)) nonzero,none,preserve equality containment and nonzero,pass,production_comparison_passed_independent_review_pending,high,none,reverse containment,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0172,1,,SGA2-V-C11,SGA2-V33-CMP-010,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,nonempty_associated_intersection,2030-2032,70,61,53,French lines2030-2032,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: third proof display,Ass T(M(y)) equals SuppM(y) intersection AssH nonempty,rejected missing-parenthesis branches,preserve corrected M(y) and Ass(H) branches equality intersection and nonempty,pass,production_comparison_passed_independent_review_pending,high,rejected missing-parenthesis branches,retain malformed branches,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0173,1,,SGA2-V-C11,SGA2-V33-CMP-011,source_structure,corrected_french_tex_plus_direct_compiled_pdf,lemma_and_theorem_closure,2034-2038,70,61,53,French lines2034-2038,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: closing sentence single QED and document end,first-case inference y in AssH proves lemma; one printed QED; skipqed then closes theorem proof,none,preserve exactly one visible QED and record outer closure structurally,pass,production_boundary_review_pending,high,none,print two QED marks or omit all closure,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0174,1,,SGA2-V-C11,SGA2-V33-CMP-012,comparison_witness_delta,comparison_only_not_authority,candidate_support_regression,2021-2038,69-70,61,53,jcreinhold lemma3.3 versus French lines2021-2038,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: comparison ledger and target body,candidate omits closure over singleton and flattens formulas to text blocks,one nonindependent LLM lineage,reject support regression and Markdown rendering while accepting ordinary English conventions,pass,comparison_delta_recorded_independent_review_pending,high,one nonindependent LLM lineage,treat candidate agreement as source corroboration,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0175,1,,SGA2-V-C11,SGA2-V33-CMP-013,independent_review_closure,corrected_french_tex_plus_fresh_direct_compiled_pdf,complete_formula_symbol_note_structure_gate,2021-2038,69-70,61,53,French lines2021-2038 plus fresh direct PDF physical61,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: complete bounded English TeX and one-page PDF,opposite category left exactness universal support noncontainment AssH generic-point union closure over singleton both proof branches single QED and silent outer close,plain-text extraction does not preserve every overline containment semantic; fresh 300dpi visual formula audit controls,independently confirm every mathematical and structural control with no English-body correction,pass,independent_source_formula_structure_review_passed,high,plain-text extraction does not preserve every overline containment semantic; fresh 300dpi visual formula audit controls,treat text extraction or jcreinhold Markdown as formula authority,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0176,1,,SGA2-V-C12,SGA2-V34-CMP-001,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,space_and_affine_complement,2040-2041,70,61-62,53-54,French lines2040-2041,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: example statement,A noetherian X SpecA Y closed and X-minus-Y affine,none,preserve every object and hypothesis,pass,production_comparison_passed_independent_review_pending,high,none,omit closedness or affineness,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0177,1,,SGA2-V-C12,SGA2-V34-CMP-002,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,codimension_bound,2041,70,61-62,53-54,French line2041,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: statement display,for every irreducible Y-alpha codim Y-alpha in X at most one,corrected macro drops stray dot,preserve universal scope component relation and inequality,pass,production_comparison_passed_independent_review_pending,high,corrected macro drops stray dot,retain punctuation-bearing rejected branch,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0178,1,,SGA2-V-C12,SGA2-V34-CMP-003,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,generic_point_morphism,2058,70,61-62,53-54,French corrected branch line2058,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: proof opening morphism display,y-alpha generic in Y-alpha and Spec O-X-y-alpha to X,rejected branch indexes O by Y-alpha,preserve point membership local-ring subscript and arrow,pass,production_comparison_passed_independent_review_pending,high,rejected branch indexes O by Y-alpha,retain component subscript,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0179,1,,SGA2-V-C12,SGA2-V34-CMP-004,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,base_change_isomorphism,2058,70,61-62,53-54,French corrected branch line2058,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: proof first paragraph,base-changing X to SpecO-X-y-alpha yields canonically isomorphic SpecO-X-y-alpha,English uses idiomatic base-changing,preserve both local-ring occurrences and canonical claim,pass,production_comparison_passed_independent_review_pending,high,English uses idiomatic base-changing,base extension without identifying base,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0180,1,,SGA2-V-C12,SGA2-V34-CMP-005,source_formula_note_structure,corrected_french_tex_plus_direct_compiled_pdf,punctured_affine_spectrum,2060,70,61-62,53-54,French line2060,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: second proof paragraph,EGAI3.2.7 y0 unique closed point Y0 SpecO and Y0-minus-y0 affine,literal point-removal notation retained,preserve point role definition reference and affineness,pass,production_comparison_passed_independent_review_pending,high,literal point-removal notation retained,replace with unrelated open subset,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0181,1,,SGA2-V-C12,SGA2-V34-CMP-006,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,ordinary_cohomology_vanishing,2060-2063,70,61-62,53-54,French lines2060-2063,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: first cohomology display,EGAIII1.3.1 H-i of Y0-minus-y0 O-Y0 equals zero if i greater than zero,none,preserve superscript space sheaf equality and strict range,pass,production_comparison_passed_independent_review_pending,high,none,change i-greater-zero to i-at-least-zero,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0182,1,,SGA2-V-C12,SGA2-V34-CMP-007,source_note_structure,corrected_french_tex_plus_direct_compiled_pdf,physical_page_transition,2064-2066,70,61-62,53-54,French lines2064-2066,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: margin marker before hence-by sentence,physical source changes61-to62 and running53-to54 while printed remains70,no printed-page change here,place combined physical-running marker without inventing printed transition,pass,production_locator_review_pending,high,no printed-page change here,label the transition printed71,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0183,1,,SGA2-V-C12,SGA2-V34-CMP-008,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,local_cohomology_equality,2064-2067,70,61-62,53-54,French lines2064-2067,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: Hence by I2.9 and display,H superscript i-minus-one of O equals H-supported-i on Y0O-Y0 equals zero if i-at-least-two,rejected branch has I2.11 and H superscript i,preserve corrected reference exponent support braces all equalities and range,pass,production_comparison_passed_independent_review_pending,high,rejected branch has I2.11 and H superscript i,retain obsolete branch,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0184,1,,SGA2-V-C12,SGA2-V34-CMP-009,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,dimension_inference,2069-2072,70,61-62,53-54,French lines2069-2072,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: dimension paragraph and display,reference3.1iii yields dim O-X-y-alpha at most one,rejected branch cites5.7,preserve theorem item local ring and inequality,pass,production_comparison_passed_independent_review_pending,high,rejected branch cites5.7,retain obsolete source reference,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0185,1,,SGA2-V-C12,SGA2-V34-CMP-010,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,codimension_infimum,2073,70,61-62,53-54,French line2073,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: final display,codim Y-alpha X equals inf over y-in-Y-alpha dim O-X-y at most one,corrected codim and dim branches,preserve equality infimum domain local ring and inequality,pass,production_comparison_passed_independent_review_pending,high,corrected codim and dim branches,replace infimum with minimum,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0186,1,,SGA2-V-C12,SGA2-V34-CMP-011,source_structure,corrected_french_tex_plus_direct_compiled_pdf,example_closure,2073-2075,70,61-62,53-54,French lines2073-2075,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: final display QED and document end,one printed QED closes Example3.4 then line2075 blank,none,preserve one QED and exact boundary,pass,production_boundary_review_pending,high,none,omit QED or include next setup,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0187,1,,SGA2-V-C12,SGA2-V34-CMP-012,comparison_witness_delta,comparison_only_not_authority,candidate_scope_and_locator,2040-2074,70,61-62,53-54,jcreinhold Example3.4 versus French lines2040-2074,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: comparison ledger and target body,candidate prose broadly tracks active branch but labels original page55 and flattens final codim formula,one nonindependent LLM lineage,reject stale locator and Markdown flattening while accepting ordinary English phrasing,pass,comparison_delta_recorded_independent_review_pending,high,one nonindependent LLM lineage,treat candidate page55 or prose as authority,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0188,1,,SGA2-V-C12,SGA2-V34-CMP-013,independent_review_closure,corrected_french_tex_plus_fresh_direct_compiled_pdf,complete_formula_symbol_reference_note_structure_gate,2040-2074,70,61-62,53-54,French lines2040-2074 plus fresh direct PDF physical61-62,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: complete bounded English TeX and one-page PDF,noetherian affine-complement setup generic-point local spectrum all corrected local-ring branches both EGA references I2.9 exponent i-minus-one support braces ranges reference3.1iii dimension bound codimension infimum page transition and one QED,plain-text extraction is supplementary; fresh 300dpi visual formula audit controls,independently confirm every mathematical reference and structural control with no English-body correction,pass,independent_source_formula_reference_structure_review_passed,high,plain-text extraction is supplementary; fresh 300dpi visual formula audit controls,treat text extraction or jcreinhold Markdown as formula authority,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
