token,count,classification,covered,files,top_files,stage
jest,3421,exact_known,True,208,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
slučaju,192,exact_known,True,78,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper41/source_fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,covered_existing
dělitelj,191,exact_known,True,53,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section04_Interslavic_v001.tex; translations/paper30/section04/interslavic/v001/Noether_Paper30_Section04_Interslavic_v001.tex,covered_existing
ktora,190,stem_known,True,85,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,covered_existing
odnosno,183,exact_known,True,52,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex,covered_existing
by,178,exact_known,True,71,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex,covered_existing
osoblivo,177,proof_or_general_register_candidate,False,78,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,inserted_v1
dalje,174,exact_known,True,85,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper34/section14/interslavic/v001/Noether_Paper34_Section14_Interslavic_v001.tex,covered_existing
vseh,174,exact_known,True,50,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex,covered_existing
čisel,173,exact_known,True,53,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Introduction_Interslavic_v001.tex; translations/paper10/interslavic/v001/Noether_Paper10_Section02_Interslavic_v001.tex,covered_existing
poněže,172,proof_grammar_insert_candidate,False,56,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex; translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,inserted_v1
poneže,171,proof_or_general_register_candidate,False,56,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section06_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section09_Interslavic_v001.tex,inserted_v1
teoremu,171,stem_known,True,63,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,covered_existing
stavaje,170,exact_known,True,49,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
kolca,169,exact_known,True,64,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,covered_existing
znovu,169,proof_or_general_register_candidate,False,68,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex,inserted_v1
predstavjenj,164,exact_known,True,45,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper34/introduction/interslavic/v001/Noether_Paper34_Introduction_Interslavic_v001.tex,covered_existing
daje,163,exact_known,True,64,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex,covered_existing
pod,162,exact_known,True,70,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,covered_existing
bazy,162,exact_known,True,51,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section04_Interslavic_v001.tex,covered_existing
bazu,161,exact_known,True,63,translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex; translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,covered_existing
teper,161,proof_or_general_register_candidate,False,61,translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section03_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex,inserted_v1
gdě,160,short_function_or_artifact,False,42,translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex,inserted_v2_delta
baza,157,exact_known,True,49,translations/paper05/interslavic/v001/Noether_Paper05_Interslavic_v001.tex; translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section10_Interslavic_v001.tex,covered_existing
zaradi,154,exact_known,True,61,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section06_Interslavic_v001.tex,covered_existing
te,153,exact_known,True,67,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper41/source_fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex,covered_existing
teorija,151,exact_known,True,53,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/endmatter/postbibliography/source_fidelity/interslavic/v001/Noether_PostBibliography_SourceFidelity_Interslavic_v001.tex,covered_existing
obče,151,exact_known,True,58,translations/paper17/interslavic/v001/Noether_Paper17_Section10_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section02_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section12_Interslavic_v001.tex,covered_existing
grupa,148,exact_known,True,38,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex,covered_existing
prostyh,147,exact_known,True,52,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section10_Interslavic_v001.tex,covered_existing
koeficientami,147,exact_known,True,47,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper20/interslavic/v001/Noether_Paper20_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,covered_existing
jego,145,proof_or_general_register_candidate,False,68,translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex; translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,inserted_v1
imajut,145,exact_known,True,77,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex,covered_existing
pokazuje,144,proof_or_general_register_candidate,False,64,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex,inserted_v1
sistemy,144,exact_known,True,48,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex,covered_existing
teoremy,144,exact_known,True,58,translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper03/interslavic/v001/Noether_Paper03_Interslavic_v001.tex,covered_existing
vsaka,143,stem_known,True,68,translations/paper09/interslavic/v001/Noether_Paper09_Section08_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section06_Interslavic_v001.tex,covered_existing
bez,142,exact_known,True,70,translations/paper34/source_fidelity_section21/interslavic/v001/Noether_Paper34_Section21_SourceFidelity_Interslavic_v001.tex; translations/paper37/source_fidelity/interslavic/v001/Noether_Paper37_SourceFidelity_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex,covered_existing
ima,138,short_function_or_artifact,False,38,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,inserted_v2_delta
polinomy,138,exact_known,True,40,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section09_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section08_Interslavic_v001.tex,covered_existing
polinom,138,exact_known,True,32,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section12_Interslavic_v001.tex; translations/paper20/interslavic/v001/Noether_Paper20_Interslavic_v001.tex,covered_existing
polju,137,exact_known,True,52,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper20/interslavic/v001/Noether_Paper20_Interslavic_v001.tex,covered_existing
nyně,136,exact_known,True,46,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex,covered_existing
modula,135,exact_known,True,45,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,covered_existing
vsegda,133,exact_known,True,71,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex; translations/paper30/section05/interslavic/v001/Noether_Paper30_Section05_Interslavic_v001.tex,covered_existing
uslovje,130,exact_known,True,51,translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper30/section07/interslavic/v001/Noether_Paper30_Section07_Interslavic_v001.tex,covered_existing
stava,130,stem_known,True,37,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex; translations/paper30/section07/interslavic/v001/Noether_Paper30_Section07_Interslavic_v001.tex,covered_existing
razloženje,129,exact_known,True,44,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section07_Interslavic_v001.tex,covered_existing
klasy,128,exact_known,True,42,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section10_Interslavic_v001.tex,covered_existing
tyh,128,exact_known,True,62,translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper11/interslavic/v001/Noether_Paper11_Interslavic_v001.tex; translations/paper20/interslavic/v001/Noether_Paper20_Interslavic_v001.tex,covered_existing
relativno,128,exact_known,True,27,translations/paper19/interslavic/v001/Noether_Paper19_Section06_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section09_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section10_Interslavic_v001.tex,covered_existing
