layer	inherited_path	inherited_tex_line	inherited_unit	printed_pages	line	disposition	evidence
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	23	par.001	65	\unitid{dirichlet.v1.p04a.en.par.001}In the literary announcements of Göttingen (11 April 1825) one finds the extract of a memoir of indeterminate analysis which Mr. \textsc{Gauss} presented to the Royal Society of Sciences of that city, but which has not yet been printed. This memoir is the first of a series of memoirs which the illustrious author of the \emph{Disquisitiones arithmeticae} proposes to give on the theory of biquadratic residues, and its object is to determine the distinctive characters of the prime divisors of the formula $x^4-2$. The author establishes in it two extremely elegant theorems which can serve to decide whether a prime number, divisor of $x^2-2$, divides or does not divide the preceding formula. Having learned, in the course of the year just ended, of the cited extract, which contains only the statements of the two theorems just mentioned and of some auxiliary propositions, I wished to demonstrate on my side the beautiful theorems discovered by Mr. \textsc{Gauss}. The researches which I made with this aim led me to find a proof founded on extremely simple considerations and probably entirely different from that of Mr. \textsc{Gauss}, which appears to require very delicate and rather extensive preliminary researches. I then applied analogous considerations to other questions and particularly to the search for the properties which distinguish the prime divisors of the formula $\alpha x^4+\beta x^2+\gamma$; and I thus arrived at a large number of interesting theorems. The rapid exposition of part of the results to which these researches have led me is the object of the present memoir. I begin by setting down some definitions and by stating some theorems very easy to establish and on which we shall have to rely in what follows.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p065_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	24	par.001			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	25	par.001	65	\begin{center}1.\end{center}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p065_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	26	par.001			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	27	par.002	66	\unitid{dirichlet.v1.p04a.en.par.002}“If one can assign to the indeterminate $x$ a value such that $x^4-A$ becomes divisible by $B$, $A$ will be called a biquadratic residue with respect to $B$.”	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	28	par.002			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	29	par.003	66	\unitid{dirichlet.v1.p04a.en.par.003}It is easy to see that, if a number $A$ is a biquadratic residue with respect to a number $B$, or in other words, if $B$ is a divisor of $x^4-A$, each prime factor of $B$ will likewise be a divisor of $x^4-A$, and reciprocally, that if this condition holds with respect to every prime factor of the number $B$, $B$ will itself be a divisor of $x^4-A$. Thus, when it is a question of assigning all the numbers which divide the formula $x^4-A$, one can confine oneself to considering prime numbers.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	30	par.003			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	31	par.004	66	\unitid{dirichlet.v1.p04a.en.par.004}It is no less evident that, for a number to divide the formula $x^4-A$, it is necessary that this number be a divisor of $x^2-A$. There are therefore only the prime divisors of this latter formula to examine, that is to say, the prime numbers with respect to which $A$ is a quadratic residue. One may add that, relative to those among these latter which are of the form $4n+3$, the question presents no difficulty; for one verifies by a very simple reasoning that every prime number $4n+3$, divisor of $x^2-A$, also divides the formula $x^4-A$.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	32	par.004			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	33	par.005	66	\unitid{dirichlet.v1.p04a.en.par.005}Let $p$ be a prime number $4n+1$, divisor of $x^2-A$, $A$ designating a positive or negative number not divisible by $p$; one has, as is known,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	34	par.005	66	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	35	par.005	66	 A^{\frac{p-1}{2}}\equiv 1 \pmod p.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	36	par.005	66	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	37	par.005	66	From this one concludes	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	38	par.005	66	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	39	par.005	66	 A^{\frac{p-1}{4}}\equiv \pm 1 \pmod p,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	40	par.005	66	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	41	par.005	66	and one proves easily that the upper or lower sign will hold according as $p$ divides or does not divide the formula $x^4-A$. Thus one may state this theorem:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	42	par.005			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	43	thm.001	66	\unitid{dirichlet.v1.p04a.en.thm.001}“$A$ designating a number which is a quadratic residue with respect to the prime number $p=4n+1$, one will have	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	44	thm.001	66	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	45	thm.001	66	 A^{\frac{p-1}{4}}\equiv 1\quad\text{or}\quad A^{\frac{p-1}{4}}\equiv -1 \pmod p.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	46	thm.001	66	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	47	thm.001	66	In the first case, $A$ will be a biquadratic residue with respect to $p$; in the second, $A$ will be a biquadratic non-residue with respect to $p$.”	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	48	thm.001			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	49	par.006	66	\unitid{dirichlet.v1.p04a.en.par.006}If this theorem is applied to the case where $A=-1$, one will find that $-1$ is a biquadratic residue with respect to the prime numbers $8n+1$, and on the contrary a non-residue relative to those of the form $8n+5$. From the preceding theorem one easily deduces the following other theorem, in whose statement one supposes, as in all that follows, that $p$ is a prime number $4n+1$, and that $A$ and $A'$ designate numbers not divisible by $p$ and which are both quadratic residues with respect to $p$.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p066_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	50	par.006			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	51	thm.002	67	\unitid{dirichlet.v1.p04a.en.thm.002}“If the numbers $A$ and $A'$ are both biquadratic residues or both biquadratic non-residues with respect to $p$, the product $AA'$ will be a biquadratic residue with respect to $p$; if, on the contrary, one of the numbers $A$ and $A'$ is a residue and the other a biquadratic non-residue relative to $p$, $AA'$ will be a biquadratic non-residue with respect to $p$.”	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	52	thm.002			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	53	par.007	67	\unitid{dirichlet.v1.p04a.en.par.007}Taking $A'=-1$, and having regard to what precedes, one will see that, if $p$ is of the form $8n+1$, $A$ will at the same time as $-A$ be a biquadratic residue or non-residue, and that, on the contrary, if $p$ is of the form $8n+5$, one of the numbers $A$ and $-A$ will be a residue and the other a biquadratic non-residue with respect to $p$.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	54	par.007			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	55	par.007	67	\begin{center}2.\end{center}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	56	par.007			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	57	par.008	67;68	\unitid{dirichlet.v1.p04a.en.par.008}After establishing these preliminaries, we shall deal with the search for the characters which distinguish the prime divisors of the formula $x^4-2$. It is known that the prime divisors of $x^2-2$ are of one of these two forms: $8n+1$, $8n+7$, and that reciprocally every prime number of one of these forms divides the formula $x^2-2$. According to what we said in the preceding paragraph, we need not take account of the latter of these two forms, and it will suffice to consider the prime numbers $8n+1$. Let $p$ be a prime number of this kind, and put, as one is permitted to do,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	58	par.008	67;68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	59	par.008	67;68	 p=t^2+2u^2,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	60	par.008	67;68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	61	par.008	67;68	where $u$ will be even and $t$ odd. Let $u=2^\nu kk'k''\cdots$, $2^\nu$ being the highest power of 2 which divides $u$, and $k,k',k'',\ldots$ designating odd prime numbers, several of which may be equal to one another. The equation $t^2+2u^2=p$ immediately gives $t^2\equiv p\pmod k$. The number $p$ is therefore a quadratic residue with respect to $k$, which we shall write thus:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	62	par.008	67;68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	63	par.008	67;68	 \leg{p}{k}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	64	par.008	67;68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	65	par.008	67;68	adopting the notation used by Mr. \textsc{Legendre}. Recall that, if $c$ designates a prime number and $M$ any number not divisible by $c$, this illustrious geometer uses the sign $\leg{M}{c}$ to designate the remainder which one obtains by dividing by $c$ the power $M^{\frac{c-1}{2}}$, a remainder which is known to be equal to $1$ or $-1$, according as $M$ is or is not a quadratic residue with respect to $c$. Applying to the relation $\leg{p}{k}=1$ the theorem known under the name law of reciprocity (the \emph{theorema fundamentale} of Mr. \textsc{Gauss}), one will have, $p$ being of the form $4n+1$,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	66	par.008	67;68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	67	par.008	67;68	 \leg{k}{p}=1.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	68	par.008	67;68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	69	par.008	67;68	One finds in the same way:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	70	par.008	67;68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	71	par.008	67;68	 \leg{k'}{p}=1,\qquad \leg{k''}{p}=1,\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	72	par.008	67;68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	73	par.008	67;68	On the other hand, since $p$ is of the form $8n+1$, one also has $\leg{2}{p}=1$, and consequently $\leg{2^\nu}{p}=1$. Multiplying this last relation by all the preceding ones, one obtains:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	74	par.008	67;68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	75	par.008	67;68	 \leg{2^\nu kk'k''\cdots}{p}=\leg{u}{p}=1.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	76	par.008	67;68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p067_authority.png;qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	77	par.008			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	78	par.009	68	\unitid{dirichlet.v1.p04a.en.par.009}Now consider the simple factors of the odd number $t$, which we shall divide into two classes. The first class will comprise the prime divisors of one of these two forms, $8n+1$, $8n+7$, and the numbers belonging to it will be designated by $g,g',g'',\ldots$; the second class will be composed of numbers $h,h',h'',\ldots$ contained in these two forms, $8n+3$, $8n+5$. One first has:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	79	par.009	68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	80	par.009	68	 t=gg'g''\cdots\times hh'h''\cdots,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	81	par.009	68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	82	par.009	68	and one will then conclude from the equation $p=t^2+2u^2$:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	83	par.009	68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	84	par.009	68	\leg{2p}{g}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	85	par.009	68	\qquad \leg{2p}{g'}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	86	par.009	68	\qquad \leg{2p}{g''}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	87	par.009	68	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	88	par.009	68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	89	par.009	68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	90	par.009	68	\leg{2p}{h}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	91	par.009	68	\qquad \leg{2p}{h'}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	92	par.009	68	\qquad \leg{2p}{h''}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	93	par.009	68	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	94	par.009	68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	95	par.009	68	On the other hand, by known theorems one has:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	96	par.009	68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	97	par.009	68	\leg{2}{g}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	98	par.009	68	\qquad \leg{2}{g'}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	99	par.009	68	\qquad \leg{2}{g''}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	100	par.009	68	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	101	par.009	68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	102	par.009	68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	103	par.009	68	\leg{2}{h}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	104	par.009	68	\qquad \leg{2}{h'}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	105	par.009	68	\qquad \leg{2}{h''}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	106	par.009	68	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	107	par.009	68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	108	par.009	68	Comparing these relations with the preceding ones, one finds:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	109	par.009	68	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	110	par.009	68	\leg{p}{g}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	111	par.009	68	\qquad \leg{p}{g'}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	112	par.009	68	\qquad \leg{p}{g''}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	113	par.009	68	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	114	par.009	68	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p068_authority.png
