"target_rendering","branch_floor","support_id","hard_boundary","language_gate","concept","source_evidence_id","row_origin","reviewer_question","term_alternatives_or_register_notes","source_file","formula_neighboring_usage_note","source_context_locator","route_to_lane","status_label","target_rendering_status"
"ویژہ قدر","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-UR-ویژہ_قدر-1","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","ur_Arab","Urdu Wikibooks linear algebra overview","UR-WB-LA-000-E017","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","line 14; 1 exact-context matches","Urdu source-acquisition/support lane only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-context term support; generated-draft/non-canonical if consumed"
"ویژہ سمتیہ","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-UR-ویژہ_سمتیہ-1","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","ur_Arab","Urdu Wikibooks linear algebra overview","UR-WB-LA-000-E018","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","line 14; 1 exact-context matches","Urdu source-acquisition/support lane only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-context term support; generated-draft/non-canonical if consumed"
"مصفوفہ","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-UR-مصفوفہ-115","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","ur_Arab","linear algebra foundations","UR-WB-LA-001-E006;UR-WB-LA-001-E007;UR-WB-LA-001-E008;UR-WB-LA-001-E009;UR-WB-LA-001-E010","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","source-bodies\ur_Arab\UR-WB-LA-001_bab1_ur_wikibooks_linear_algebra_raw.wikitext","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","line 3; 115 exact-context matches","Urdu source-acquisition/support lane only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-context term support; generated-draft/non-canonical if consumed"
"لکیری الجبرا","8f7d1cb30ca4347812d05bfbe110b134bb758870","UR-C4-SCAF-001","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","ur_Arab","linear algebra","UR-WB-LA-000-E001","cycle4_urdu_scaffold","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","lakiri aljabra","source-bodies/ur_Arab/UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","technical-prose/context-title","UR-WB-LA-000-E001","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft/non-canonical source-gated scaffold"
"متواقت لکیری مساوات کا نظام","8f7d1cb30ca4347812d05bfbe110b134bb758870","UR-C4-SCAF-002","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","ur_Arab","simultaneous linear equations system","UR-WB-LA-000-E002","cycle4_urdu_scaffold","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","mutawaqat lakiri musawat ka nizam","source-bodies/ur_Arab/UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","chapter-index formula/definition neighboring candidate","UR-WB-LA-000-E002","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft/non-canonical source-gated scaffold"
"سمتیہ فضاء","8f7d1cb30ca4347812d05bfbe110b134bb758870","UR-C4-SCAF-003","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","ur_Arab","vector space","UR-WB-LA-003-E003","cycle4_urdu_scaffold","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","samtia faza","source-bodies/ur_Arab/UR-WB-LA-003_bab3_ur_wikibooks_linear_algebra_raw.wikitext","formula/definition neighboring candidate","UR-WB-LA-003-E003","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft/non-canonical source-gated scaffold"
"اندرونی حاصل ضرب فضاء","8f7d1cb30ca4347812d05bfbe110b134bb758870","UR-C4-SCAF-004","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","ur_Arab","inner product space","UR-WB-LA-005-E001","cycle4_urdu_scaffold","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","andaruni hasil-e-zarb faza","source-bodies/ur_Arab/UR-WB-LA-005_bab5_ur_wikibooks_linear_algebra_raw.wikitext","formula/definition neighboring candidate","UR-WB-LA-005-E001","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft/non-canonical source-gated scaffold"
"ویژہ قدر","8f7d1cb30ca4347812d05bfbe110b134bb758870","UR-C4-SCAF-005","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","ur_Arab","eigenvalue","UR-WB-LA-006-E003","cycle4_urdu_scaffold","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","wezha qadar","source-bodies/ur_Arab/UR-WB-LA-006_bab6_ur_wikibooks_linear_algebra_raw.wikitext","formula/definition neighboring candidate","UR-WB-LA-006-E003","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft/non-canonical source-gated scaffold"
"ویژہ سمتیہ","8f7d1cb30ca4347812d05bfbe110b134bb758870","UR-C4-SCAF-006","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","ur_Arab","eigenvector","UR-WB-LA-006-E004","cycle4_urdu_scaffold","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","wezha samtia","source-bodies/ur_Arab/UR-WB-LA-006_bab6_ur_wikibooks_linear_algebra_raw.wikitext","formula/definition neighboring candidate","UR-WB-LA-006-E004","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft/non-canonical source-gated scaffold"
"ویژہ فضاء","8f7d1cb30ca4347812d05bfbe110b134bb758870","UR-C4-SCAF-007","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","ur_Arab","eigenspace","UR-WB-LA-006-E006","cycle4_urdu_scaffold","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","wezha faza","source-bodies/ur_Arab/UR-WB-LA-006_bab6_ur_wikibooks_linear_algebra_raw.wikitext","formula/definition neighboring candidate","UR-WB-LA-006-E006","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft/non-canonical source-gated scaffold"
"استحالہ","8f7d1cb30ca4347812d05bfbe110b134bb758870","UR-C4-SCAF-008","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","ur_Arab","linear transformation / transformation","UR-WB-LA-004-E001","cycle4_urdu_scaffold","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","istihala","source-bodies/ur_Arab/UR-WB-LA-004_bab4_ur_wikibooks_linear_algebra_raw.wikitext","formula/definition neighboring candidate","UR-WB-LA-004-E001","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft/non-canonical source-gated scaffold"
