marker_uid,concept,lane,language,marker,evidence_channel,base_weight,source_use,risk_flags,main_sources,source,note
MK6_2_000042,theorem,slavic_south,bg,≈Hilbertov teorem o bazisu modula [S],support,0.75,,variant_or_doublet_note; WS_competitor_only_one_branch,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM theorem rows; UIN/Neliti theorem labels; pan_romance:es:cum_es.tex:336; pan_romance:fr:french/1303.5221v2/Brnr.tex:117; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_,marker_table_v3_3,
MK6_2_000043,theorem,pan_romance,es,teorema,sourcebody_internal_candidate,0.6,,variant_or_doublet_note; WS_competitor_only_one_branch,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM theorem rows; UIN/Neliti theorem labels; pan_romance:es:cum_es.tex:336; pan_romance:fr:french/1303.5221v2/Brnr.tex:117; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_,marker_table_v3_3,
MK6_2_000044,theorem,pan_romance,fr,theoreme,sourcebody_internal_candidate,0.6,,variant_or_doublet_note; WS_competitor_only_one_branch,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM theorem rows; UIN/Neliti theorem labels; pan_romance:es:cum_es.tex:336; pan_romance:fr:french/1303.5221v2/Brnr.tex:117; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_,marker_table_v3_3,
MK6_2_000045,theorem,pan_romance,pt,teorema,sourcebody_internal_candidate,0.6,,variant_or_doublet_note; WS_competitor_only_one_branch,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM theorem rows; UIN/Neliti theorem labels; pan_romance:es:cum_es.tex:336; pan_romance:fr:french/1303.5221v2/Brnr.tex:117; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_,marker_table_v3_3,
MK6_2_000046,theorem,pan_romance,gl,teorema,sourcebody_internal_candidate,0.6,,variant_or_doublet_note; WS_competitor_only_one_branch,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM theorem rows; UIN/Neliti theorem labels; pan_romance:es:cum_es.tex:336; pan_romance:fr:french/1303.5221v2/Brnr.tex:117; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_,marker_table_v3_3,
MK6_2_000047,theorem,pan_romance,ca,teorema,sourcebody_internal_candidate,0.6,,variant_or_doublet_note; WS_competitor_only_one_branch,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM theorem rows; UIN/Neliti theorem labels; pan_romance:es:cum_es.tex:336; pan_romance:fr:french/1303.5221v2/Brnr.tex:117; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_,marker_table_v3_3,
MK6_2_000048,theorem,pan_romance,it,teorema,sourcebody_internal_candidate,0.6,,variant_or_doublet_note; WS_competitor_only_one_branch,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM theorem rows; UIN/Neliti theorem labels; pan_romance:es:cum_es.tex:336; pan_romance:fr:french/1303.5221v2/Brnr.tex:117; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_,marker_table_v3_3,
MK6_2_000049,theorem,pan_romance,ro,teorema,sourcebody_internal_candidate,0.6,,variant_or_doublet_note; WS_competitor_only_one_branch,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM theorem rows; UIN/Neliti theorem labels; pan_romance:es:cum_es.tex:336; pan_romance:fr:french/1303.5221v2/Brnr.tex:117; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_,marker_table_v3_3,
MK6_2_000050,theorem,controlled_arabic,ar,مبرهنات,sourcebody_internal_candidate,0.6,,variant_or_doublet_note; WS_competitor_only_one_branch,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM theorem rows; UIN/Neliti theorem labels; pan_romance:es:cum_es.tex:336; pan_romance:fr:french/1303.5221v2/Brnr.tex:117; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_,marker_table_v3_3,
MK6_2_000051,theorem,persianate,fa,قضیه,sourcebody_internal_candidate,0.6,,variant_or_doublet_note; WS_competitor_only_one_branch,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM theorem rows; UIN/Neliti theorem labels; pan_romance:es:cum_es.tex:336; pan_romance:fr:french/1303.5221v2/Brnr.tex:117; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_,marker_table_v3_3,
MK6_2_000052,theorem,malay_indonesian,my_id,teorem/teorema,sourcebody_internal_candidate,0.6,,variant_or_doublet_note; WS_competitor_only_one_branch,bg:bulgarian_sofia_noncommutative_body_problem.txt; cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; malay_indonesian:UKM theorem rows; UIN/Neliti theorem labels; pan_romance:es:cum_es.tex:336; pan_romance:fr:french/1303.5221v2/Brnr.tex:117; pl:polish_mimuw_algebra2_galois.txt; sk:slovak_abstraktna_algebra.txt; sr:serbian_belgrade_algebra_i_lecture9.txt; ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_,marker_table_v3_3,
MK6_2_000053,extension (field),interslavic,isv,razširjenje?,sourcebody_internal_candidate,0.2,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_pmf_split_prsteni.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:czech_karlin_galois_splitting_field.txt; ws:polish_impan_algebra_lecture3.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_mimuw_noncommutative_body.txt; ws:polish_uj_algebra1_noetherian.txt; ws:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000054,extension (field),slavic_west,cs,cs rozšíření [C],competitor,0.75,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_pmf_split_prsteni.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:czech_karlin_galois_splitting_field.txt; ws:polish_impan_algebra_lecture3.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_mimuw_noncommutative_body.txt; ws:polish_uj_algebra1_noetherian.txt; ws:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000055,extension (field),slavic_west,pl,pl rozszerzenie [C],competitor,0.75,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_pmf_split_prsteni.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:czech_karlin_galois_splitting_field.txt; ws:polish_impan_algebra_lecture3.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_mimuw_noncommutative_body.txt; ws:polish_uj_algebra1_noetherian.txt; ws:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000056,extension (field),slavic_south,sl,cognate of ISV form [S],support,0.75,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_pmf_split_prsteni.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:czech_karlin_galois_splitting_field.txt; ws:polish_impan_algebra_lecture3.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_mimuw_noncommutative_body.txt; ws:polish_uj_algebra1_noetherian.txt; ws:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000057,extension (field),slavic_south,hr_sr,hr proširenje [C],competitor,0.75,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_pmf_split_prsteni.txt; ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:czech_karlin_galois_splitting_field.txt; ws:polish_impan_algebra_lecture3.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_mimuw_noncommutative_body.txt; ws:polish_uj_algebra1_noetherian.txt; ws:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000058,splitting field,slavic_east,uk,поле розщеплення,sourcebody_internal_candidate,0.2,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:czech_karlin_galois_splitting_field.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_mimuw_noncommutative_body.txt; ws:polish_uj_algebra1_noetherian.txt; ws:slovak_abstraktna_algebra.txt; ws:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000059,splitting field,slavic_east,ru,поле разложения,sourcebody_internal_candidate,0.2,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:czech_karlin_galois_splitting_field.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_mimuw_noncommutative_body.txt; ws:polish_uj_algebra1_noetherian.txt; ws:slovak_abstraktna_algebra.txt; ws:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000060,splitting field,interslavic,isv,polje razloženja,sourcebody_internal_candidate,0.2,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:czech_karlin_galois_splitting_field.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_mimuw_noncommutative_body.txt; ws:polish_uj_algebra1_noetherian.txt; ws:slovak_abstraktna_algebra.txt; ws:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000061,splitting field,slavic_west,cs,cs/pl rozklad- family [C],competitor,0.75,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:czech_karlin_galois_splitting_field.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_mimuw_noncommutative_body.txt; ws:polish_uj_algebra1_noetherian.txt; ws:slovak_abstraktna_algebra.txt; ws:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000062,splitting field,slavic_west,sk,cs/pl rozklad- family [C],competitor,0.75,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:czech_karlin_galois_splitting_field.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_mimuw_noncommutative_body.txt; ws:polish_uj_algebra1_noetherian.txt; ws:slovak_abstraktna_algebra.txt; ws:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000063,splitting field,slavic_west,pl,pl rozkład [C],competitor,0.75,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:czech_karlin_galois_splitting_field.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_mimuw_noncommutative_body.txt; ws:polish_uj_algebra1_noetherian.txt; ws:slovak_abstraktna_algebra.txt; ws:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000064,splitting field,slavic_south,sl,cognate of ISV form [S],support,0.75,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:czech_cuni_algebra_2021.txt; ws:czech_cuni_noncommutative_body_thesis.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:czech_karlin_galois_splitting_field.txt; ws:polish_mimuw_algebra2_galois.txt; ws:polish_mimuw_noncommutative_body.txt; ws:polish_uj_algebra1_noetherian.txt; ws:slovak_abstraktna_algebra.txt; ws:slovenian_uvod_v_algebro.txt,marker_table_v3_3,
MK6_2_000065,trace,interslavic,isv,sled?,sourcebody_internal_candidate,0.2,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:polish_mimuw_noncommutative_body.txt,marker_table_v3_3,
MK6_2_000066,trace,slavic_west,cs,cs/pl stopa [C],competitor,0.75,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:polish_mimuw_noncommutative_body.txt,marker_table_v3_3,
MK6_2_000067,trace,slavic_west,pl,pl ślad [C],competitor,0.75,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:polish_mimuw_noncommutative_body.txt,marker_table_v3_3,
MK6_2_000068,trace,slavic_south,bg,cognate of ISV form [S],support,0.75,,variant_or_doublet_note; WS_competitor_only_one_branch,ws:bulgarian_sofia_noncommutative_body_problem.txt; ws:bulgarian_sofia_rings_lecture7.txt; ws:czech_cuni_representation_idempotents.txt; ws:czech_karlin_commutative_rings_fields.txt; ws:polish_mimuw_noncommutative_body.txt,marker_table_v3_3,
MK6_2_000069,covariant,controlled_arabic,ar,مصاحب,sourcebody_internal_candidate,0.2,,C2_pending_specialist_or_context,interslavic:noether_paper02_section19_terms.json; malay_indonesian:UM terminology covariant row,marker_table_v3_3,
MK6_2_000070,covariant,persianate,fa,هموردا,sourcebody_internal_candidate,0.2,,C2_pending_specialist_or_context,interslavic:noether_paper02_section19_terms.json; malay_indonesian:UM terminology covariant row,marker_table_v3_3,
MK6_2_000071,covariant,malay_indonesian,my_id,kovarian,sourcebody_internal_candidate,0.2,,C2_pending_specialist_or_context,interslavic:noether_paper02_section19_terms.json; malay_indonesian:UM terminology covariant row,marker_table_v3_3,
MK6_2_000072,determinant,slavic_east,uk,k_i-рядні детермінанти,sourcebody_internal_candidate,0.6,,variant_or_doublet_note,cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; interslavic:noether_paper02_section01_terms.json; interslavic:noether_paper02_section03_terms.json; interslavic:noether_paper02_section19_terms.json; malay_indonesian:UM terminology determinant rows; pl:polish_mimuw_noncommutative_body.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_pmf_split_prsteni.txt; ws:czech_cuni_algebra_2021.tx,marker_table_v3_3,
MK6_2_000073,determinant,slavic_east,ru,k_i-рядные детерминанты,sourcebody_internal_candidate,0.6,,variant_or_doublet_note,cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; interslavic:noether_paper02_section01_terms.json; interslavic:noether_paper02_section03_terms.json; interslavic:noether_paper02_section19_terms.json; malay_indonesian:UM terminology determinant rows; pl:polish_mimuw_noncommutative_body.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_pmf_split_prsteni.txt; ws:czech_cuni_algebra_2021.tx,marker_table_v3_3,
MK6_2_000074,determinant,slavic_west,cs,≈determinanta hiperkompleksnogo sistema [S],support,0.75,,variant_or_doublet_note,cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; interslavic:noether_paper02_section01_terms.json; interslavic:noether_paper02_section03_terms.json; interslavic:noether_paper02_section19_terms.json; malay_indonesian:UM terminology determinant rows; pl:polish_mimuw_noncommutative_body.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_pmf_split_prsteni.txt; ws:czech_cuni_algebra_2021.tx,marker_table_v3_3,
MK6_2_000075,determinant,slavic_west,sk,≈determinanta hiperkompleksnogo sistema [S],support,0.75,,variant_or_doublet_note,cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; interslavic:noether_paper02_section01_terms.json; interslavic:noether_paper02_section03_terms.json; interslavic:noether_paper02_section19_terms.json; malay_indonesian:UM terminology determinant rows; pl:polish_mimuw_noncommutative_body.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_pmf_split_prsteni.txt; ws:czech_cuni_algebra_2021.tx,marker_table_v3_3,
MK6_2_000076,determinant,slavic_west,pl,wyznacznik [C],competitor,0.75,,variant_or_doublet_note,cs:czech_cuni_algebra_2021.txt; hr:croatian_mathhr_algebra_structures_2024.txt; interslavic:noether_paper02_section01_terms.json; interslavic:noether_paper02_section03_terms.json; interslavic:noether_paper02_section19_terms.json; malay_indonesian:UM terminology determinant rows; pl:polish_mimuw_noncommutative_body.txt; sk:slovak_abstraktna_algebra.txt; sl:slovenian_uvod_v_algebro.txt; ws:croatian_mathhr_algebra_structures_2024.txt; ws:croatian_pmf_split_prsteni.txt; ws:czech_cuni_algebra_2021.tx,marker_table_v3_3,
