edge_id,pdf_page,annotation_index,rect_x0,rect_y0,rect_x1,rect_y1,visible_text_from_rect,input_destination,target_id,target_pdf_page,target_view,target_left,target_top,target_kind,target_expose,target_title,origin_class,application_id,override_id,status
sga1.edge.sha256.42dc9da4f9cdd77084801bac6b1ec1d6e4659c40ab9a72d93efe612238a6405e,4,41,98.833,156.132,508.398,167.761,IX.6. A fundamental exact sequence. Descent by morphisms with relatively,section*.625,sga1.e09.sec.6,161,/XYZ,87.874,427.076,sec,IX,A fundamental exact sequence,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.52be6e40bfc468907e9528d03021aa0790d0c20fa685e7289200bcdc4ad71498,4,42,86.878,145.302,220.613,154.809,connected fibers,section*.625,sga1.e09.sec.6,161,/XYZ,87.874,427.076,sec,IX,A fundamental exact sequence,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.9ea2e86e8cee5bb299c67468616e73bbee8d98c063eb951aabd10e8afba8eb06,4,43,86.878,119.027,149.961,130.656,Bibliography,chapter*.639,sga1.reader.generated.chapterstar-639,166,/XYZ,87.874,762.52,generated,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.1b048b6b1af84d5ed3fd2c6de3bab68e0d911c37d951a90b45b466717ab19012,4,44,86.878,94.873,378.657,106.502,Chapter X. Specialization theory of the fundamental group,chapter*.640,sga1.e10.chapter.unnamed,167,/XYZ,87.874,762.52,chapter,X,Specialization theory of the fundamental group,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c52541b02369d7b9dc238c8515f38a24cfd89a0777a561c12151ae78fc187f25,4,45,98.833,81.922,456.006,93.551,X.1. The homotopy exact sequence for a proper and separable morphism,section*.641,sga1.e10.sec.1,167,/XYZ,87.874,541.572,sec,X,The homotopy exact sequence for a proper morphism,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.29792815f650f1b62bd2d71221dcd91ca9f95f922235c5b1f30b5087bc7e316a,5,0,98.833,749.440,508.398,761.068,X.2. Application of the existence theorem for sheaves: a semicontinuity theorem,section*.653,sga1.e10.sec.2,170,/XYZ,87.874,154.151,sec,X,Application of the existence theorem for sheaves,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f2fc9508c00b74658f6d44277496d2c6419767e855937b92e2b6973b7cd5942a,5,1,86.878,736.488,508.398,748.117,for the fundamental groups of the fibers of a proper and separable,section*.653,sga1.e10.sec.2,170,/XYZ,87.874,154.151,sec,X,Application of the existence theorem for sheaves,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5cf6e6450629ef357eefe70c67b780f024d620b917a1c5d635b0cde620472cb4,5,2,86.878,723.537,191.218,735.165,morphism,section*.653,sga1.e10.sec.2,170,/XYZ,87.874,154.151,sec,X,Application of the existence theorem for sheaves,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.00293e02835d74123fe1044a00fcc56af6b5f5e6b79877c999f8b149f414d871,5,3,98.833,710.585,508.398,722.214,X.3. Application of the purity theorem: continuity theorem for the fundamental,section*.673,sga1.e10.sec.3,175,/XYZ,87.874,609.576,sec,X,Application of the purity theorem,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.69f3dd83154b41ded6c93fde75dc4226f939e5af7c78054b3a24763dc74cc677,5,4,86.878,697.634,403.338,709.263,groups of the fibers of a proper and smooth morphism,section*.673,sga1.e10.sec.3,175,/XYZ,87.874,609.576,sec,X,Application of the purity theorem,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.9b557bfa7588f17382550defed7aa2e85f59a1515a6ac88280ba26ea616def93,5,5,86.878,676.712,149.961,688.341,Bibliography,chapter*.687,sga1.reader.generated.chapterstar-687,180,/XYZ,87.874,762.52,generated,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f290da749816cdd27bf16cb1398148dd9ba0ae52f2fa4e725267e9a9d3c4bfb8,5,6,86.878,655.791,289.778,667.419,Chapter XI. Examples and complements,chapter*.688,sga1.e11.chapter.unnamed,181,/XYZ,87.874,762.52,chapter,XI,Examples and complements,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.abcd352adb6dbfb097cf2a5603965bc1d64e89ce84300776d363cc19ca2fd7d2,5,7,98.833,642.839,318.523,654.468,"XI.1. Projective spaces, unirational varieties",section*.689,sga1.e11.sec.1,181,/XYZ,87.874,649.145,sec,XI,"Projective spaces, unirational varieties",inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.873cce5068e26ca7c042355aa9cb8b9e20a5b51a1e2f488ecd5b315c0ee2b207,5,8,98.833,632.009,215.159,641.517,XI.2. Abelian varieties,section*.697,sga1.e11.sec.2,182,/XYZ,87.874,328.655,sec,XI,Abelian varieties,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ea339c12dfe0264e92e53901f456022c417152e34dfabd310776772e3e00617f,5,9,98.833,616.936,322.068,628.565,"XI.3. Projective cones, an example of Zariski",section*.699,sga1.e11.sec.3,184,/XYZ,87.874,554.807,sec,XI,"Projective cones, an example of Zariski",inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.76998b5fddcf008d613eba57ccb4e39614c621eac618ed043e7ea9b562d2e340,5,10,98.833,603.985,287.856,615.614,XI.4. The cohomology exact sequence,section*.702,sga1.e11.sec.4,185,/XYZ,87.874,262.323,sec,XI,The cohomology exact sequence,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.65514dae2137bfd8717a73394e7d43273c56e13fbb40ea13ab60a657e474dff6,5,11,98.833,591.034,294.370,602.662,XI.5. Special cases of principal bundles,section*.718,sga1.e11.sec.5,189,/XYZ,87.874,215.9,sec,XI,Special cases of principal bundles,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.70795497607fe4446ff71045f31fcc96bc02afcb54bd86a7b8471e5e9ce91931,5,12,98.833,578.082,481.158,589.711,XI.6. Application to principal coverings: Kummer and Artin–Schreier theories,section*.723,sga1.e11.sec.6,191,/XYZ,87.874,240.278,sec,XI,Application to principal coverings,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a6d5e90aebd145b1260f5c753fa6c283bebdd53367b459477a7d9a58f6c619d7,5,13,86.878,557.161,149.961,568.789,Bibliography,chapter*.738,sga1.reader.generated.chapterstar-738,196,/XYZ,87.874,762.52,generated,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c2e42998c73a5dbdf5dc2568c6c4384c26274d4f1d3220fb4cbb15c6bb023129,5,14,86.878,536.239,364.749,547.868,Chapter XII. Algebraic geometry and analytic geometry,chapter*.739,sga1.e12.chapter.unnamed,197,/XYZ,87.874,762.52,chapter,XII,Algebraic geometry and analytic geometry,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4f142c2337242ba0ff1fd4b8f52722bc9f59a9824c2728a45de8dbcefb6f1a73,5,15,98.833,523.288,332.583,534.916,XII.1. Analytic space associated with a scheme,section*.741,sga1.e12.sec.1,197,/XYZ,87.874,453.326,sec,XII,Analytic space associated with a scheme,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.06a19e2f8c4aa59c0288b16b29fa60efd0fa314fe86e0d033c3cca3ca89d3ea9,5,16,98.833,510.336,508.398,521.965,XII.2. Comparison of the properties of a scheme and of its associated analytic,section*.747,sga1.e12.sec.2,199,/XYZ,87.874,539.116,sec,XII,Comparison of the properties of a scheme,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.cb2554cc396dee9a702a0a147934e93219fb8f7c8b1ac849df5b57cd7e9623a8,5,17,86.878,497.385,169.370,508.368,space,section*.747,sga1.e12.sec.2,199,/XYZ,87.874,539.116,sec,XII,Comparison of the properties of a scheme,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.86cf111edfb0e40fa9fcf3fa9454b3e73e769468377373ca0da70c4c468ed178,5,18,98.833,484.433,328.157,496.062,XII.3. Comparison of properties of morphisms,section*.754,sga1.e12.sec.3,201,/XYZ,87.874,605.745,sec,XII,Comparison of properties of morphisms,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.76775ca4b086a8b5671a329dbca09ffe0b5dd29bb653540bc3509d04b0cbbe66,5,19,98.833,471.482,381.369,483.111,XII.4. Cohomological comparison and existence theorems,section*.759,sga1.e12.sec.4,203,/XYZ,87.874,435.932,sec,XII,Cohomological comparison theorems,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.beae257d70b8e8edb5d9e6d911e66d9f9c31761f4d6e8b7bade52b0d034a79b4,5,20,98.833,458.531,333.249,470.159,XII.5. Comparison theorems for étale coverings,section*.768,sga1.e12.sec.5,206,/XYZ,87.874,504.336,sec,XII,Comparison theorems for \'etale coverings,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.b8db268b149986cfa05cac3bc7b13accb72e799be381411682b7089b205087be,5,21,86.878,437.609,149.961,449.238,Bibliography,chapter*.776,sga1.reader.generated.chapterstar-776,211,/XYZ,87.874,762.52,generated,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.721766daa43dcd1bdeac7217603c19f69d979f5921b771f18c383f883c756456,5,22,86.878,416.687,508.398,428.316,Chapter XIII. Cohomological properness,chapter*.777,sga1.e13.chapter.unnamed,212,/XYZ,87.874,762.52,chapter,XIII,Cohomological properness for sheaves of sets..,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.86862aa84c31ac951da3e5d35e3eb732eec5d5fd1bf9b75a15dd785b4c0e9fe1,5,23,86.878,405.857,508.398,415.365,for sheaves of sets and,chapter*.777,sga1.e13.chapter.unnamed,212,/XYZ,87.874,762.52,chapter,XIII,Cohomological properness for sheaves of sets..,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d2561eb5b06673a4172ff2acbfd9487419a25ffc4428bbe274840920e6fdef57,5,24,86.878,390.785,331.233,402.413,sheaves of noncommutative groups,chapter*.777,sga1.e13.chapter.unnamed,212,/XYZ,87.874,762.52,chapter,XIII,Cohomological properness for sheaves of sets..,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4a234908426210678cb314ceb7b7d4e36fa36bed98f5df2cad9909bb77270839,5,25,98.833,377.833,288.401,389.462,XIII.0. Review of the theory of stacks,section*.779,sga1.e13.sec.0,212,/XYZ,87.874,321.963,sec,XIII,Review of the theory of stacks,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.8494f439e79438c6c88ab835871cd5d2989bf1c53c39d8cd015bfa52dbd0701a,5,26,98.833,364.882,267.976,376.510,XIII.1. Cohomological properness,section*.780,sga1.e13.sec.1,213,/XYZ,87.874,473.112,sec,XIII,Cohomological properness,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5497a4e46c15043f964ca3238eaaa7829e30ed38ccd249f85560fdd88fbaa54f,5,27,98.833,351.930,508.398,363.559,XIII.2. A special case of cohomological properness: relative normal crossings,section*.814,sga1.e13.sec.2,224,/XYZ,87.874,296.011,sec,XIII,A special case of cohomological properness,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.cedd7558329cd6153e5fb9d40d874156e7b3683997d2f4b9355b30870e5f4345,5,28,86.878,341.100,180.068,350.608,divisors,section*.814,sga1.e13.sec.2,224,/XYZ,87.874,296.011,sec,XIII,A special case of cohomological properness,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.260972dce7fc818c4782774ef7d693e9161787600e7aa95de3c8b28a7acfdc28,5,29,98.833,326.027,400.128,337.656,XIII.3. Cohomological properness and generic local acyclicity,section*.858,sga1.e13.sec.3,237,/XYZ,87.874,154.151,sec,XIII,Cohomological properness and generic local acyclicity,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f79d9589276f72f6812f5d25bacaad7611a242eae15beaaa29241dcd137a4f93,5,30,98.833,313.076,272.007,324.705,XIII.4. Exact homotopy sequences,section*.874,sga1.e13.sec.4,247,/XYZ,87.874,272.171,sec,XIII,Exact homotopy sequences,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6bfd2ccb904a7085b3d11af2bd04ad32382f637ab16574979701f0cf3780c853,5,31,98.833,300.125,366.763,311.753,XIII.5. Appendix I: Variations on Abhyankar’s lemma,section*.898,sga1.e13.sec.5,254,/XYZ,87.874,572.263,sec,XIII,Appendix I: Variations on Abhyankar's lemma,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c92d782d4493806a87f2e25dac98605da83672fdf972e7a07467029037f3cd02,5,32,98.833,287.173,423.037,298.802,XIII.6. Appendix II: finiteness theorem for direct images of stacks,section*.910,sga1.e13.sec.6,258,/XYZ,87.874,473.208,sec,XIII,Appendix II: finiteness for direct images of stacks,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.b1898cb41155324e30b023e092b3dc8d38d338b4cd1f170ca36f88cc79d276aa,5,33,86.878,266.252,149.961,277.880,Bibliography,chapter*.916,sga1.reader.generated.chapterstar-916,261,/XYZ,87.874,762.52,generated,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ffed53ebabacf5c2202905d4ba741ee79c675b604c4a7a6ad6acf7f26e92a4bc,5,34,86.878,247.451,173.719,256.959,Index of Notation,chapter*.917,sga1.reader.generated.chapterstar-917,262,/XYZ,87.874,672.856,generated,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.7567ea7bcfe689c444ff8bfee9c6f124cbcc10a0211a4abcfc5ff6443b55b7a7,6,0,243.363,622.914,275.961,634.543,no. I.2.,section*.7,sga1.e01.sec.2,6,/XYZ,87.874,407.275,sec,I,Quasi-finite morphisms,reviewed_source_application,sga1.application.sha256.2cc5e67aee0d5c43796fcc206f6cd7f750456b0f94dda2d651be617a05aa7195,,resolved_stable_goto
sga1.edge.sha256.bcf853a72e8c29f9fdea7ab055f86b53d3c88496ebbde9601c1fd4d53167554b,6,1,488.257,442.740,494.483,456.823,"g1; it,",Hfootnote.6,sga1.reader.footnote.6,6,/XYZ,110.041,140.773,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.447cfe769e91eea0a6465e4d157624aed9917d5752262a4601dff27e07cb1b43,6,2,489.498,270.351,495.724,285.920,fini .2,Hfootnote.9,sga1.reader.footnote.9,6,/XYZ,110.041,128.875,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5e7c706e27a3865247a432fa4a1009802dad6b201cdb362fb591e230bf43dcb4,6,3,370.938,259.222,376.584,271.348,.3,Hfootnote.10,sga1.reader.footnote.10,6,/XYZ,109.46,95.998,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.26f88e009e22158ae551959616359eb64794b1009ec6aa338f802790284c200b,6,4,199.043,114.678,236.058,127.523,"(Exposé I, rrect fiber",chapter*.4,sga1.e01.chapter.unnamed,6,/XYZ,87.874,762.52,chapter,I,Étale morphisms,reviewed_source_application,sga1.application.sha256.c4e2f810034f4d62e853dbd22278bf7b00d675182515c45d83eb68bf34034a27,,resolved_stable_goto
sga1.edge.sha256.a755a340ff9133e8aeabcb364f6d66c31f894627ac0f17781386393f6def5260,7,0,215.677,488.548,221.903,502.631,n .4,Hfootnote.15,sga1.reader.footnote.15,7,/XYZ,110.041,129.814,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.92c87e9e217ad190f775926b08014a5bae0c440a94330839d77aa8381de35da4,7,1,211.446,365.468,217.673,378.945,.5,Hfootnote.19,sga1.reader.footnote.19,7,/XYZ,110.041,117.916,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f8abc0a3eb4404d1fe2b16de10509bba802c2b5b346f470b14cc69a1df04474a,7,2,443.193,194.285,465.844,207.187,I.3.2(,proposition.14,sga1.e01.def.3-2,7,/XYZ,130.182,570.116,def,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6d6ed12c10b67b4586ac5966c99a50e514efc17ae649854f6417a91cb175efe8,7,3,181.079,114.572,225.487,128.462,"Exposé III, ing (Exposé",chapter*.213,sga1.e03.chapter.unnamed,46,/XYZ,87.874,762.52,chapter,III,Smooth morphisms: lifting properties,reviewed_source_application,sga1.application.sha256.f6bfb896467a1426f1c55f243f348a82eefbc8d6461c8b1a574f4c8930eae7be,,resolved_stable_goto
sga1.edge.sha256.fba6c949bfcc42721fe9f2777799a884ef51138841966db0596a68c6dedb9fe0,7,4,229.126,114.572,258.253,128.462,"no. 1.2. I, p. 3) a",proposition.217,sga1.e03.rem.1-2,46,/XYZ,87.874,271.972,rem,III,,reviewed_source_application,sga1.application.sha256.0c488c246e53fdf0e3c6f25999635c851ff1a868a8e90cfad8d21af2e252d8b8,,resolved_stable_goto
sga1.edge.sha256.fadfde7b51406ab0e3283db713f1553e85aab9da280fa4bf1c8b39e8bf8d70a7,7,5,197.108,103.719,233.418,116.564,"posé III, n (Exposé I, map. Th",chapter*.4,sga1.e01.chapter.unnamed,6,/XYZ,87.874,762.52,chapter,I,Étale morphisms,reviewed_source_application,sga1.application.sha256.b40817abafc4a298400070279757ebeba30c9d5d5302575740e1a16eeac782b2,,resolved_stable_goto
sga1.edge.sha256.0f30d0a3076583eec2ca9fc21a239694764d395f8e18c381e738cfcf1ac9073c,8,0,240.637,526.294,246.863,539.771,ha y6.,Hfootnote.25,sga1.reader.footnote.25,8,/XYZ,110.041,107.897,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.feee9b2cf3d957eb73075ba8d39efae176bac9d115ae4856d6a938b44d407c52,8,1,359.073,443.746,365.300,457.223,ay .7,Hfootnote.27,sga1.reader.footnote.27,8,/XYZ,110.041,95.998,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6d49a2981bc2563f67e5616fc6cbd933d9b12c2d8e91948bc1b9d90cf350b044,8,2,355.597,289.055,378.498,300.684,I.3.7.,proposition.22,sga1.e01.prop.3-7,8,/XYZ,87.874,747.853,prop,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.dbb8639bf37f43eb293b1e2209e6a7bc1a6733a8e4726829ef55a7a3c353d968,8,3,124.148,92.654,168.301,106.545,Exposé IV. the regrets,chapter*.297,sga1.e04.chapter.unnamed,65,/XYZ,87.874,762.52,chapter,IV,Flat morphisms,reviewed_source_application,sga1.application.sha256.0dd6a9faf90a1d65b88a191b58e2d7b6d5741522b4209f14cc51ef594dade469,,resolved_stable_goto
sga1.edge.sha256.ae47be33f74640463f3f70cf6b30644d4501eb405b99f63ddb336aac47d33b2d,8,4,181.079,80.755,225.487,94.646,"Exposé III,",chapter*.213,sga1.e03.chapter.unnamed,46,/XYZ,87.874,762.52,chapter,III,Smooth morphisms: lifting properties,reviewed_source_application,sga1.application.sha256.08c12a1e94f88feba7f1d1b512f2d79b26caf3e2c27c8c38fc9d45a295b6bf3e,,resolved_stable_goto
sga1.edge.sha256.f094ce8685e363e6d41005bb884027628cafbee22767a32dd0616cc9836ff39c,8,5,229.126,80.755,258.253,94.646,no. 1.2.,proposition.217,sga1.e03.rem.1-2,46,/XYZ,87.874,271.972,rem,III,,reviewed_source_application,sga1.application.sha256.67c578d398917613035a13feba728ffd6ea3859c2abf61e2011715cb42fd1669,,resolved_stable_goto
sga1.edge.sha256.7fad2007c5c0e572767cce5b8adeafcad6b3634d29bf5fc26d2624881ce57d73,9,0,278.328,663.448,300.811,675.949,"I.3.4,",proposition.18,sga1.e01.cor.3-4,7,/XYZ,87.874,436.204,cor,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a4336f45b1403c5b17026d8597318bc67ec66b303bc7513bb5f84251f1a43946,9,1,272.390,480.033,296.872,492.935,I.4.9) ines th,proposition.35,sga1.e01.def.4-9,9,/XYZ,87.874,647.53,def,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.fa024861b7866f5a6c2ff85150ab9f7199d89eaf2742eeb83bb962ffad77dda8,9,2,130.594,426.573,136.821,440.690,",8",Hfootnote.37,sga1.reader.footnote.37,9,/XYZ,110.041,117.916,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.944f08e82771fd31711450fc67eead66c9e99ebbb0e8f6341bf5137bd7ce047a,10,0,285.672,658.253,308.469,669.882,"I.2.2,",proposition.11,sga1.e01.cor.2-2,6,/XYZ,87.874,255.444,cor,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.95c5668b6ccdb97cb933d1ca1a5e5603ad7bb3e565a59a107b52d0d05fcbafaa,10,1,203.363,467.279,227.205,481.363,"Xi of X I.5.1, ue at o",proposition.40,sga1.e01.thm.5-1,9,/XYZ,87.874,291.728,thm,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.cec9daf7a29a6124e095e08e1da5896cb5c42447adfad3e5026b57e1f80862c9,10,2,388.418,467.279,394.645,481.363,Y .9,Hfootnote.43,sga1.reader.footnote.43,10,/XYZ,110.041,128.875,footnote,,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.bd8473b81aadb91d03e2462cd184851f163afec16e892e05eb6fb34e29f5fe0c,10,3,366.326,434.534,389.645,446.163,"I.5.2,",proposition.41,sga1.e01.cor.5-2,10,/XYZ,87.874,589.647,cor,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a48d9954406c8046dc73cd06e43661cfda4dfbd946b7f989b4c0105a015c1039,10,4,135.120,408.631,158.021,420.260,I.4.8.,proposition.34,sga1.e01.cor.4-8,9,/XYZ,87.874,746.473,cor,I,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.77316a7447211493f729662541917fe65697ea7b1546a6e48e379d3b2795a926,10,5,245.098,316.026,268.417,327.655,I.5.3,proposition.42,sga1.e01.cor.5-3,10,/XYZ,87.874,535.896,cor,I,,inherited_internal_link,,,resolved_stable_goto
