residual_id,candidate_id,source_relpath,source_line,source_column,visible_text,normalized_locator,classification,target_label,target_id,reason,context,context_sha256,source_sha256_at_adjudication,status
sga1.residual.sha256.45c56d50724d82331bd8885d6c763a88a54ea5ab82e012dcdbf445a14e4cf229,sga1.candidate.sha256.45c56d50724d82331bd8885d6c763a88a54ea5ab82e012dcdbf445a14e4cf229,drafts/SGA1_XII_4_English.texfrag,182,23,6.7.6,XII.6.7.6,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(EGA~$0_{\textup{I}}$~6.7.6). Since $\SheafHom_{\cal{O}_X}(F,G)$ is",3B04082172CD8A27A1BAEFC3EE7091B17C857DC2CCA213B0B61311B88D318061,BC2B3E88F5400AECE6DBE63CEA8E95E74BB7A191D89D2FB8DF7057362E055523,reviewed_positive_residual
sga1.residual.sha256.7497554037c6fb87cccef59c4146f09a59a1cfcd2a80e14b9b0e9a9fdd79425f,sga1.candidate.sha256.7497554037c6fb87cccef59c4146f09a59a1cfcd2a80e14b9b0e9a9fdd79425f,drafts/SGA1_XII_4_English.texfrag,189,19,II~5.6.1,II.5.6.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"Chow's lemma (EGA~II~5.6.1). Indeed, let $X'$ be a projective",EA7ED6C84C1A2AEE24A8FE440DE7949BFB596204635A1EA14D92AA08921A71C8,BC2B3E88F5400AECE6DBE63CEA8E95E74BB7A191D89D2FB8DF7057362E055523,reviewed_positive_residual
sga1.residual.sha256.06183f84ee54f14b7724ab3bd404a681c20d88abb62d1e13ac0e216dbd4bdc68,sga1.candidate.sha256.06183f84ee54f14b7724ab3bd404a681c20d88abb62d1e13ac0e216dbd4bdc68,drafts/SGA1_XII_4_English.texfrag,229,35,12.3.5,XII.12.3.5,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"$q\geq 0$ (EGA~$0_{\textup{III}}$~12.3.5), and a morphism of spectral",9A94B4E80562E7A053301FF6F03897259AB3381F4A2534329B8F344AFD3AF2CD,BC2B3E88F5400AECE6DBE63CEA8E95E74BB7A191D89D2FB8DF7057362E055523,reviewed_positive_residual
sga1.residual.sha256.37421f85bdf8c0b0c2afc34ddcca291a5fa72378eff7cdb9ae19a55891ed8d6d,sga1.candidate.sha256.37421f85bdf8c0b0c2afc34ddcca291a5fa72378eff7cdb9ae19a55891ed8d6d,drafts/SGA1_XII_OPENING_AND_1_English.texfrag,123,27,I~1.8.1,I.1.8.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,follows formally from EGA~I~1.8.1 that $X_1\times X_2$ is the,73626E0EC908547C32F2E2BE553CCDBE51C1B3A2DBA5337C563FB534C24C6CEC,AB4B73252DF504C4DB262D18F36FFFF531E633BDC46D1D9CBF331C7BF1F21132,reviewed_positive_residual
sga1.residual.sha256.81accf28c0f9562c4bfbcaad38f89800b9e341f9545de79be3c223e96a6b0b62,sga1.candidate.sha256.81accf28c0f9562c4bfbcaad38f89800b9e341f9545de79be3c223e96a6b0b62,drafts/SGA1_XII_OPENING_AND_1_English.texfrag,201,8,4.3.2,XII.4.3.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,(EGA~0~4.3.2). Since the sheaf $\cal{O}_{X^{\an}}$ is coherent,E71C991BB66177564C2A66D83DF9BECC9598DEBD411D9DC33B1673CDB81B5161,AB4B73252DF504C4DB262D18F36FFFF531E633BDC46D1D9CBF331C7BF1F21132,reviewed_positive_residual
sga1.residual.sha256.820cae49faf7620586ec5d31c3290d48809dee1bf8c5925702d47a7f5aabfa65,sga1.candidate.sha256.820cae49faf7620586ec5d31c3290d48809dee1bf8c5925702d47a7f5aabfa65,drafts/SGA1_XII_OPENING_AND_1_English.texfrag,203,25,5.3.11,XII.5.3.11,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,coherent sheaves (EGA~0~5.3.11). Moreover:,5CB18872532CAF7B74CF3233999382C0B16A37DE68A0B6795B2BC832C006BBE7,AB4B73252DF504C4DB262D18F36FFFF531E633BDC46D1D9CBF331C7BF1F21132,reviewed_positive_residual
sga1.residual.sha256.92e2635561510d6963e7079dee63a0cf33ee5773110133980cb4f6a70a5f2acc,sga1.candidate.sha256.92e2635561510d6963e7079dee63a0cf33ee5773110133980cb4f6a70a5f2acc,drafts/SGA1_XII_OPENING_AND_1_English.texfrag,221,6,IV~10.4.8,IV.10.4.8,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(EGA~IV~10.4.8), this implies that $F$ is zero.",39618817B3874C237F501889A8D05D8BD7409000BE2962981C98C3A41F1009FF,AB4B73252DF504C4DB262D18F36FFFF531E633BDC46D1D9CBF331C7BF1F21132,reviewed_positive_residual
sga1.residual.sha256.b57dc38b892ce94019097d2a7df290cdaadbe1f9c89abb94cabad8d2274de712,sga1.candidate.sha256.b57dc38b892ce94019097d2a7df290cdaadbe1f9c89abb94cabad8d2274de712,drafts/SGA1_XI_3_English.texfrag,17,24,II~8.6.4,II.8.6.4,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,in~$X$ to a point (EGA~II~8.6.4). Since $X$ is a locally trivial bundle,4F6E8361D21526046A7A20CB20D7CDD5252065A090487A241B2A317D190EC0E5,E2C07D3C00419BEF232F83157F820B121F3170D3BB0FD857CB913F5748114277,reviewed_positive_residual
sga1.residual.sha256.80d6d35ee531a5db6ab0e726aeb24d4694a24700bcf12f390d995109b29115d5,sga1.candidate.sha256.80d6d35ee531a5db6ab0e726aeb24d4694a24700bcf12f390d995109b29115d5,drafts/SGA1_X_2_A_English.texfrag,271,1,12.2,X.12.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"12.2.} that \(X_1\) is smooth over~\(K\), connected by~\eqref{X.1.2},",8AE99C4C80DCFB7634D0F27C3E461AA23B61964E7F3CD7482EFF51B3C464340B,AB2D9F96085369A7CE3AAE197C91769269AD8D51D1CB8AF7E1826578E3A89B66,reviewed_positive_residual
sga1.residual.sha256.2d9db1f804b39a914e0d0b2cefbf26130f5f9a6cf892de4c1365c6b32ea2ffe5,sga1.candidate.sha256.2d9db1f804b39a914e0d0b2cefbf26130f5f9a6cf892de4c1365c6b32ea2ffe5,drafts/SGA1_X_2_A_English.texfrag,273,47,"III, 7",III.7,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"the Euler--Poincar\'e characteristic; see EGA~III, 7. Since \(K\) has",33964B85D4942591EF15C44C52A5D09BACA3F73890E5DB2787286CE8418A311F,AB2D9F96085369A7CE3AAE197C91769269AD8D51D1CB8AF7E1826578E3A89B66,reviewed_positive_residual
sga1.residual.sha256.1f991e373ef9561f8eb9953ea91231d9d4502bfe9006113729a6d29af36cae9b,sga1.candidate.sha256.1f991e373ef9561f8eb9953ea91231d9d4502bfe9006113729a6d29af36cae9b,drafts/SGA1_X_2_B_English.texfrag,22,51,II~5.6.2,II.5.6.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"proved in dimensions~$n'<n$. By Chow's lemma (EGA~II~5.6.2), there",5DFF4EDFED5AAEEF786AC30C8FBD25D937C5FD278D39A9DFADC942530F63407C,B43959AA3AD82E3F479801BD0C7B7A61EAB9A20B4EA8CF69C5FB8BE6395DE73F,reviewed_positive_residual
sga1.residual.sha256.40ac5cf9b10124b67118139a88131350b80a641d7830261a35689dfc89d81ee9,sga1.candidate.sha256.40ac5cf9b10124b67118139a88131350b80a641d7830261a35689dfc89d81ee9,drafts/SGA1_X_2_B_English.texfrag,68,58,III~4,III.4,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,connected over~$K$. Zariski's connectedness theorem (EGA~III~4) then,3A4DED696CAF07CFD514771020F224880141A59C57CBAA457239075ACA423FA3,B43959AA3AD82E3F479801BD0C7B7A61EAB9A20B4EA8CF69C5FB8BE6395DE73F,reviewed_positive_residual
sga1.residual.sha256.c881cc05fdf536dbbaf63301cd1e71b3437f8bcde0c479a3bf29019d45bd5261,sga1.candidate.sha256.c881cc05fdf536dbbaf63301cd1e71b3437f8bcde0c479a3bf29019d45bd5261,drafts/SGA1_X_2_B_English.texfrag,95,4,Theorem X~3.10,X.3.10,external_work_reference,,,explicit SGA 2 theorem locator in the preceding footnote,"{, Theorem X~3.10.}}",E88A10119F4F6E1C0727072D98A8BC8D7626363BD2083CE440A3A1532E330305,B43959AA3AD82E3F479801BD0C7B7A61EAB9A20B4EA8CF69C5FB8BE6395DE73F,reviewed_positive_residual
sga1.residual.sha256.fce804c62b71ac05b88841aea03f4aa212892f727101c7c2d8761f7a50e0b3ef,sga1.candidate.sha256.fce804c62b71ac05b88841aea03f4aa212892f727101c7c2d8761f7a50e0b3ef,drafts/SGA1_X_3_English.texfrag,64,1,17.3.4,X.17.3.4,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,17.3.4}. It then follows from I~\Ref{I.4.10} that the set,671EFE3E0D06B02DD138693E96C3D8F60C38EA3254BBCEAEE4BE872160C81814,1027163DA5709C96DF5F1CE75B5B38BC65FC365BF14AF2ED95F7F9513E3FBC1D,reviewed_positive_residual
sga1.residual.sha256.8b99a01dbe94b4b76e5236e0cf857ec4ffba3961bd9b8fd47a156b63639cee54,sga1.candidate.sha256.8b99a01dbe94b4b76e5236e0cf857ec4ffba3961bd9b8fd47a156b63639cee54,drafts/SGA1_X_3_English.texfrag,107,18,II~6.3,II.6.3,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"$X$ in~$K'$ (EGA~II~6.3); then $X'=X\times_X U \cong U'$, while",F816AD56375DF07B0176BAF6F6208908D2F198FC5E564E66CF8F0DD156EE8A1B,1027163DA5709C96DF5F1CE75B5B38BC65FC365BF14AF2ED95F7F9513E3FBC1D,reviewed_positive_residual
sga1.residual.sha256.602a6acab8e0b1919c750a4d03b6417f5ee6b718ac3ecc866c18376db196b074,sga1.candidate.sha256.602a6acab8e0b1919c750a4d03b6417f5ee6b718ac3ecc866c18376db196b074,drafts/SGA1_X_OPENING_AND_1_A_English.texfrag,64,33,"III, 7",III.7,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"This proposition appears in EGA~III, 7\footnote{\Cf EGA~III,",7DEC347B8C54E2622BCEC41F79208B0D6EBBA10F577A5A471FA88A649FE6B66E,E4AFCA31DB7B22DD50956FC276EE0D814F6F59F4D28C0376887154FCADB6411C,reviewed_positive_residual
sga1.residual.sha256.81ebe3f89f74d3e9d9d8d556b3040afcb6259f7075fe19b8dbc8ac806538f8b7,sga1.candidate.sha256.81ebe3f89f74d3e9d9d8d556b3040afcb6259f7075fe19b8dbc8ac806538f8b7,drafts/SGA1_X_OPENING_AND_1_A_English.texfrag,65,1,7.8.10,X.7.8.10,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,7.8.10~(i).}. Let us indicate the principle of the proof. One readily,9F503C54E79368D8B24BADDED0DDB9752ADC769E1CD8FC333B40B2B3BE20F1A4,E4AFCA31DB7B22DD50956FC276EE0D814F6F59F4D28C0376887154FCADB6411C,reviewed_positive_residual
