physical_page	printed_page	archive_path	finding	disposition
2-6	273-277	paper20_direct_path_witnesses/040_T00359_Paper_20.tex	Byte-identical Paper_20.tex witness (shared SHA-256 72AA…981C), inspected through the representative archive member after the French freeze. It tracks much of the wording but changes authority readings, including Z(X;t) to Z(X_0;t) in (1.1.2)-(1.1.3), H_c^i to H^i in the last sentence of (1.3), H^0(U_0,O) to H^0(U,O) in (1.4), and the characteristic polynomial det(t·1−F*,H^i) to det(1−F*t,H^i) in (1.6).	REJECT_AUTOMATIC_ACCEPTANCE; use only as post-freeze locator and divergence witness
2-6	273-277	paper20_direct_path_witnesses/041_source_tex_Paper_20.tex	Byte-identical Paper_20.tex witness (shared SHA-256 72AA…981C), inspected through the representative archive member after the French freeze. It tracks much of the wording but changes authority readings, including Z(X;t) to Z(X_0;t) in (1.1.2)-(1.1.3), H_c^i to H^i in the last sentence of (1.3), H^0(U_0,O) to H^0(U,O) in (1.4), and the characteristic polynomial det(t·1−F*,H^i) to det(1−F*t,H^i) in (1.6).	REJECT_AUTOMATIC_ACCEPTANCE; use only as post-freeze locator and divergence witness
2-6	273-277	paper20_direct_path_witnesses/042_source_tex_cleaned_001_029_Paper_20.tex	Byte-identical Paper_20.tex witness (shared SHA-256 72AA…981C), inspected through the representative archive member after the French freeze. It tracks much of the wording but changes authority readings, including Z(X;t) to Z(X_0;t) in (1.1.2)-(1.1.3), H_c^i to H^i in the last sentence of (1.3), H^0(U_0,O) to H^0(U,O) in (1.4), and the characteristic polynomial det(t·1−F*,H^i) to det(1−F*t,H^i) in (1.6).	REJECT_AUTOMATIC_ACCEPTANCE; use only as post-freeze locator and divergence witness
2	273	superseded_preflight/D020_PREFLIGHT.json	Superseded preflight based on the lower-priority 35-page collected split. Opening-page image aligns textually, but the preflight designated the collected split as authority; current controlling NUMDAM authority supersedes that choice.	ZERO_ACCEPTED; comparator/control only
2	273	superseded_preflight/page-01.png	Superseded preflight based on the lower-priority 35-page collected split. Opening-page image aligns textually, but the preflight designated the collected split as authority; current controlling NUMDAM authority supersedes that choice.	ZERO_ACCEPTED; comparator/control only
3	274	comparators/21_COMPARATOR_DELIGNE_D020_IAS_NUMBER23_35PP.pdf#page=2	IAS comparator page 2 visually inspected against authority physical page 3. Text, formulas, page sequence, and running matter align; no comparator-only reading was promoted. Authority image is clearer/higher-priority and controls all decisions.	COMPARATOR_ONLY; no automatic acceptance
3	274	comparators/22_COMPARATOR_DELIGNE_D020_COLLECTED_SPLIT_35PP.pdf#page=2	collected-split comparator page 2 visually inspected against authority physical page 3. Text, formulas, page sequence, and running matter align; no comparator-only reading was promoted. Authority image is clearer/higher-priority and controls all decisions.	COMPARATOR_ONLY; no automatic acceptance
4	275	comparators/21_COMPARATOR_DELIGNE_D020_IAS_NUMBER23_35PP.pdf#page=3	IAS comparator page 3 visually inspected against authority physical page 4. Text, formulas, page sequence, and running matter align; no comparator-only reading was promoted. Authority image is clearer/higher-priority and controls all decisions.	COMPARATOR_ONLY; no automatic acceptance
4	275	comparators/22_COMPARATOR_DELIGNE_D020_COLLECTED_SPLIT_35PP.pdf#page=3	collected-split comparator page 3 visually inspected against authority physical page 4. Text, formulas, page sequence, and running matter align; no comparator-only reading was promoted. Authority image is clearer/higher-priority and controls all decisions.	COMPARATOR_ONLY; no automatic acceptance
5	276	comparators/21_COMPARATOR_DELIGNE_D020_IAS_NUMBER23_35PP.pdf#page=4	IAS comparator page 4 visually inspected against authority physical page 5. Text, formulas, page sequence, and running matter align; no comparator-only reading was promoted. Authority image is clearer/higher-priority and controls all decisions.	COMPARATOR_ONLY; no automatic acceptance
5	276	comparators/22_COMPARATOR_DELIGNE_D020_COLLECTED_SPLIT_35PP.pdf#page=4	collected-split comparator page 4 visually inspected against authority physical page 5. Text, formulas, page sequence, and running matter align; no comparator-only reading was promoted. Authority image is clearer/higher-priority and controls all decisions.	COMPARATOR_ONLY; no automatic acceptance
6	277	comparators/21_COMPARATOR_DELIGNE_D020_IAS_NUMBER23_35PP.pdf#page=5	IAS comparator page 5 visually inspected against authority physical page 6. Text, formulas, page sequence, and running matter align; no comparator-only reading was promoted. Authority image is clearer/higher-priority and controls all decisions.	COMPARATOR_ONLY; no automatic acceptance
6	277	comparators/22_COMPARATOR_DELIGNE_D020_COLLECTED_SPLIT_35PP.pdf#page=5	collected-split comparator page 5 visually inspected against authority physical page 6. Text, formulas, page sequence, and running matter align; no comparator-only reading was promoted. Authority image is clearer/higher-priority and controls all decisions.	COMPARATOR_ONLY; no automatic acceptance
7	278	comparators/21_COMPARATOR_DELIGNE_D020_IAS_NUMBER23_35PP.pdf#page=6	IAS comparator page 6 was rendered and visually inspected against authority physical page 7. Text, formulas, page sequence, running matter, and the page-7 commutative square align at the level needed for comparison; no comparator-only reading was promoted. The NUMDAM authority remains controlling.	COMPARATOR_ONLY; no automatic acceptance
7	278	comparators/22_COMPARATOR_DELIGNE_D020_COLLECTED_SPLIT_35PP.pdf#page=6	collected-split comparator page 6 was rendered and visually inspected against authority physical page 7. Text, formulas, page sequence, running matter, and the page-7 commutative square align at the level needed for comparison; no comparator-only reading was promoted. The NUMDAM authority remains controlling.	COMPARATOR_ONLY; no automatic acceptance
7-12	278-283	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Contact/D020_contact.jpg	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7	278	diagram_archive_branch_1/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p006_diag01.png	Lower-priority collected-split diagram-aid crop for article page 6 / authority physical page 7. It shows the (1.11) commutative square but is one of four byte-identical branch copies; the 300-dpi controlling-authority render was inspected first and supports a safe editable text-diagram replay, so no crop asset was admitted.	ZERO_ACCEPTED; no image asset imported; authority pixels control
7-12	278-283	diagram_archive_branch_1/support/D020_diagram_counts_by_item.csv	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7-12	278-283	diagram_archive_branch_1/support/D020_diagram_witness_manifest.csv	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7-12	278-283	diagram_archive_branch_1/support/D020_diagram_witness_manifest.jsonl	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7-12	278-283	diagram_archive_branch_1/support/README.md	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7-12	278-283	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Contact/D020_contact.jpg	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7	278	diagram_archive_branch_2/Deligne_Diagram_Witness_Aid_D001_D020_20260608/Images/D020_La_conjecture_de_Weil_I/D020_p006_diag01.png	Lower-priority collected-split diagram-aid crop for article page 6 / authority physical page 7. It shows the (1.11) commutative square but is one of four byte-identical branch copies; the 300-dpi controlling-authority render was inspected first and supports a safe editable text-diagram replay, so no crop asset was admitted.	ZERO_ACCEPTED; no image asset imported; authority pixels control
7-12	278-283	diagram_archive_branch_2/support/D020_diagram_counts_by_item.csv	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7-12	278-283	diagram_archive_branch_2/support/D020_diagram_witness_manifest.csv	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7-12	278-283	diagram_archive_branch_2/support/D020_diagram_witness_manifest.jsonl	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7-12	278-283	diagram_archive_branch_2/support/README.md	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7-12	278-283	diagram_directory_branch_1/Contact/D020_contact.jpg	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7	278	diagram_directory_branch_1/Images/D020_La_conjecture_de_Weil_I/D020_p006_diag01.png	Lower-priority collected-split diagram-aid crop for article page 6 / authority physical page 7. It shows the (1.11) commutative square but is one of four byte-identical branch copies; the 300-dpi controlling-authority render was inspected first and supports a safe editable text-diagram replay, so no crop asset was admitted.	ZERO_ACCEPTED; no image asset imported; authority pixels control
7-12	278-283	diagram_directory_branch_1/support/D020_diagram_counts_by_item.csv	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7-12	278-283	diagram_directory_branch_1/support/D020_diagram_witness_manifest.csv	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7-12	278-283	diagram_directory_branch_1/support/D020_diagram_witness_manifest.jsonl	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7-12	278-283	diagram_directory_branch_1/support/README.md	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7-12	278-283	diagram_directory_branch_2/Contact/D020_contact.jpg	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7	278	diagram_directory_branch_2/Images/D020_La_conjecture_de_Weil_I/D020_p006_diag01.png	Lower-priority collected-split diagram-aid crop for article page 6 / authority physical page 7. It shows the (1.11) commutative square but is one of four byte-identical branch copies; the 300-dpi controlling-authority render was inspected first and supports a safe editable text-diagram replay, so no crop asset was admitted.	ZERO_ACCEPTED; no image asset imported; authority pixels control
7-12	278-283	diagram_directory_branch_2/support/D020_diagram_counts_by_item.csv	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
7-12	278-283	diagram_directory_branch_2/support/D020_diagram_witness_manifest.csv	Diagram-witness support/contact surface consulted after source freeze. It records a 220-dpi detector and 340-dpi crops sourced from the collected-paper split and states that detection is intentionally overinclusive. It is routing/triage evidence only and does not control any P02 text, formula, or diagram.	ZERO_ACCEPTED; support/control only
