sequence,language,source_relative_path,source_sha256,package_tex,package_tex_sha256,package_pdf,package_pdf_sha256,pages,pdf_bytes,duration_seconds,resumed,latex_warning,package_warning,missing_character,overfull_box,underfull_box
51,latin,paper06/interslavic/v001/Noether_Paper06_Section11_Interslavic_v001.tex,13F4CC8149119866F0BAA314D1A675872461D02ED6A081D82003D3A53A71B945,02_tex/latin/051_Noether_Paper06_Section11_Interslavic_v001.tex,13F4CC8149119866F0BAA314D1A675872461D02ED6A081D82003D3A53A71B945,01_unit_pdfs/latin/051_Noether_Paper06_Section11_Interslavic_v001.pdf,DBE829EF9E762AA38A823FB86600EA768F81509EC708E00CD7F0F3ED072545C6,2,100710,0,True,0,0,0,0,0
52,latin,paper06/interslavic/v001/Noether_Paper06_Section12_Interslavic_v001.tex,498AB9D65D4AB510A43482CC0AB1BDB4D88EBEFF52F4CDB9309BFD93F1BFD6A7,02_tex/latin/052_Noether_Paper06_Section12_Interslavic_v001.tex,498AB9D65D4AB510A43482CC0AB1BDB4D88EBEFF52F4CDB9309BFD93F1BFD6A7,01_unit_pdfs/latin/052_Noether_Paper06_Section12_Interslavic_v001.pdf,C6CEE7B0DFAC4F60A1050EDE9CF72447A91922E2145D5E7BCC18249104BBE150,3,111880,0,True,0,0,0,0,0
53,latin,paper06/interslavic/v001/Noether_Paper06_Section13_Interslavic_v001.tex,D1924C5CA26E73A69E3EECFFC18625F09EDC0927EC01234F57DAEFE2C828D3CF,02_tex/latin/053_Noether_Paper06_Section13_Interslavic_v001.tex,D1924C5CA26E73A69E3EECFFC18625F09EDC0927EC01234F57DAEFE2C828D3CF,01_unit_pdfs/latin/053_Noether_Paper06_Section13_Interslavic_v001.pdf,2E97807C65B9EDDA3547F3E8834951E31CBDBD5D27E3ED9A6C56B47558EBE456,2,94512,0,True,0,0,0,0,0
54,latin,paper06/interslavic/v001/Noether_Paper06_Section14_Interslavic_v001.tex,772D211B0F215D9DFE4B306E581DC595C4CE13B99ACB2D2AB50977FB5B2CBB78,02_tex/latin/054_Noether_Paper06_Section14_Interslavic_v001.tex,772D211B0F215D9DFE4B306E581DC595C4CE13B99ACB2D2AB50977FB5B2CBB78,01_unit_pdfs/latin/054_Noether_Paper06_Section14_Interslavic_v001.pdf,F310E78D7E414E9DA0A5C088EA7D477D01AA8753D3BF84E766AB58DF5731EA73,2,95287,0,True,0,0,0,0,0
55,latin,paper06/interslavic/v001/Noether_Paper06_Section15_Interslavic_v001.tex,AE92C605562F9BBEA1CBA2F3B40F6B80A765517EDB40B9A9C0EB3C910B903891,02_tex/latin/055_Noether_Paper06_Section15_Interslavic_v001.tex,AE92C605562F9BBEA1CBA2F3B40F6B80A765517EDB40B9A9C0EB3C910B903891,01_unit_pdfs/latin/055_Noether_Paper06_Section15_Interslavic_v001.pdf,CC9EEAF0DF4BB0C1EAB99B72AF124EAC61B15A99A344D272ABC46CC85F3A261E,2,97519,0,True,0,0,0,0,0
56,latin,paper07/interslavic/v001/Noether_Paper07_Interslavic_v001.tex,3EB6E2C6F6A55DF1B3EB4673FCE07AADE1C2297D5598254289828892BD17AF4B,02_tex/latin/056_Noether_Paper07_Interslavic_v001.tex,3EB6E2C6F6A55DF1B3EB4673FCE07AADE1C2297D5598254289828892BD17AF4B,01_unit_pdfs/latin/056_Noether_Paper07_Interslavic_v001.pdf,871FA526E413CBCCB6E0B99B42C074F6F66292B6DC40B9C707F49F9B55282956,3,110767,0,True,0,0,0,0,0
57,latin,paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex,86E631A2E3B296CC3673A4EDC3FB549978370A224E03B8B40BEF0906D6EFEBC9,02_tex/latin/057_Noether_Paper08_Interslavic_v001.tex,86E631A2E3B296CC3673A4EDC3FB549978370A224E03B8B40BEF0906D6EFEBC9,01_unit_pdfs/latin/057_Noether_Paper08_Interslavic_v001.pdf,E55F7107FEC86ED59DBCAEBF2888AC0A09F7A260EC551395E14D79B86FCA077B,7,141208,0,True,0,0,0,0,0
58,latin,paper09/interslavic/v001/Noether_Paper09_Introduction_Interslavic_v001.tex,692934E9BC94A3700A5E3E2D90FCE6DB0C1898D682790BB7A5D501557DC4785E,02_tex/latin/058_Noether_Paper09_Introduction_Interslavic_v001.tex,692934E9BC94A3700A5E3E2D90FCE6DB0C1898D682790BB7A5D501557DC4785E,01_unit_pdfs/latin/058_Noether_Paper09_Introduction_Interslavic_v001.pdf,C4F5ADB255CE88B2975B854BB83A3036BDDC89669C50903738C79E6DD957C80C,2,88439,0,True,0,0,0,0,0
59,latin,paper09/interslavic/v001/Noether_Paper09_Section01_Interslavic_v001.tex,50320A354A0474B93BA560D3D4ECD1426A79388F8BACBB658A70E221374B851E,02_tex/latin/059_Noether_Paper09_Section01_Interslavic_v001.tex,50320A354A0474B93BA560D3D4ECD1426A79388F8BACBB658A70E221374B851E,01_unit_pdfs/latin/059_Noether_Paper09_Section01_Interslavic_v001.pdf,C163362289ACAF37FA4858F35A4E46ADE88CBA0FBBD2959C5D58C17CB7AF6B8C,1,74925,0,True,0,0,0,0,0
60,latin,paper09/interslavic/v001/Noether_Paper09_Section02_Interslavic_v001.tex,A40CCBE8CE68B5F85EBE823F74DECF215A7EF509C45A7EB0EEE8D81C7B57C6A8,02_tex/latin/060_Noether_Paper09_Section02_Interslavic_v001.tex,A40CCBE8CE68B5F85EBE823F74DECF215A7EF509C45A7EB0EEE8D81C7B57C6A8,01_unit_pdfs/latin/060_Noether_Paper09_Section02_Interslavic_v001.pdf,CEB11A5CBF093E0DC747AF054F474A84F4FBAF37B4C1B072E84CE6FBBAC97542,1,93879,0,True,0,0,0,0,0
61,latin,paper09/interslavic/v001/Noether_Paper09_Section03_Interslavic_v001.tex,0EC0CA831FD84659A7F649F6202DD1E34391B81F5AF440CA12DF5A19F24FB736,02_tex/latin/061_Noether_Paper09_Section03_Interslavic_v001.tex,0EC0CA831FD84659A7F649F6202DD1E34391B81F5AF440CA12DF5A19F24FB736,01_unit_pdfs/latin/061_Noether_Paper09_Section03_Interslavic_v001.pdf,0139FCA8E04E96830D7D4AEE454B2A939C1F8973B6C91EF5F48027618E062E97,2,94130,0,True,0,0,0,0,0
62,latin,paper09/interslavic/v001/Noether_Paper09_Section04_Interslavic_v001.tex,DDAA90C9821B22D0DE2DA30A37D5B6833DB5EBEB1335443108F2DB87CD3BFBCE,02_tex/latin/062_Noether_Paper09_Section04_Interslavic_v001.tex,DDAA90C9821B22D0DE2DA30A37D5B6833DB5EBEB1335443108F2DB87CD3BFBCE,01_unit_pdfs/latin/062_Noether_Paper09_Section04_Interslavic_v001.pdf,97BB1730FFE3A6925070B2EB959CEE3F5D70A4B490F03A22A81D888F4BAF8A76,2,99638,0,True,0,0,0,0,0
63,latin,paper09/interslavic/v001/Noether_Paper09_Section05_Interslavic_v001.tex,8963DD8385E387311F85E8FD17FFBDDD6C559CDEBA88270B8B474EC8A3C0CB29,02_tex/latin/063_Noether_Paper09_Section05_Interslavic_v001.tex,8963DD8385E387311F85E8FD17FFBDDD6C559CDEBA88270B8B474EC8A3C0CB29,01_unit_pdfs/latin/063_Noether_Paper09_Section05_Interslavic_v001.pdf,041EB3F70CE1140724FE367F8359FDA3DDDA8C9C1F2825CABD86D9CB37289992,2,94583,0,True,0,0,0,0,0
64,latin,paper09/interslavic/v001/Noether_Paper09_Section06_Interslavic_v001.tex,2C2E1E4ABB680F1983FF4BF30EBAF7B8CCAFCDC2037097E7BAAD9E31DC097D9C,02_tex/latin/064_Noether_Paper09_Section06_Interslavic_v001.tex,2C2E1E4ABB680F1983FF4BF30EBAF7B8CCAFCDC2037097E7BAAD9E31DC097D9C,01_unit_pdfs/latin/064_Noether_Paper09_Section06_Interslavic_v001.pdf,5C31688788D6B9A83F3CA181214CD26466C2E367152511F93918DE29CD945B79,2,94812,0,True,0,0,0,0,0
65,latin,paper09/interslavic/v001/Noether_Paper09_Section07_Interslavic_v001.tex,AB436D9D1C4DDF3B7DBF3E0EB9435CC8D8FA55AC757C109F046380C87CC4F596,02_tex/latin/065_Noether_Paper09_Section07_Interslavic_v001.tex,AB436D9D1C4DDF3B7DBF3E0EB9435CC8D8FA55AC757C109F046380C87CC4F596,01_unit_pdfs/latin/065_Noether_Paper09_Section07_Interslavic_v001.pdf,13B30B18C7189101EE323F33376585B2FA96A89511EE8003B3595B2A554EB6C9,3,102324,0,True,0,0,0,0,0
66,latin,paper09/interslavic/v001/Noether_Paper09_Section08_Interslavic_v001.tex,E7CFD91E203F208F3EDC933DA3DA15DB2603EABE9AE0287AB3984966E7C18E3D,02_tex/latin/066_Noether_Paper09_Section08_Interslavic_v001.tex,E7CFD91E203F208F3EDC933DA3DA15DB2603EABE9AE0287AB3984966E7C18E3D,01_unit_pdfs/latin/066_Noether_Paper09_Section08_Interslavic_v001.pdf,BCCF0D14F2A29C30BFA67BC88D39E9D9A9C8144A12EE973435FB6481D2189294,2,90771,0,True,0,0,0,0,0
67,latin,paper09/interslavic/v001/Noether_Paper09_Section09_Interslavic_v001.tex,CBEBCA3B65A7723DBAD66B4461D2B7C29EF55EB27C2B4FDED689A7065DA2D233,02_tex/latin/067_Noether_Paper09_Section09_Interslavic_v001.tex,CBEBCA3B65A7723DBAD66B4461D2B7C29EF55EB27C2B4FDED689A7065DA2D233,01_unit_pdfs/latin/067_Noether_Paper09_Section09_Interslavic_v001.pdf,1EB2EA27C334B40E018677E4EB7FEEA4897BFC293FEB7FC0FAB5BD4438924530,2,95327,0,True,0,0,0,0,0
68,latin,paper09/interslavic/v001/Noether_Paper09_Section10_Interslavic_v001.tex,D71E719569E96B9533789747D885D90C026E134B49E9B80C4D154FC28EE8B23D,02_tex/latin/068_Noether_Paper09_Section10_Interslavic_v001.tex,D71E719569E96B9533789747D885D90C026E134B49E9B80C4D154FC28EE8B23D,01_unit_pdfs/latin/068_Noether_Paper09_Section10_Interslavic_v001.pdf,29933F5B1E7FA70EAE74BA7537D106A89BB03B52E7F11F0B70AD8DE9878322B9,1,78168,0,True,0,0,0,0,0
69,latin,paper10/interslavic/v001/Noether_Paper10_Intro_Section01_Interslavic_v001.tex,56D38C6E3E7F851B61D1CBF8BBB68180A5AF83AC56EA33404A51B94E9BB7647E,02_tex/latin/069_Noether_Paper10_Intro_Section01_Interslavic_v001.tex,56D38C6E3E7F851B61D1CBF8BBB68180A5AF83AC56EA33404A51B94E9BB7647E,01_unit_pdfs/latin/069_Noether_Paper10_Intro_Section01_Interslavic_v001.pdf,095BEB489E9C8667F3DFB76982CD46938DF383BC8B81FFC7BE3D586ACFF68482,2,98447,0,True,0,0,0,0,0
70,latin,paper10/interslavic/v001/Noether_Paper10_Section02_Interslavic_v001.tex,87595E112D87CF02E0621FE1BD897E5F97B92AABB8EA564CA87DA3DE81EF9FAA,02_tex/latin/070_Noether_Paper10_Section02_Interslavic_v001.tex,87595E112D87CF02E0621FE1BD897E5F97B92AABB8EA564CA87DA3DE81EF9FAA,01_unit_pdfs/latin/070_Noether_Paper10_Section02_Interslavic_v001.pdf,F094E814377F34219FDCEDB4F82B58DB5FFFFE95BE67E2649DB2CA64AC977505,1,77016,0,True,0,0,0,0,0
71,latin,paper10/interslavic/v001/Noether_Paper10_Section03_Interslavic_v001.tex,706A057C5F7676D5781232E8A2EC5068890D179CD89E22C76D41CC4A7031C061,02_tex/latin/071_Noether_Paper10_Section03_Interslavic_v001.tex,706A057C5F7676D5781232E8A2EC5068890D179CD89E22C76D41CC4A7031C061,01_unit_pdfs/latin/071_Noether_Paper10_Section03_Interslavic_v001.pdf,C4895D832E8DA9367E5315CC1C1DA2C293FCBBDC6760AACFFBD883D0F993E43E,2,88464,0,True,0,0,0,0,0
72,latin,paper10/interslavic/v001/Noether_Paper10_Section04_Interslavic_v001.tex,B4E680A0E72E2D5BE19D6414256846E501B97F6275D42AEA974A4061AF66796C,02_tex/latin/072_Noether_Paper10_Section04_Interslavic_v001.tex,B4E680A0E72E2D5BE19D6414256846E501B97F6275D42AEA974A4061AF66796C,01_unit_pdfs/latin/072_Noether_Paper10_Section04_Interslavic_v001.pdf,A86E014F658F12F86C9027ECA380EA5717F019F66F8D086C51D12E74AFB8A8AE,3,91582,0,True,0,0,0,0,0
73,latin,paper11/interslavic/v001/Noether_Paper11_Interslavic_v001.tex,72695DAF4E502518E5CA6DB5124D3941D1DCB5412A34D9BE50EE5572149BD78C,02_tex/latin/073_Noether_Paper11_Interslavic_v001.tex,72695DAF4E502518E5CA6DB5124D3941D1DCB5412A34D9BE50EE5572149BD78C,01_unit_pdfs/latin/073_Noether_Paper11_Interslavic_v001.pdf,DB3B7D89608C79E82EB6C9220C8167B123B4D047ACBC794485FD8949E0559DA5,6,138602,0,True,0,0,0,0,0
74,latin,paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex,D61AB9A4D39B0ED4B1C2983E9B5135792DC53D07FE288CB71E91C1B1D1A38C11,02_tex/latin/074_Noether_Paper12_Interslavic_v001.tex,D61AB9A4D39B0ED4B1C2983E9B5135792DC53D07FE288CB71E91C1B1D1A38C11,01_unit_pdfs/latin/074_Noether_Paper12_Interslavic_v001.pdf,3CA5CA8ADF8C72744A4629A1B63875A8391152EB5C18695623E53AC72C997D3A,5,120333,0,True,0,0,0,0,0
75,latin,paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex,F317EF2276BF6DEEF76C10EA98E9B7064EC3D3678A722C846F66705AD30EAF2D,02_tex/latin/075_Noether_Paper13_Interslavic_v001.tex,F317EF2276BF6DEEF76C10EA98E9B7064EC3D3678A722C846F66705AD30EAF2D,01_unit_pdfs/latin/075_Noether_Paper13_Interslavic_v001.pdf,B434AF10C03C67C07428EDAABAF3BF5EC1B46471B0EE8C3B1A73603FEDEB91F3,15,184280,0,True,0,0,0,0,0
76,latin,paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,40C64DFDB8C65C80043E026967AE8E4D2174D6101146CB2EABBE0AA937A23C12,02_tex/latin/076_Noether_Paper14_Interslavic_v001.tex,40C64DFDB8C65C80043E026967AE8E4D2174D6101146CB2EABBE0AA937A23C12,01_unit_pdfs/latin/076_Noether_Paper14_Interslavic_v001.pdf,C730D9EE7882CB4D6348F37942A91CE0EF7D2DD8084B7F8559CFFF84AB79734B,13,182427,0,True,0,0,0,0,0
77,latin,paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,9C686C9FD68C58846B29702932D56A08CF528656C92C95C33DD066DF0E6ABD32,02_tex/latin/077_Noether_Paper15_Interslavic_v001.tex,9C686C9FD68C58846B29702932D56A08CF528656C92C95C33DD066DF0E6ABD32,01_unit_pdfs/latin/077_Noether_Paper15_Interslavic_v001.pdf,DF2609965E52FD106F2BF8F23A4804DEF96F996416A00EA45D8E652D965E680B,13,170262,0,True,0,0,0,0,0
78,latin,paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,990DF214EADB065AACC58E590CDCFFE00469925A14BFC29B870B3F8AE813F1E3,02_tex/latin/078_Noether_Paper16_Interslavic_v001.tex,990DF214EADB065AACC58E590CDCFFE00469925A14BFC29B870B3F8AE813F1E3,01_unit_pdfs/latin/078_Noether_Paper16_Interslavic_v001.pdf,E26241560578740BFDCF22ACA3D8A415670452E90385D78F5548693AE090C6D0,5,122846,0,True,0,0,0,0,0
79,latin,paper17/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex,99D01332165321BB071572FA82F4A381FCD829E8EB4F255EC494A0F6533746B8,02_tex/latin/079_Noether_Paper17_Section03_Interslavic_v001.tex,99D01332165321BB071572FA82F4A381FCD829E8EB4F255EC494A0F6533746B8,01_unit_pdfs/latin/079_Noether_Paper17_Section03_Interslavic_v001.pdf,BE6062255B09FA8DCD45F11DCADEA12AC52BA52E65FF19AEA2D3189FA71AE2DE,1,85813,0,True,0,0,0,0,0
80,latin,paper17/interslavic/v001/Noether_Paper17_Section04_Interslavic_v001.tex,A094EBF8D3628B4D0898770BBEF8A9AF36D814F3E39D8BACC4AAC612DB06C2AD,02_tex/latin/080_Noether_Paper17_Section04_Interslavic_v001.tex,A094EBF8D3628B4D0898770BBEF8A9AF36D814F3E39D8BACC4AAC612DB06C2AD,01_unit_pdfs/latin/080_Noether_Paper17_Section04_Interslavic_v001.pdf,C72311B89B669AAB6D96B8820A799AA709CF8F11B78EA1D28E6FD21FDD8E6405,2,89586,0,True,0,0,0,0,0
81,latin,paper17/interslavic/v001/Noether_Paper17_Section05_Interslavic_v001.tex,0C848E899DC45FD1D37C7B736A222527548439E37D61266312523955A6638B87,02_tex/latin/081_Noether_Paper17_Section05_Interslavic_v001.tex,0C848E899DC45FD1D37C7B736A222527548439E37D61266312523955A6638B87,01_unit_pdfs/latin/081_Noether_Paper17_Section05_Interslavic_v001.pdf,85BB895BD402A537D7A7D15097078BD72774F63DDE866A6E82AAE901C09CC690,3,100694,0,True,0,0,0,0,0
82,latin,paper17/interslavic/v001/Noether_Paper17_Section06_Interslavic_v001.tex,18BB86FD9D9BAB141202D736FF577DBBE364F3E697B23BA664850429AA0EA276,02_tex/latin/082_Noether_Paper17_Section06_Interslavic_v001.tex,18BB86FD9D9BAB141202D736FF577DBBE364F3E697B23BA664850429AA0EA276,01_unit_pdfs/latin/082_Noether_Paper17_Section06_Interslavic_v001.pdf,1695E0CB44161E61BDE6E8E535A9C47D4EBFDF072E82D82DC82EA65C930F4393,2,102481,0,True,0,0,0,0,0
83,latin,paper17/interslavic/v001/Noether_Paper17_Section07_Interslavic_v001.tex,E568594361115C5D70A49BE43D1F175F062DC3D0A2A3C2699265F3534335DE39,02_tex/latin/083_Noether_Paper17_Section07_Interslavic_v001.tex,E568594361115C5D70A49BE43D1F175F062DC3D0A2A3C2699265F3534335DE39,01_unit_pdfs/latin/083_Noether_Paper17_Section07_Interslavic_v001.pdf,5EE68A30D932580122434DFBDA515DB3AC8F2F1088DE0A1676ECE81F01AE7A11,2,83775,0,True,0,0,0,0,0
84,latin,paper17/interslavic/v001/Noether_Paper17_Section08_Interslavic_v001.tex,C059425CFF56117F1F2D743CB3E481ACAC7210A5D6EDD4E9B8C05CE4D95AF300,02_tex/latin/084_Noether_Paper17_Section08_Interslavic_v001.tex,C059425CFF56117F1F2D743CB3E481ACAC7210A5D6EDD4E9B8C05CE4D95AF300,01_unit_pdfs/latin/084_Noether_Paper17_Section08_Interslavic_v001.pdf,A406F0345B26C0D80FEA736A336A1DBB39362E8BB6E672E4FAC6B8BCBC073E4D,2,92144,0,True,0,0,0,0,0
85,latin,paper17/interslavic/v001/Noether_Paper17_Section09_Interslavic_v001.tex,093623C9304AD7BF602035B61B2D0D9DA1E33EDAABE7D13E6E295ECE226C6E5A,02_tex/latin/085_Noether_Paper17_Section09_Interslavic_v001.tex,093623C9304AD7BF602035B61B2D0D9DA1E33EDAABE7D13E6E295ECE226C6E5A,01_unit_pdfs/latin/085_Noether_Paper17_Section09_Interslavic_v001.pdf,5499B516B24A9B5D3EEFD69C6CDB8706B85D0DBA1EC231EDA30A3B48C223EA50,2,95900,0,True,0,0,0,0,0
86,latin,paper17/interslavic/v001/Noether_Paper17_Section10_Interslavic_v001.tex,AAEF4FC7BF8DA1AC19E94328268F7C7EEB28D1A9790708B52042230BFCC83073,02_tex/latin/086_Noether_Paper17_Section10_Interslavic_v001.tex,AAEF4FC7BF8DA1AC19E94328268F7C7EEB28D1A9790708B52042230BFCC83073,01_unit_pdfs/latin/086_Noether_Paper17_Section10_Interslavic_v001.pdf,CF6F707D36CE8ECD3413A35AE1A76368A3FB695989257ADDFB3E6ADAC1A1ED12,4,116970,0,True,0,0,0,0,0
87,latin,paper17/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex,994EE694FBCF1052B9ADD447857C85A93E1112DCBA97EC7320559C6CB76B8ED5,02_tex/latin/087_Noether_Paper17_Section11_Interslavic_v001.tex,994EE694FBCF1052B9ADD447857C85A93E1112DCBA97EC7320559C6CB76B8ED5,01_unit_pdfs/latin/087_Noether_Paper17_Section11_Interslavic_v001.pdf,87C4AE5BC5B7CDAFE3020B4477DD27148C40984EBE1F65FDCBB8A4C772526BA0,2,95103,0,True,0,0,0,0,0
88,latin,paper17/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex,A8D6DF9927D254C77F17D51060E3BF3BAC8CDB3F8B2718A3F4E87922462C732F,02_tex/latin/088_Noether_Paper17_Section12_Interslavic_v001.tex,A8D6DF9927D254C77F17D51060E3BF3BAC8CDB3F8B2718A3F4E87922462C732F,01_unit_pdfs/latin/088_Noether_Paper17_Section12_Interslavic_v001.pdf,35BE6747F216E31FD4C7DBB91CEBF33F24193D20064992A6092E5BF2187F7121,4,85748,0,True,0,0,0,0,0
89,latin,paper17/interslavic/v001/Noether_Paper17_Through_Section02_Interslavic_v001.tex,54023FB42D0628A88BA537B8B1976BE82B176D8E4C65F8E7EB56279A1B58881B,02_tex/latin/089_Noether_Paper17_Through_Section02_Interslavic_v001.tex,54023FB42D0628A88BA537B8B1976BE82B176D8E4C65F8E7EB56279A1B58881B,01_unit_pdfs/latin/089_Noether_Paper17_Through_Section02_Interslavic_v001.pdf,5381A185D05BA8E804ED076F5E5E9E4A5CB8B396F557441B8EC97DF178A756C6,4,116248,0,True,0,0,0,0,0
90,latin,paper18/interslavic/v001/Noether_Paper18_Interslavic_v001.tex,3F0E978596BACF7DBEF4A82BD5AD6850F301D51CFB4EBBDFA7ACF0DE16812095,02_tex/latin/090_Noether_Paper18_Interslavic_v001.tex,3F0E978596BACF7DBEF4A82BD5AD6850F301D51CFB4EBBDFA7ACF0DE16812095,01_unit_pdfs/latin/090_Noether_Paper18_Interslavic_v001.pdf,B84C90EEADBD72BC5E32B8E89AC883C7B79851A9FEE54F7772503C48F79079C6,1,84164,0,True,0,0,0,0,0
91,latin,paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex,87CF2978446501456D8AB3B5142A42DE296FB153C618AD24247A6781D7474D76,02_tex/latin/091_Noether_Paper19_Introduction_Interslavic_v001.tex,87CF2978446501456D8AB3B5142A42DE296FB153C618AD24247A6781D7474D76,01_unit_pdfs/latin/091_Noether_Paper19_Introduction_Interslavic_v001.pdf,ED9D687E81B89758255E3B8A47FE9F6482FBA267D2E07EDEE35B18C4BD235256,3,101035,0,True,0,0,0,0,0
92,latin,paper19/interslavic/v001/Noether_Paper19_Section01_Interslavic_v001.tex,51AB183D876B79D59538B768E6031B97DF582A83B670572830344F2E89F9F7EF,02_tex/latin/092_Noether_Paper19_Section01_Interslavic_v001.tex,51AB183D876B79D59538B768E6031B97DF582A83B670572830344F2E89F9F7EF,01_unit_pdfs/latin/092_Noether_Paper19_Section01_Interslavic_v001.pdf,FF28B2BEE41E450AEA04FA513A8A6EA94C0835207F1DF9B0D4E474DFC963D426,2,95012,0,True,0,0,0,0,0
93,latin,paper19/interslavic/v001/Noether_Paper19_Section02_Interslavic_v001.tex,AF2D6AD522618224C22FEA08D2614D07A4C9948A6A5072CD3ABAC5FBAAB77ED6,02_tex/latin/093_Noether_Paper19_Section02_Interslavic_v001.tex,AF2D6AD522618224C22FEA08D2614D07A4C9948A6A5072CD3ABAC5FBAAB77ED6,01_unit_pdfs/latin/093_Noether_Paper19_Section02_Interslavic_v001.pdf,01BFC2F81547EFA9B918772C3F6E98E973584A10700D894BE86DB7E14C6C3A5B,2,97235,0,True,0,0,0,0,0
94,latin,paper19/interslavic/v001/Noether_Paper19_Section03_Interslavic_v001.tex,94EA7C64ECB9023B7C4FC8A4095BBFCB03F20610EBD2D7F6AF1DCD40E6E914F8,02_tex/latin/094_Noether_Paper19_Section03_Interslavic_v001.tex,94EA7C64ECB9023B7C4FC8A4095BBFCB03F20610EBD2D7F6AF1DCD40E6E914F8,01_unit_pdfs/latin/094_Noether_Paper19_Section03_Interslavic_v001.pdf,3B0A92079FFCAD092D2519219706FEE70D5FECDA7DACF10D725CD5C660466D80,3,98916,0,True,0,0,0,0,0
95,latin,paper19/interslavic/v001/Noether_Paper19_Section04_Interslavic_v001.tex,D99912775AF24B22315CCD4DE627BF57BC3A4FCC1F2DB6F1D691387AAE2BF20C,02_tex/latin/095_Noether_Paper19_Section04_Interslavic_v001.tex,D99912775AF24B22315CCD4DE627BF57BC3A4FCC1F2DB6F1D691387AAE2BF20C,01_unit_pdfs/latin/095_Noether_Paper19_Section04_Interslavic_v001.pdf,707356FB2D2EBC551B31D0CF1523593835EFEE51CE1662D32EA405B0AF219A3F,4,112343,0,True,0,0,0,0,0
96,latin,paper19/interslavic/v001/Noether_Paper19_Section05_Interslavic_v001.tex,10FD704355CD916B2AB066248125C825EA183E980AF2A5788707CABA6EFA27C6,02_tex/latin/096_Noether_Paper19_Section05_Interslavic_v001.tex,10FD704355CD916B2AB066248125C825EA183E980AF2A5788707CABA6EFA27C6,01_unit_pdfs/latin/096_Noether_Paper19_Section05_Interslavic_v001.pdf,16FF6961CC134C0E968F00B73FE8B3F601DCF1E0D645D440CB452B8070FDA533,2,104072,0,True,0,0,0,0,0
97,latin,paper19/interslavic/v001/Noether_Paper19_Section06_Interslavic_v001.tex,1823046993A77D0BD115ECE8A9956EB8E838F3F9210DEDD0541DB7EF19217928,02_tex/latin/097_Noether_Paper19_Section06_Interslavic_v001.tex,1823046993A77D0BD115ECE8A9956EB8E838F3F9210DEDD0541DB7EF19217928,01_unit_pdfs/latin/097_Noether_Paper19_Section06_Interslavic_v001.pdf,01E57682DA5E5CB922EB4DC2BA8B0E684CA04D08FC1DF816DE19AB3603F37486,4,113950,0,True,0,0,0,0,0
98,latin,paper19/interslavic/v001/Noether_Paper19_Section07_Interslavic_v001.tex,CBA4ABF850CBEBCA6F7639E0FA93D01D1EECEB575C311FA2D5339BA78AF33421,02_tex/latin/098_Noether_Paper19_Section07_Interslavic_v001.tex,CBA4ABF850CBEBCA6F7639E0FA93D01D1EECEB575C311FA2D5339BA78AF33421,01_unit_pdfs/latin/098_Noether_Paper19_Section07_Interslavic_v001.pdf,7D6541003267BDA31CE8753B301FDDC1D9FA15E941240D7EDCACE082F9B1EF54,2,87641,0,True,0,0,0,0,0
99,latin,paper19/interslavic/v001/Noether_Paper19_Section08_Interslavic_v001.tex,8E540EA5F5E76AAB0480F63792B0B191A46D9A3FCCF0158EEAD4B1EF34DE3255,02_tex/latin/099_Noether_Paper19_Section08_Interslavic_v001.tex,8E540EA5F5E76AAB0480F63792B0B191A46D9A3FCCF0158EEAD4B1EF34DE3255,01_unit_pdfs/latin/099_Noether_Paper19_Section08_Interslavic_v001.pdf,779FBB9987DD00207241E6E0116CDF2C8742C9ED9BC4AC02127D0A01A5959593,2,99984,0,True,0,0,0,0,0
100,latin,paper19/interslavic/v001/Noether_Paper19_Section09_Interslavic_v001.tex,E7C0D4DBB370A4E152BCB000F1E0266CF7499BDA0C94120B31E5567CB176DB44,02_tex/latin/100_Noether_Paper19_Section09_Interslavic_v001.tex,E7C0D4DBB370A4E152BCB000F1E0266CF7499BDA0C94120B31E5567CB176DB44,01_unit_pdfs/latin/100_Noether_Paper19_Section09_Interslavic_v001.pdf,FF8C80429D155B02D16DF62F8EF992A1CA442510896520C3F4858911BC18B650,3,99745,0,True,0,0,0,0,0
101,latin,paper19/interslavic/v001/Noether_Paper19_Section10_Interslavic_v001.tex,146F432842B88426C9DF81A8C6E639FE665D6091FFB71951BD1017398B605E09,02_tex/latin/101_Noether_Paper19_Section10_Interslavic_v001.tex,146F432842B88426C9DF81A8C6E639FE665D6091FFB71951BD1017398B605E09,01_unit_pdfs/latin/101_Noether_Paper19_Section10_Interslavic_v001.pdf,8A05B1731D9FBF2C0BF6B92197362E9A21B7D683794333A417B916A3FDFBE3EA,3,84396,0,True,0,0,0,0,0
