token,lemma,count,files,insert_class,proposed_english_gloss,priority_score,source_use,permitted_use_weight,status,top_files
črěz,črěz,11,3,content_or_inflection_candidate,pending; internal corpus token,0.9023,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex; translations/paper34/section06/interslavic/v001/Noether_Paper34_Section06_Interslavic_v001.tex; translations/paper34/source_fidelity_section24/interslavic/v001/Noether_Paper34_Section24_SourceFidelity_Interslavic_v001.tex
ahu,ahu,11,2,function_or_proof_register,pending; internal corpus token,0.8915,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper02/interslavic/v001/Noether_Paper02_Section26_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section25_Interslavic_v001.tex
lu,lu,11,2,function_or_proof_register,pending; internal corpus token,0.8915,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper02/interslavic/v001/Noether_Paper02_Section26_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section25_Interslavic_v001.tex
slaby,slaby,11,1,content_or_inflection_candidate,pending; internal corpus token,0.8806,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper30/section05/interslavic/v001/Noether_Paper30_Section05_Interslavic_v001.tex
naležat,nalež-*,10,10,content_or_inflection_candidate,pending; internal corpus token,0.9442,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section21_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex
fiksovano,fiksovano,10,10,content_or_inflection_candidate,pending; internal corpus token,0.9442,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section05_Interslavic_v001.tex; translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex
njem,njem,10,10,content_or_inflection_candidate,pending; internal corpus token,0.9442,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section11_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section04_Interslavic_v001.tex
ten,ten,10,10,function_or_proof_register,pending; internal corpus token,0.9442,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper04/interslavic/v001/Noether_Paper04_Section07_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
ber,ber,10,10,function_or_proof_register,pending; internal corpus token,0.9442,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper05/interslavic/v001/Noether_Paper05_Interslavic_v001.tex; translations/paper18/interslavic/v001/Noether_Paper18_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex
važiti,važiti,10,9,content_or_inflection_candidate,pending; internal corpus token,0.9337,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper17/interslavic/v001/Noether_Paper17_Through_Section02_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section07_Interslavic_v001.tex
jemu,jemu,10,9,content_or_inflection_candidate,pending; internal corpus token,0.9337,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex
postupka,postupka,10,9,content_or_inflection_candidate,pending; internal corpus token,0.9337,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper04/interslavic/v001/Noether_Paper04_Section06_Interslavic_v001.tex; translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex
nahodet,nahodet,10,9,content_or_inflection_candidate,pending; internal corpus token,0.9337,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section11_Interslavic_v001.tex
nazyvajemo,nazyv-*,10,9,content_or_inflection_candidate,pending; internal corpus token,0.9337,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper17/interslavic/v001/Noether_Paper17_Section05_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex
nekoje,nekoje,10,9,content_or_inflection_candidate,pending; internal corpus token,0.9337,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper19/interslavic/v001/Noether_Paper19_Section02_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section01_Interslavic_v001.tex
pokazyvajut,pokaz-*,10,9,content_or_inflection_candidate,pending; internal corpus token,0.9337,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper10/interslavic/v001/Noether_Paper10_Intro_Section01_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section12_Interslavic_v001.tex; translations/paper07/interslavic/v001/Noether_Paper07_Interslavic_v001.tex
izslědovanja,izslědovanja,10,8,content_or_inflection_candidate,pending; internal corpus token,0.9232,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex; translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex
obojih,obojih,10,8,content_or_inflection_candidate,pending; internal corpus token,0.9232,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex; translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex; translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex
zaměnu,zaměnu,10,8,content_or_inflection_candidate,pending; internal corpus token,0.9232,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper02/interslavic/v001/Noether_Paper02_Section14_Interslavic_v001.tex; translations/paper03/interslavic/v001/Noether_Paper03_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex
dostavaje,dostavaje,10,8,content_or_inflection_candidate,pending; internal corpus token,0.9232,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper11/interslavic/v001/Noether_Paper11_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section17_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section20_Interslavic_v001.tex
osim,osim,10,8,content_or_inflection_candidate,pending; internal corpus token,0.9232,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper04/interslavic/v001/Noether_Paper04_Section06_Interslavic_v001.tex; translations/paper30/section08/interslavic/v001/Noether_Paper30_Section08_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section07_Interslavic_v001.tex
ispolnjene,ispolnjene,10,8,content_or_inflection_candidate,pending; internal corpus token,0.9232,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex; translations/paper10/interslavic/v001/Noether_Paper10_Section03_Interslavic_v001.tex
my,my,10,7,function_or_proof_register,pending; internal corpus token,0.9127,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper04/interslavic/v001/Noether_Paper04_Section08_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex
uvod,uvod,10,7,content_or_inflection_candidate,pending; internal corpus token,0.9127,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Through_Section02_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex
obstajajut,obstaj-*,10,7,content_or_inflection_candidate,pending; internal corpus token,0.9127,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper19/interslavic/v001/Noether_Paper19_Section08_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex
nedavno,nedavno,10,7,content_or_inflection_candidate,pending; internal corpus token,0.9127,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex
izhodnoj,izhodnoj,10,6,content_or_inflection_candidate,pending; internal corpus token,0.9022,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex; translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex
nastale,nastale,10,6,content_or_inflection_candidate,pending; internal corpus token,0.9022,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper02/interslavic/v001/Noether_Paper02_Section14_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section12_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section13_Interslavic_v001.tex
vobće,vobće,10,6,content_or_inflection_candidate,pending; internal corpus token,0.9022,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section12_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section13_Interslavic_v001.tex
posebno,posebno,10,6,content_or_inflection_candidate,pending; internal corpus token,0.9022,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper34/section02/interslavic/v001/Noether_Paper34_Section02_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex; translations/paper34/section08/interslavic/v001/Noether_Paper34_Section08_Interslavic_v001.tex
metodami,metodami,10,6,content_or_inflection_candidate,pending; internal corpus token,0.9022,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
uvodu,uvodu,10,6,content_or_inflection_candidate,pending; internal corpus token,0.9022,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex; translations/paper20/interslavic/v001/Noether_Paper20_Interslavic_v001.tex; translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex
glede,glede,10,5,content_or_inflection_candidate,pending; internal corpus token,0.8917,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex; translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section05_Interslavic_v001.tex
istočasno,istočasno,10,5,content_or_inflection_candidate,pending; internal corpus token,0.8917,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper06/interslavic/v001/Noether_Paper06_Section13_Interslavic_v001.tex; translations/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex; translations/paper34/source_fidelity_section18_19/interslavic/v001/Noether_Paper34_Section18_19_SourceFidelity_Interslavic_v001.tex
sovkupnost,sovkupnost,10,5,content_or_inflection_candidate,pending; internal corpus token,0.8917,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper09/interslavic/v001/Noether_Paper09_Section04_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section06_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section05_Interslavic_v001.tex
obhvača,obhvača,10,5,content_or_inflection_candidate,pending; internal corpus token,0.8917,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
