token,count,files,old_classification,new_classification,recommended_action,note,existing_group_id,existing_lemma,dictionary_isv,dictionary_en,dictionary_pos,top_files
dodavanje,8,8,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group by-adding (dodanje); match=head_match_dodav,by-adding,dodanje,,,,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section07_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex
izslědovanj,8,8,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group investigation (izslědovanje); match=head_match_izslě,investigation,izslědovanje,,,,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex
naše,8,8,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section26_Interslavic_v001.tex; translations/paper03/interslavic/v001/Noether_Paper03_Interslavic_v001.tex
dostavajut,8,8,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-dostati (dostati/dobyti); match=head_match_dosta,reg-dostati,dostati/dobyti,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section18_Interslavic_v001.tex
njim,8,8,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section07_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section09_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section08_Interslavic_v001.tex
obě,8,8,short_function_or_artifact,tex_or_short_artifact,exclude_or_stop,TeX/math residue or too short to classify as lexicon without context,,,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section08_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
recimo,8,8,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group say-for-instance (recimo); match=exact_variant,say-for-instance,recimo,,,,translations/paper06/interslavic/v001/Noether_Paper06_Section05_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section07_Interslavic_v001.tex
tutom,8,8,low_frequency_backlog,dictionary_function_or_register,stop_or_register_review,Community dictionary match (exact); POS=adv.; decide stoplist vs register,,,v tutom momentu,"at this moment, right now",adv.,translations/paper07/interslavic/v001/Noether_Paper07_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex
prvu,8,7,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-prvy (prvy); match=exact_variant,reg-prvy,prvy,,,,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex
vede,8,7,low_frequency_backlog,proof_register_candidate,insert_internal_register,Corpus proof/register word; internal insertion only pending linguistic review,,,,,,translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section05_Interslavic_v001.tex
našem,8,7,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper04/interslavic/v001/Noether_Paper04_Section03_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex
dopolniti,8,7,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
podrobno,8,7,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group in-detail (podrobno); match=exact_variant,in-detail,podrobno,,,,translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex; translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex
právě,8,7,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group precisely-prave (právě (variant)); match=exact_variant,precisely-prave,právě (variant),,,,translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex; translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex
tolkovanje,8,7,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group interpretation (tolkovanje); match=exact_variant,interpretation,tolkovanje,,,,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section05_Interslavic_v001.tex
poznany,8,7,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-znati (znati); match=exact_variant,reg-znati,znati,,,,translations/paper19/interslavic/v001/Noether_Paper19_Section03_Interslavic_v001.tex; translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex
dvěma,8,7,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section01_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section04_Interslavic_v001.tex
vrěme,8,7,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_vrěme); needs corpus-context class,,,jedino pytańje vrěmene,only a question of time,phrase,translations/paper07/interslavic/v001/Noether_Paper07_Interslavic_v001.tex; translations/paper02/interslavic/v001/Noether_Paper02_Section21_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex
izvesti,8,7,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group carry-out (provesti / izvesti); match=exact_variant,carry-out,provesti / izvesti,,,,translations/paper07/interslavic/v001/Noether_Paper07_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section09_Interslavic_v001.tex
zaměnjajut,8,7,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group substitution (zaměna); match=head_match_zaměn,substitution,zaměna,,,,translations/paper20/interslavic/v001/Noether_Paper20_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section03_Interslavic_v001.tex; translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex
opreděljenoj,8,7,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group well-defined (jednoznačno oprěděljeny); match=head_match_opred,well-defined,jednoznačno oprěděljeny,,,,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section03_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section05_Interslavic_v001.tex
obščem,8,7,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group generality (obščnost); match=head_match_obšče,generality,obščnost,,,,translations/paper06/interslavic/v001/Noether_Paper06_Section06_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section14_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
izražaje,8,7,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group expresses (vyražati); match=head_match_izraž,expresses,vyražati,,,,translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex
nastupati,8,7,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-nastupati (nastupati); match=exact_variant,reg-nastupati,nastupati,,,,translations/paper17/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
prirěditi,8,7,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group assign (prirěditi); match=exact_variant,assign,prirěditi,,,,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Through_Section02_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section11_Interslavic_v001.tex
lěvo,8,7,low_frequency_backlog,dictionary_function_or_register,stop_or_register_review,Community dictionary match (exact); POS=adv.; decide stoplist vs register,,,lěvo,left,adv.,translations/paper34/section14/interslavic/v001/Noether_Paper34_Section14_Interslavic_v001.tex; translations/paper34/section01/interslavic/v001/Noether_Paper34_Section01_Interslavic_v001.tex; translations/paper34/section02/interslavic/v001/Noether_Paper34_Section02_Interslavic_v001.tex
prěvod,8,7,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (exact); needs corpus-context class,,,prěvod,translation,m.,translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex; translations/paper34/source_fidelity_section21/interslavic/v001/Noether_Paper34_Section21_SourceFidelity_Interslavic_v001.tex; translations/paper34/source_fidelity_section22/interslavic/v001/Noether_Paper34_Section22_SourceFidelity_Interslavic_v001.tex
napriměr,8,6,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-napr. (napr.); match=head_match_napr,reg-napr.,napr.,,,,translations/paper19/interslavic/v001/Noether_Paper19_Section12_Interslavic_v001.tex; translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex; translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex
treh,8,6,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section03_Interslavic_v001.tex
hoču,8,6,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper03/interslavic/v001/Noether_Paper03_Interslavic_v001.tex; translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex; translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex
opirajut,8,6,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-opirati se (opirati se); match=head_match_opira,reg-opirati se,opirati se,,,,translations/paper19/interslavic/v001/Noether_Paper19_Section09_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex
libovolno,8,6,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group arbitrary (libovoljny); match=head_match_libov,arbitrary,libovoljny,,,,translations/paper04/interslavic/v001/Noether_Paper04_Introduction_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section05_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section03_Interslavic_v001.tex
pokazujut,8,6,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-pokazati (pokazati); match=head_match_pokaz,reg-pokazati,pokazati,,,,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section02_Interslavic_v001.tex; translations/paper04/interslavic/v001/Noether_Paper04_Section06_Interslavic_v001.tex
