ordinal,relative_path,bytes,sha256,role,scope,public_caveat,supersedes
1,01_proposition2_3_statement/independent_review/INDEPENDENT_FINAL_AUDIT_PASS.md,5961,0720E6ED70DE00B28AE0632E941CFC1005EDF0D8E4DB45519908F8917AA85F80,provenance_audit_or_readme,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
253,09_checkpoint_controls/artifact_tool_csv_qa/17_07_corollary2_6_derivation_line3455_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_04.png,9810,302338D2B553CC5DD1995756E8964CB4514EFD01E95EF10547E14285AAE18456,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
254,09_checkpoint_controls/artifact_tool_csv_qa/17_07_corollary2_6_derivation_line3455_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1538,7B6E8E9EC1AC19730866231FE497C576179F3B51F7F9B4CA7B238BC9A9422699,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
255,09_checkpoint_controls/artifact_tool_csv_qa/17_07_corollary2_6_derivation_line3455_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,801,5432D2C6EB0613D8E169508784373F267E36342E97D258BF1C428EB2C2C9DA51,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
256,09_checkpoint_controls/artifact_tool_csv_qa/18_07_corollary2_6_derivation_line3455_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
257,09_checkpoint_controls/artifact_tool_csv_qa/18_07_corollary2_6_derivation_line3455_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,7149,5A6CD504C970938091935B08A4290C079DF3403CDD448E37936764D8ACF4E5AA,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
258,09_checkpoint_controls/artifact_tool_csv_qa/18_07_corollary2_6_derivation_line3455_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,74921,573DBA7DD069F35B4703B8145268FF820F178A533C9ECE1B6C5349EE85584CBD,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
259,09_checkpoint_controls/artifact_tool_csv_qa/18_07_corollary2_6_derivation_line3455_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,156642,886BF3E259EF7A507F132449FF8E563D57C822FE56FADD0CCCC1D2D7DB2CEB89,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
260,09_checkpoint_controls/artifact_tool_csv_qa/18_07_corollary2_6_derivation_line3455_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,139439,818E9AD92C659C3DC0FBB38BDF5DA4278D3B4DA2428BB9041FBB14897EC072A3,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
261,09_checkpoint_controls/artifact_tool_csv_qa/18_07_corollary2_6_derivation_line3455_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1344,604AAC89D2BDC959F70BBEAFAAB232A8C99EB10E3541401C1492D0FC609AEDA6,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
262,09_checkpoint_controls/artifact_tool_csv_qa/18_07_corollary2_6_derivation_line3455_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,630,87771FA724D8163C92FD4BC01AFEDAD40B04A5FAA2ABAD2567A9BDF87ABA965F,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
263,09_checkpoint_controls/artifact_tool_csv_qa/19_08_corollary2_6_editor_note_line3456_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
264,09_checkpoint_controls/artifact_tool_csv_qa/19_08_corollary2_6_editor_note_line3456_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,28970,4A1690028E1F5E6310D5484B32821B40D74912693CBC196CB150A4E3CEAEC79A,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
265,09_checkpoint_controls/artifact_tool_csv_qa/19_08_corollary2_6_editor_note_line3456_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,320591,E8351ED4DE0B49C0C0145C2E861AC12CA7DA8CFA6663B834FE51DECD53A5252F,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
266,09_checkpoint_controls/artifact_tool_csv_qa/19_08_corollary2_6_editor_note_line3456_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,477691,FDC80DF45F61B86ABBA9B466847C34A0418768FC5CAF8842D8C00CFA28359B36,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
267,09_checkpoint_controls/artifact_tool_csv_qa/19_08_corollary2_6_editor_note_line3456_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,490468,335CF56C9CF896F547EB4BD7ADACB2AA13F2221752351222FBBAF653BD0193D6,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
268,09_checkpoint_controls/artifact_tool_csv_qa/19_08_corollary2_6_editor_note_line3456_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_04.png,263483,AB01ECF0F90142265DE3A69DD76910DCFF5B876DE5DA001FCD2979F92278C34F,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
269,09_checkpoint_controls/artifact_tool_csv_qa/19_08_corollary2_6_editor_note_line3456_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1543,FDBDF6270882D7CFE39E1E30E3C4A0C628579F382AD5B6F2D3300D3A317AC763,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
270,09_checkpoint_controls/artifact_tool_csv_qa/19_08_corollary2_6_editor_note_line3456_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,643,7FD09894CD37916DAAE8EDE60CC4229AADE6B29F2B1B93FAAB65BA532F024515,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
271,09_checkpoint_controls/artifact_tool_csv_qa/20_08_corollary2_6_editor_note_line3456_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
272,09_checkpoint_controls/artifact_tool_csv_qa/20_08_corollary2_6_editor_note_line3456_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,20463,EB10DF4785CFC306EA56E01B8F875DA10896DA01DAC0E1C7808ED7EDD4B6DAEB,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
273,09_checkpoint_controls/artifact_tool_csv_qa/20_08_corollary2_6_editor_note_line3456_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,236021,1183A1C028B0A8A47068891E56DBA1858B502C7C2438D58D033E38D02C76A8A8,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
274,09_checkpoint_controls/artifact_tool_csv_qa/20_08_corollary2_6_editor_note_line3456_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,468232,244552DCCACDBA84E96677D5C21A60B1D2C06CA75CC207E96C543EBDCEA6C37B,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
275,09_checkpoint_controls/artifact_tool_csv_qa/20_08_corollary2_6_editor_note_line3456_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,390476,9AB2C43E374386C049C96C94F890F5D21A45D521131C1981FFBC191A0728DAFF,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
276,09_checkpoint_controls/artifact_tool_csv_qa/20_08_corollary2_6_editor_note_line3456_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1346,793420C5C3E2524EC62DAEB8E81A2B724B2A0CEFC499D8C2866458B9DB175627,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
277,09_checkpoint_controls/artifact_tool_csv_qa/20_08_corollary2_6_editor_note_line3456_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,593,A58EA219659DBA1A07E6239B40CF932FCFAD3937E7F4B32CA54736488C7644AE,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
278,09_checkpoint_controls/artifact_tool_csv_qa/21_09_checkpoint_controls_CHECKPOINT_DECISION_LEDGER_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
279,09_checkpoint_controls/artifact_tool_csv_qa/21_09_checkpoint_controls_CHECKPOINT_DECISION_LEDGER_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,4419,07CD3494B0A1F28E0A3C5DE37565B80D18A5B9DB26C369122A71184253346E5C,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
280,09_checkpoint_controls/artifact_tool_csv_qa/21_09_checkpoint_controls_CHECKPOINT_DECISION_LEDGER_csv/ARTIFACT_TOOL_QA_PANEL_01.png,156361,DDCCF069B5CD34AC86F48E1B21D9F559D9FD3E62AEB89262FB9A88604C688C4F,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
281,09_checkpoint_controls/artifact_tool_csv_qa/21_09_checkpoint_controls_CHECKPOINT_DECISION_LEDGER_csv/ARTIFACT_TOOL_QA_PANEL_02.png,53508,1F2D6DAE5BA2E121A83493E9812987393AEB79A072089F7AE2D751608B617EDF,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
282,09_checkpoint_controls/artifact_tool_csv_qa/21_09_checkpoint_controls_CHECKPOINT_DECISION_LEDGER_csv/ARTIFACT_TOOL_RECEIPT.json,1163,92A636E368428D1685723BD3EC4C27A0504BD7E37BEB15070D38F45472529984,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
283,09_checkpoint_controls/artifact_tool_csv_qa/21_09_checkpoint_controls_CHECKPOINT_DECISION_LEDGER_csv/ARTIFACT_TOOL_REGION.ndjson,1296,5EBB10D2AFD78B9CE021A76A8935D5E251715E72D8A88B0ABF1B6C91CC1484B5,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
284,09_checkpoint_controls/artifact_tool_csv_qa/22_09_checkpoint_controls_CHECKPOINT_UNIT_LEDGER_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
285,09_checkpoint_controls/artifact_tool_csv_qa/22_09_checkpoint_controls_CHECKPOINT_UNIT_LEDGER_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,12100,C8692FC28C9B17745613F45661FDE6ACC5029D288C3AABBDCA937F0F547E1A94,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
286,09_checkpoint_controls/artifact_tool_csv_qa/22_09_checkpoint_controls_CHECKPOINT_UNIT_LEDGER_csv/ARTIFACT_TOOL_QA_PANEL_01.png,97747,0C6E7C423FEC3C8D981D84A75785E897B9AD60EF6B0CAAA6522BC302444C17CD,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
287,09_checkpoint_controls/artifact_tool_csv_qa/22_09_checkpoint_controls_CHECKPOINT_UNIT_LEDGER_csv/ARTIFACT_TOOL_QA_PANEL_02.png,183961,16F6EEB113A6838A1B9D3368645F8EADAF5578967410085B8729C359033DE32B,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
288,09_checkpoint_controls/artifact_tool_csv_qa/22_09_checkpoint_controls_CHECKPOINT_UNIT_LEDGER_csv/ARTIFACT_TOOL_QA_PANEL_03.png,194029,020542DBE7834F7F8507359A7F88BB2910E7EF9DE6091B9DE3ADFA9C7B1D59F2,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
289,09_checkpoint_controls/artifact_tool_csv_qa/22_09_checkpoint_controls_CHECKPOINT_UNIT_LEDGER_csv/ARTIFACT_TOOL_QA_PANEL_04.png,106336,44D5696E885B5D23267F35120957C6232A38986C68828CEF4B6348F4DADE5A2D,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
290,09_checkpoint_controls/artifact_tool_csv_qa/22_09_checkpoint_controls_CHECKPOINT_UNIT_LEDGER_csv/ARTIFACT_TOOL_RECEIPT.json,1538,A6D9BB925589DB5B91B1D7A6377373E626E8D79C5C3F65CDE07A10CA700362E8,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
291,09_checkpoint_controls/artifact_tool_csv_qa/22_09_checkpoint_controls_CHECKPOINT_UNIT_LEDGER_csv/ARTIFACT_TOOL_REGION.ndjson,999,EA418260DE89005174F9623ADFA57E7D363C81AFED0427E67C1DB7A578BB6824,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
292,09_checkpoint_controls/artifact_tool_csv_qa/23_09_checkpoint_controls_RIGHTS_BLOCKED_VISUAL_WITNESS_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
293,09_checkpoint_controls/artifact_tool_csv_qa/23_09_checkpoint_controls_RIGHTS_BLOCKED_VISUAL_WITNESS_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,2755,39523AD8A88AD8DAE06D04017A6E370EFDE4C8E47BE80B45C15ACEB173A81DBE,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
294,09_checkpoint_controls/artifact_tool_csv_qa/23_09_checkpoint_controls_RIGHTS_BLOCKED_VISUAL_WITNESS_csv/ARTIFACT_TOOL_QA_PANEL_01.png,48797,70EF3A5215472E6CCF0714226E0249CE350EED00109FF433E54CE343B1EC341C,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
295,09_checkpoint_controls/artifact_tool_csv_qa/23_09_checkpoint_controls_RIGHTS_BLOCKED_VISUAL_WITNESS_csv/ARTIFACT_TOOL_QA_PANEL_02.png,45074,EA7A094530ABD35E6B32224395BB74A98BB17B26993900548E0BE831667969D9,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
296,09_checkpoint_controls/artifact_tool_csv_qa/23_09_checkpoint_controls_RIGHTS_BLOCKED_VISUAL_WITNESS_csv/ARTIFACT_TOOL_QA_PANEL_03.png,39895,B949A37A733803F59A9340E48D6E067780F5E04F29AB884C0C8FF28F2D49940A,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
297,09_checkpoint_controls/artifact_tool_csv_qa/23_09_checkpoint_controls_RIGHTS_BLOCKED_VISUAL_WITNESS_csv/ARTIFACT_TOOL_RECEIPT.json,1350,73072166800101A1C7A4312747CA36569E63D32546F4AA4F8F3FE933E986DA63,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
298,09_checkpoint_controls/artifact_tool_csv_qa/23_09_checkpoint_controls_RIGHTS_BLOCKED_VISUAL_WITNESS_csv/ARTIFACT_TOOL_REGION.ndjson,908,DBC6C1C57AF4A02FDDF8999F9799EECD91EA6289E4168DA03838A2F335D44DFA,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
299,09_checkpoint_controls/artifact_tool_csv_qa/24_09_checkpoint_controls_SANITIZATION_LEDGER_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
300,09_checkpoint_controls/artifact_tool_csv_qa/24_09_checkpoint_controls_SANITIZATION_LEDGER_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,3358,E0DC56B37D9D436B5C40D3564488B78BA7169159CC573EBC5D81B090BF8AD7F5,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
301,09_checkpoint_controls/artifact_tool_csv_qa/24_09_checkpoint_controls_SANITIZATION_LEDGER_csv/ARTIFACT_TOOL_QA_PANEL_01.png,153937,5873CA78685759CD33B134F7B41C5C65297B867ECAA2CD1DA778D3D7EBBE8908,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
302,09_checkpoint_controls/artifact_tool_csv_qa/24_09_checkpoint_controls_SANITIZATION_LEDGER_csv/ARTIFACT_TOOL_RECEIPT.json,965,F780ED3DD63C539D4923070BDB42252FF89A86486040D6DA554F205CE216A431,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
303,09_checkpoint_controls/artifact_tool_csv_qa/24_09_checkpoint_controls_SANITIZATION_LEDGER_csv/ARTIFACT_TOOL_REGION.ndjson,1072,C33ACB2FC64B1909044A0D7E3716754B6152409C69B6C29D75EDE8675A48AFB5,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
304,PUBLICATION_READINESS.md,2957,2FC00CBE98D2A51B2676C1227042793F0695B1DB326389FF9194FFE7493119F7,provenance_audit_or_readme,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
305,README.md,2200,3ABECCFD163FAB3A3F0180C51FD12D10DAB6CBBE0AB42E85B08EAFB154A8BC64,provenance_audit_or_readme,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
