self_correction_id,discovered_at_checkpoint,affected_unit,affected_file,affected_locator,error_class,original_form,corrected_form,occurrence_count,detection_channel,propagation_scope,propagation_check,status,superseded_artifact
FAC-SELF-0056,II_4_49_documentation_preflight,NA,lead_identity_query,foreach_spacing,verification_command_syntax,"a compressed read-only identity query omitted whitespace after the foreach in keyword and PowerShell rejected it before execution","replaced the loop with a direct Get-Item pipeline and explicit ForEach-Object block",0,lead_parser_failure_review,"read-only identity query only; no source control build or document byte changed","successor query returns exact path byte and SHA identities plus the self-correction occurrence sum",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0057,II_4_50_r1,FAC-EN-U0048,english_source_first_workpass/source/components/048_II_4_50_projective_modules_vector_fiber_spaces.tex,"corollary items ii-iii; rendered page 45",corollary_item_layout,"items (ii) and (iii) followed preceding text inline because phantomsection labels did not themselves force new paragraphs","added explicit paragraph boundaries and no-indent starts so all three source-listed items render on distinct lines",2,lead_rendered_visual_review,"FAC no.50 English component and future labeled enumerated source lists","r2 page 45 visibly separates items i ii iii while preserving wording and labels",corrected_before_admission,english_source_first_workpass/build_checkpoint_II_4_50_r1_provisional_layout
FAC-SELF-0058,II_4_50_revision_freeze,FAC-EN-U0048,english_source_first_workpass/build_checkpoint_II_4_50_r1,whole_provisional_checkpoint,no_overwrite_provenance,"the corrected layout was initially rebuilt into the same provisional r1 build directory and replaced its transient binary/log files","declared r1 non-adjudicative history and created a fresh r2 then r3 no-overwrite checkpoint; only the newest clean successor may enter manifests",1,lead_provenance_review,"English no.50 generated build artifacts only; source text and French layers were unaffected","admitted manifests exclude r1 and bind the fresh r3 checkpoint with exact hashes",provenance_corrected_before_admission,english_source_first_workpass/build_checkpoint_II_4_50_r1
FAC-SELF-0059,II_4_50_normalization_replay,FAC-EN-U0048,lead_normalization_generator_wrapper,post_script_exit_check,verification_command_logic,"the wrapper tested LASTEXITCODE after a PowerShell script invocation; the variable was unset and the wrapper falsely reported failure after the generator had already completed successfully","removed the invalid native-process exit-code test and verified the generated CSV directly by parse count policy counts bytes and SHA",0,lead_generated_output_replay,"wrapper status only; the successfully generated occurrence ledger source files and PDFs were not changed by the false report","successor query parses 2059 rows and reports exact N0063-N0067 counts plus the generated file identity",operationally_corrected_before_admission,none_generator_output_was_valid
FAC-SELF-0060,II_4_50_validation_preflight,NA,lead_csv_identity_query,foreach_pipeline_parenthesization,verification_command_syntax,"a read-only foreach statement was piped directly to ConvertTo-Json without an enclosing expression and PowerShell rejected the empty pipeline element before execution","collected the loop output in an explicit result array and serialized that array after the loop",0,lead_parser_failure_review,"read-only CSV identity query only; no source ledger build PDF or generated CSV changed","successor query returns all ten CSV row column byte and SHA identities",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0061,III_1_51_normalization_preflight,FAC-EN-U0049,controls/generate_english_normalization_occurrences.ps1,FAC-EN-N0063_rationale_scope,normalization_policy_scope,"N0063 matched projective spaces and varieties as well as modules but its provisional rationale described module terminology only","broadened the source form and rationale to cover the same mathematically standard adjective in module space and variety contexts without changing any English occurrence",23,lead_policy_scope_review,"all N0063 occurrence-ledger rationales; manuscript text French layers and PDFs unchanged","regenerated rows must retain stable occurrence locators while carrying the corrected general rationale",corrected_before_next_generation,provisional_N0063_policy_rationale
FAC-SELF-0062,III_1_51_reference_scaffold,FAC-EN-U0049,english_source_first_workpass/source/components/049_III_1_51_projective_space_notation.tex,"projective-space definition and affine-cover anchors",anchor_insertion_position,"two newly added phantomsection anchors were provisionally placed after the first source line of their paragraphs and therefore split the TeX sentence internally","moved each anchor immediately before its complete paragraph before any build",0,lead_source_structure_review,"unbuilt English no.51 component only; wording mathematics and rendered PDFs unaffected","source inspection shows each label precedes rather than interrupts its paragraph and the next clean build resolves all labels",corrected_before_build,none_no_artifact_created
FAC-SELF-0063,III_1_52_validation_preflight,NA,lead_csv_schema_query,header_property_discovery,verification_command_logic,"a read-only validation query attempted to discover CSV columns by converting the header line alone as data; ConvertFrom-Csv returned no object and the query emitted zero-column false results plus parser diagnostics","discarded the false output and derived column names from the first object returned by Import-Csv before rerunning the checks",0,lead_parser_failure_review,"read-only CSV validation query only; no source ledger build PDF manifest or generated CSV changed","successor query reports the actual schema widths unique stable IDs and formula-safety result for all ten CSV controls",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0064,III_1_52_validation_replay,NA,lead_checkpoint_replay,error_message_interpolation,verification_command_syntax,"the first consolidated replay command placed a colon immediately after an interpolated PowerShell variable name; the parser rejected the command before any check ran","rewrote the diagnostic string with an explicitly delimited variable name and reran the same read-only checks",0,lead_parser_failure_review,"read-only checkpoint replay command only; no source ledger build PDF manifest or validation artifact changed","successor replay parses validation and checks the manifest CSV controls semantic closure and hashes with errors empty",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0065,III_1_52_post_admission_formula_repair,FAC-EN-U0050,english_source_first_workpass/source/components/050_III_1_52_cohomology_projective_subvarieties.tex,"alternating-cochain group in the proof of Proposition 3",inserted_punctuation_in_math_formula,"C'^{,n}(\mathfrak{B},\mathcal{F})","C^{\prime n}(\mathfrak{B},\mathcal{F})",1,lead_direct_authority_reread_600dpi,"English no.52 component and every later cumulative English build; French layers unchanged","authority printed p245 shows C-prime-n with no comma; source TeX line1828 agrees; the next cumulative build must supersede build_checkpoint_III_1_52_r1",post_admission_math_corrected,english_source_first_workpass/build_checkpoint_III_1_52_r1
FAC-SELF-0066,III_1_53_reference_scaffold,FAC-EN-U0051,lead_label_lookup,component_path_and_glob,verification_command_targeting,"a read-only label lookup named the no.20 component incorrectly and passed a wildcard as a literal Windows path; rg reported both paths invalid","reran rg against the actual components directory and located no.20 in 018_I_3_20_cochain_complexes.tex",0,lead_query_failure_review,"read-only reference-label lookup only; no source ledger build PDF or generated control changed","successor directory-wide query returns the actual no.20 component and confirms that its early propositions have no TeX labels yet",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0067,III_1_53_normalization_replay,FAC-EN-U0051,lead_normalization_summary_query,Where-Object_filter_syntax,verification_command_logic,"the first read-only policy-count summary used compressed Where-Object syntax without a script block and falsely reported zero N0052 and N0063 occurrences even though the generated ledger was valid","discarded the false summary and filtered parsed rows with explicit script blocks keyed by unit_id and policy_id",0,lead_generated_output_replay,"summary query only; the 2147-row normalization ledger source files and PDFs were unchanged","successor query shows FAC-EN-U0051 contains one N0052 arbitrarily-fine occurrence and the generated ledger parses with stable IDs",operationally_corrected_before_admission,none_generator_output_was_valid
FAC-SELF-0068,III_1_53_checkpoint_preflight,FAC-EN-U0051,lead_manifest_privacy_replay,compressed_foreach_syntax,verification_command_syntax,"a read-only manifest/privacy replay omitted required spaces around the PowerShell foreach in clause and was rejected before execution","rewrote the replay as a multiline command with conventional PowerShell spacing before rerunning it",0,lead_parser_failure_review,"read-only checkpoint replay only; no source ledger build PDF manifest or validation artifact changed","successor replay checks every manifest member and reports the exact private-home file and occurrence totals",operationally_corrected_before_admission,none_no_artifact_created
