recommended_action_band,operational_term_weight_0_100,term_id,concept,source_term,chosen_form_latin,f10_flag,ws_support_score,ws_adverse_competitor_score,writeback_status,required_fix,writeback_note,source_pointer
B_candidate_witness_writeback,92.2,ISV-schwaches_starkes_primideal--slaby_silny_prosty_i,ideal,schwaches / starkes Primideal,slaby / silny prosty ideal,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper30_section05_terms.json
B_candidate_witness_writeback,92.2,ISV-untergruppen_der_projektiven_gruppe--podgrupy_projektivno,group,,podgrupy projektivnoj grupy,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper06_section01_terms.json
B_candidate_witness_writeback,92.2,ISV-vollständig-reduzible_ideale--polno_redukovane_ide,ideal,,polno redukovane idealy,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper19_terms.json
B_candidate_witness_writeback,92.2,ISV-vollständig_reduzible_ideale--polno_redukovane_ide,ideal,,polno redukovane idealy,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper19_terms.json
B_candidate_witness_writeback,92.2,ISV-zulässiges_ideal--dopustimy_ideal,ideal,zulässiges Ideal,dopustimy ideal,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper34_section08_terms.json
B_candidate_witness_writeback,92.2,ISV-zyklische_gruppen--ciklične_grupy,group,,ciklične grupy,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper34_section22_source_fidelity_terms.json
B_candidate_witness_writeback,89.6,ISV-zweiseitige_ideale--dvustranne_idealy,ideal,zweiseitige Ideale,dvustranne idealy,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper34_section17_terms.json
B_candidate_witness_writeback,74.2,ISV-LB-höherer_modul,module,höherer Modul,vyšši modul,F10-1,1.0,0.0,v11_strict_Q1_candidate,merge into glossary schema during backfill,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,logbook:2026-06-10: Paper 02 §5 Interslavic Decisions / Term Choices
B_candidate_witness_writeback,51.7,ISV-hauptideal_basispolynom--glavny_ideal_bazny_p,basis,,glavny ideal / bazny polinom,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper22_terms.json
B_candidate_witness_writeback,51.7,ISV-idealbasis--baza_ideala,basis,,baza ideala,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper22_terms.json
B_candidate_witness_writeback,51.7,ISV-nullstelle_eines_primideals--nula_prostogo_ideala,ideal,,nula prostogo ideala,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper19_terms.json
B_candidate_witness_writeback,51.7,ISV-zugehöriges_primideal--asociovany_prost_ide,ideal,zugehöriges Primideal,asociovany prost ideal,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper24_section01_terms.json;noether_paper24_section02_terms.json;noether_paper24_section04_terms.json
B_candidate_witness_writeback,51.7,ISV-zugehöriges_primideal--pridruženy_prosty_id,ideal,,pridruženy prosty ideal,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
B_candidate_witness_writeback,46.7,ISV-allgemeine_idealtheorie--obča_teorija_idealov,ideal,allgemeine Idealtheorie,obča teorija idealov,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper24_section01_terms.json
B_candidate_witness_writeback,46.7,ISV-basisbegriffe--pojmy_bazy,basis,,pojmy bazy,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper06_section04_terms.json
B_candidate_witness_writeback,46.7,ISV-basisfragen--pitanja_o_bazah,basis,,pitanja o bazah,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper06_introduction_terms.json
B_candidate_witness_writeback,46.7,ISV-basisfreie_form--bezbazisna_forma,basis,,bezbazisna forma,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
B_candidate_witness_writeback,46.7,ISV-eigentliches_primärideal--vlastny_primarny_ide,ideal,eigentliches Primärideal,vlastny primarny ideal,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper24_section01_terms.json
B_candidate_witness_writeback,46.7,ISV-einheitsideal_d--jediničny_ideal_d,ideal,,jediničny ideal D,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
B_candidate_witness_writeback,46.7,ISV-endlichkeitsbedingung_idealbasis--uslovje_konečnosti_i,basis,,uslovje konečnosti / idealny bazis,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
B_candidate_witness_writeback,46.7,ISV-erweiterungsideal--ideal_razširenja,ideal,Erweiterungsideal,ideal razširenja,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper34_section11_terms.json
B_candidate_witness_writeback,46.7,ISV-ganzzahlige_integritätsbasis--celočislena_integral,basis,,celočislena integralna baza,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper06_section15_terms.json
B_candidate_witness_writeback,46.7,ISV-grad_eines_primideals--stepenj_prostogo_ide,ideal,Grad eines Primideals,stepenj prostogo ideala,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper24_section06_terms.json
B_candidate_witness_writeback,46.7,ISV-grundideal--osnovny_ideal,ideal,,osnovny ideal,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper22_terms.json;noether_paper24_section01_terms.json;noether_paper25_terms.json;noether_paper38_source_fidelity_terms.json
B_candidate_witness_writeback,46.7,ISV-grundmodul_grundideal--osnovny_modul_osnovn,ideal,,osnovny modul / osnovny ideal,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper22_section04_terms.json;noether_paper22_terms.json
B_candidate_witness_writeback,46.7,ISV-hauptideal--glavny_ideal,ideal,,glavny ideal,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper19_terms.json;noether_paper22_section01_terms.json;noether_paper22_terms.json;noether_paper30_section03_terms.json
B_candidate_witness_writeback,46.7,ISV-hauptmodul--glavny_modul,module,Hauptmodul,glavny modul,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper30_section01_terms.json
B_candidate_witness_writeback,46.7,ISV-idealquotienten--kvocienty_idealov,ideal,,kvocienty idealov,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_post45_source_fidelity_terms.json
B_candidate_witness_writeback,46.7,ISV-integritätsbasis--integralna_baza,basis,,integralna baza,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper05_terms.json;noether_paper06_introduction_terms.json
B_candidate_witness_writeback,46.7,ISV-involutionsbasis--involucijska_baza,basis,,involucijska baza,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper06_introduction_terms.json;noether_paper06_section06_terms.json
B_candidate_witness_writeback,46.7,ISV-k-rechtsmodul--pravy_k-modul,module,K-Rechtsmodul,pravy K-modul,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper34_section06_terms.json
B_candidate_witness_writeback,46.7,ISV-laenge_des_ideals_kompositionsreihe--dolžina_ideala_kompo,ideal,,dolžina ideala / kompozicijna serija,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_post45_source_fidelity_terms.json
B_candidate_witness_writeback,46.7,ISV-linearformenmodul--modul_linearnyh_form,module,,modul linearnyh form,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper18_terms.json
B_candidate_witness_writeback,46.7,ISV-linksideale_rechtsideal--lěve_idealy_pravy_id,ideal,,lěve idealy / pravy ideal,F10-1,1.0,0.0,v11_strict_Q1_candidate,backfill witness vector from 20-source shelf or mark explicit gap,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,noether_paper34_section23_source_fidelity_terms.json
