id,lemma_current,citation_or_review_headword,en,class,variant_count,variants,provenance,source_use,permitted_use_weight,status,r1_decision_ids,normalization_policy_v6,warnings,r1_decision_json,term_kind,current_support_weight,review_priority_weight,recommended_action,boundary
reg-obći,obći,obći,general — orthographic scatter obće/obču/vobče/voobče,discourse_adverb,27,najobcejs | najobče | najobčejš | najobčejša | najobčejšej | najobčejših | najobčejšim | najobščejše | najobščejših | obcego | obcu | obća | obće | obćego | obćejše | obćem | obći | obću | občego | obču | občy | obščih | vobce | vobče | voobce | voobće | voobče,chatgpt_v1 | chatgpt_v4_longtail_attach | fable_pass28_kwic | fable_pass29_kwic | fable_pass8 | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,general/common,keep_as_attested_internal_register,,[{}],proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-odnovrěmenno,odnovrěmenno,odnovrěmenno,simultaneously,discourse_adverb,6,istocasno | istočasno | odnovocasno | odnovočasno | odnovrěmenno | odnovremenno,chatgpt_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,simultaneously,keep_as_attested_internal_register,,[{}],proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
indeed-opravdu,opravdu,opravdu,indeed; truly (cz.),discourse_adverb,1,opravdu,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-osoblivo,osoblivo,osoblivo,especially; in particular,discourse_adverb,8,osobito | osoblivo | osoblive | osoblivyh | osoblivu | osobliva | osoblivoj | osoblivym,chatgpt_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
obviously-ocito,očito,očito,obviously; evidently (hr),discourse_adverb,2,očitno | očito,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
say-for-instance,recimo,recimo,say; for instance,discourse_adverb,1,recimo,fable_pass14 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
together-skupaj,skupaj,skupaj,together (sl.),discourse_adverb,1,skupaj,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
jointly-sovmestno,sovměstno,sovměstno,jointly; compatibly,discourse_adverb,1,sovměstno,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
entirely,sovsěm,sovsěm,entirely; completely,discourse_adverb,4,popolno | sasvim | sovsem | sovsěm,fable_pass7 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
specially,specijalno,specijalno,specially; in particular,discourse_adverb,1,specijalno,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
together-spolu,spolu,spolu,together (W),discourse_adverb,1,spolu,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
true-stvarno,stvarno,stvarno,really; in fact,discourse_adverb,1,stvarno,fable_pass4,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
essentially,suščestvenno,suščestvenno,essentially; substantially,discourse_adverb,1,suščstveno,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
fw-velmi,velmi,velmi,very (cs-flavored),discourse_adverb,1,velmi,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
fully,vpolně,vpolně,fully; completely,discourse_adverb,2,vpolne | vpolně,fable_pass15 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
indeed,vpravdě,vpravdě,indeed; in truth,discourse_adverb,5,vpravdě | vpravde | zaista | vpravdu | zaisto,fable_pass19 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
always-vsegda,vsegda,vsegda,always (incl. W doublet vždy),discourse_adverb,3,vsegda | vsěgda | vždy,fable_pass27_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
partially-casticno,částično,částično,partially,discourse_adverb,2,častično | částično,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
fw-dotud,dotud,dotud,until then,discourse_connective,1,dotud,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-inače,inače,inače,otherwise,discourse_connective,2,inako | inače,chatgpt_v1,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-kromě,kromě,kromě,besides; except,discourse_connective,1,kromě,chatgpt_v1,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
besides-mimo,mimo,mimo,besides; apart from,discourse_connective,1,mimo,fable_pass17 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
fw-pokraj,pokraj,pokraj,besides; alongside (hr),discourse_connective,1,pokraj,fable_pass27_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
besides-pored,pored,pored,besides; alongside,discourse_connective,1,pored,fable_pass4,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
