term_id,source_term,chosen_form_latin,chosen_form_cyrillic,concept,concept_source,concept_link_original,concept_key,reason_class,status,reviewer_need,source_pointer,f10_flag,safe_to_show_external,f10_reason,required_fix,tail_route,tail_route_key,tail_shelf_langs,c2_priority,witness_E,witness_W,witness_S,witness_I,witness_X,branch_present_E,branch_present_W,branch_present_S,family_witness_mass,branch_share_E,branch_share_W,branch_share_S,effective_branch_count_D1,branch_breadth_weight,branch_balance_weight,source_strength_weight,east_dominance_penalty,ws_isv_choice,ws_support_hits,ws_competitor_hits,ws_support_branches,ws_competitor_branches,ws_support_langs,ws_competitor_langs,ws_support_score,ws_adverse_competitor_score,weighted_score_action_class,weighted_score_sensitivity,weighted_current_equal_branch,weighted_current_dependence_pd,weighted_top_equal_branch,best_noncurrent_mean_MAG,writeback_status,writeback_candidate_weight,writeback_note,operational_term_weight_0_100,operational_weight_band,recommended_action_band,weight_boundary
ISV-als_produkte_von_system_i_und_ii_bleiben--kako_produkty_sistem,Als Produkte von System I und II bleiben,kako produkty sistemov I i II ostavaju,како продукты системов И и ИИ оставају,covariant,tail_route_key,covariant,covariant,script_stability,stable_provisional,True,noether_paper02_section19_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,covariant,es;fr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,blocked_P0_sense_or_specialist,0.0,trap/specialist row: KWIC specialist review required before any evidence can count,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-anfangsform--početna_forma,Anfangsform,početna forma,почетна форма,form,concept_link,form,form,pan_slavic_native,stable,True,noether_paper02_section01_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,form,all_shelves,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-ansatz--shema,Ansatz,shema,схема,ansatz / setup,tail_route_key,ansatz / setup,ansatz setup,unstated,unstated,True,noether_paper02_section22_terms.json;logbook:2026-06-10: Paper 02 Section 22 Interslavic Decisions,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,ansatz / setup,,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-antistrophe_matrix--antistrofna_matrica,,antistrofna matrica,антистрофна матрица,,,,,international;script_stability,unstated,False,noether_paper34_section23_source_fidelity_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.48,0.6667,,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-anzahlgleichheit_der_komponenten--ravnost_čisla_kompon,,ravnost čisla komponentov,равност числа компонентов,field,tail_route_key,field,field,unstated,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,polje,1084,1096,south|west,south|west,bg|cs|hr|pl|sl,bg|cs|pl|sk|sl,0.4996,0.5004,confirm_current,stable,1.0,1.0,polje,-0.7645207641868372,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",24.2,D_underwitnessed,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-arithmetische_fassung_des_dimensionsbegr--aritmetična_formulac,Arithmetische Fassung des Dimensionsbegriffes,Aritmetična formulacija pojma dimenzije,Аритметична формулација појма димензије,dimension,v10_queue,dimension,dimension,unstated,unstated,True,noether_paper24_section04_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,dimension,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,dimenzija,75,78,south|west,west,cs|hr|pl|sk|sl,pl,0.4978,0.5022,confirm_current,stable,1.0,0.9090909090909091,dimenzija,-0.7053336121679844,Q3_NEEDS_MANUAL_KWIC_REVIEW,0.0,insufficient automated sense confidence,58.6,B_usable_candidate_or_balanced,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-associated_system_of_values--prinaležny_sistem_ve,,prinaležny sistem veličin,приналежны систем величин,covariant,tail_route_key,covariant,covariant,unstated,unstated,True,noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,covariant,es;fr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,blocked_P0_sense_or_specialist,0.0,trap/specialist row: KWIC specialist review required before any evidence can count,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-auflösbarer_zerfällungskörper--rěšimo_polje_razlože,auflösbarer Zerfällungskörper,rěšimo polje razloženja,,,,,auflösbarer zerfällungskörper,unstated,unstated,False,noether_paper38_source_fidelity_terms.json,F10-0,yes,"polje = commutative field, hr + shelf backed",record witness forms in the term row (currently prose/shelf only),,,,,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,,,,,,,,,,,,,,,,,0.0,,70.2,B_usable_candidate_or_balanced,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-ausgelassen_sind--sut_izpušćene,ausgelassen sind,sut izpušćene,сут изпушчене,form,tail_route_key,form,form,unstated,unstated,True,noether_paper02_section23_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,form,,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-ausgezeichnete_basis--vyznačena_baza,ausgezeichnete Basis,vyznačena baza,,basis,v10_queue,basis,basis,source_fidelity,unstated,True,noether_paper30_section06_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,baza,411,0,south|west,,bg|cs|hr|pl|sk|sl,,1.0,0.0,confirm_current,stable,1.0,1.0,baza,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,92.2,A_high_support_or_apply_ready,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-ausnahmeprimzahlen_ausnahme-primideale--izključene_prvočisla,,izključene prvočisla / izključene proste idealy,,ideal,tail_route_key,ideal,ideal,pan_slavic_native,unstated,True,noether_paper35_source_fidelity_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,ideal,1296,0,south|west,,bg|cs|hr|pl|sk|sl|sr,,1.0,0.0,confirm_current,stable,1.0,1.0,ideal,-999,candidate_component_witness_writeback_W_and_S,0.55,"concept-shelf W and S support available; still component-level, not full compound attestation",88.2,A_high_support_or_apply_ready,C_context_candidate_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-auswahlpostulat--postulat_izbora,,postulat izbora,постулат избора,chain condition,tail_route_key,chain condition,chain condition,source_fidelity,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,chain condition,,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-automorphismenkörper_k_ν--tělo_avtomorfizmov_k,Automorphismenkörper K_ν,tělo avtomorfizmov K_ν,тело автоморфизмов K_ν,automorphism,concept_link,automorphism,automorphism,unstated,unstated,False,noether_paper34_section20_source_fidelity_terms.json,F10-0,yes,nekomutativno tělo backed cs/pl/bg/hr (division ring/body),record witness forms in the term row (currently prose/shelf only),,,,,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,avtomorfizm,157,0,south|west,,cs|hr|pl|sk|sl,,1.0,0.0,confirm_current,stable,1.0,0.9090909090909091,avtomorfizm,-999,,0.0,,85.2,A_high_support_or_apply_ready,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-automorphismenring--kolco_avtomorfizmov,Automorphismenring,kolco avtomorfizmov,колцо автоморфизмов,automorphism,concept_link,automorphism,automorphism,source_fidelity,unstated,True,noether_paper34_section02_terms.json,F10-3,no_fix_first,"ring: E-Slavic continuity vs cs/sk okruh, S-Slavic prsten, sl kolobar; log: 'not derivable mechanically from a majority vote'; reviewer-sensitive",resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,avtomorfizm,157,0,south|west,,cs|hr|pl|sk|sl,,1.0,0.0,confirm_current,stable,1.0,0.9090909090909091,avtomorfizm,-999,,0.0,,9.7,E_gap_or_adverse,A_review_adverse_or_competitor,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-basisbegriffe--pojmy_bazy,,pojmy bazy,појмы базы,basis,v10_queue,basis,basis,source_fidelity,unstated,True,noether_paper06_section04_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,baza,411,0,south|west,,bg|cs|hr|pl|sk|sl,,1.0,0.0,confirm_current,stable,1.0,1.0,baza,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,46.7,C_partial_or_review_needed,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-basisfragen--pitanja_o_bazah,,pitanja o bazah,питаньа о базах,basis,v10_queue,basis,basis,source_fidelity,unstated,True,noether_paper06_introduction_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,baza,411,0,south|west,,bg|cs|hr|pl|sk|sl,,1.0,0.0,confirm_current,stable,1.0,1.0,baza,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,46.7,C_partial_or_review_needed,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-basisfreie_form--bezbazisna_forma,,bezbazisna forma,безбазисна форма,basis,v10_queue,basis,basis,unstated,unstated,True,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,True,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,baza,411,0,south|west,,bg|cs|hr|pl|sk|sl,,1.0,0.0,confirm_current,stable,1.0,1.0,baza,-999,v11_strict_Q1_candidate,0.75,append candidate witness-vector note only after source row is confirmed to instantiate this concept; no term promotion; no prose patch; no reviewed_bridge_use,46.7,C_partial_or_review_needed,B_candidate_witness_writeback,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-bereich_aller_geraden_polynome--oblast_vseh_parnyh_p,,oblast vseh parnyh polinomov,област всех парных полиномов,polynomial,v10_queue,polynomial,polynomial,unstated,unstated,True,noether_paper19_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,polynomial,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,True,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,polinom,1581,446,south|west,west,cs|hr|sk|sl|sr,pl,0.5469,0.4531,variant_or_doublet_note,stable,1.0,0.8181818181818182,polinom,-0.5986422551427004,blocked_variant_or_competitor,0.0,support_plus_competitor_W branch native alternative; variant-policy row,60.4,B_usable_candidate_or_balanced,A_review_adverse_or_competitor,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-bereich_aller_homogenen_formen--oblast_vseh_homogeny,,oblast vseh homogenyh form,област всех хомогеных форм,,,,,international;source_fidelity,unstated,False,noether_paper19_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.48,0.6667,,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-bereich_zahlbereich--oblast_čislova_oblas,,oblast / čislova oblast,област / числова област,extension of the first kind,tail_route_key,extension of the first kind,extension of the first kind,source_fidelity,unstated,True,noether_paper09_introduction_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,extension of the first kind,,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-beschränkt_in_x_i_den_grad_k_nicht_errei--ograničeny_po_x_i_ne,,ograničeny po x_i / ne dosega stepena k,ограничены по x_i / не досега степени k,degree,tail_route_key,degree,degree,unstated,unstated,True,noether_paper22_section04_terms.json;noether_paper22_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,degree,,False,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,no_context_evidence_available,0.0,no precomputed evidence row available for route key,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
