term_id,sense_id,concept,decision_id,candidate_surfaces,cohort_id,cohort_name,cohort_standard,dominant_standard_forms,candidate_to_cohort_orthographic_proxy,Spanish_to_cohort_orthographic_proxy,French_to_cohort_orthographic_proxy,proxy_delta_over_Spanish,proxy_delta_over_French,beats_both_dominant_forms_by_0_05,proxy_interpretation,penalties,supporting_evidence_ids,adverse_evidence,human_n,human_correct,human_incorrect,human_abstain,human_latency_ms,human_confidence,effect_interval,review_status,pilot_eligible,reviewed_occurrence_support_ids,reviewed_occurrence_adverse_ids,occurrence_review_status,method_version,reviewed_occurrence_held_ids
T13,T13-S1,greatest common divisor,D-T13-S1-V3,mcd | maximo comun divisor | diviseur commun,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,mcd,1.0,0.1667,0.0714,0.8333,0.9286,true,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T13-es-UNION;E-T13-fr-UNION;E-OCC-9E2CC75E86A70EB9;E-OCC-2EAA99526AECE0C7;E-OCC-6B588AE33943B89B;E-OCC-513F9CB0A847D534,French source seed omitted greatest in one search form; abbreviations differ across standards.,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-9E2CC75E86A70EB9;E-OCC-2EAA99526AECE0C7;E-OCC-6B588AE33943B89B;E-OCC-513F9CB0A847D534,,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T13,T13-S1,greatest common divisor,D-T13-S1-V3,mcd | maximo comun divisor | diviseur commun,C-IT-STD,adult readers literate in standard Italian,standard Italian,mcd,1.0,0.1667,0.0714,0.8333,0.9286,true,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T13-es-UNION;E-T13-fr-UNION;E-OCC-9E2CC75E86A70EB9;E-OCC-2EAA99526AECE0C7;E-OCC-6B588AE33943B89B;E-OCC-513F9CB0A847D534,French source seed omitted greatest in one search form; abbreviations differ across standards.,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-9E2CC75E86A70EB9;E-OCC-2EAA99526AECE0C7;E-OCC-6B588AE33943B89B;E-OCC-513F9CB0A847D534,,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T13,T13-S1,greatest common divisor,D-T13-S1-V3,mcd | maximo comun divisor | diviseur commun,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,cel mai mare divizor comun,0.3636,0.2727,0.3636,0.0909,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost;low_orthographic_proxy,E-T13-es-UNION;E-T13-fr-UNION;E-OCC-9E2CC75E86A70EB9;E-OCC-2EAA99526AECE0C7;E-OCC-6B588AE33943B89B;E-OCC-513F9CB0A847D534,French source seed omitted greatest in one search form; abbreviations differ across standards.,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-9E2CC75E86A70EB9;E-OCC-2EAA99526AECE0C7;E-OCC-6B588AE33943B89B;E-OCC-513F9CB0A847D534,,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T13,T13-S1,greatest common divisor,D-T13-S1-V3,mcd | maximo comun divisor | diviseur commun,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T13-es-UNION;E-T13-fr-UNION;E-OCC-9E2CC75E86A70EB9;E-OCC-2EAA99526AECE0C7;E-OCC-6B588AE33943B89B;E-OCC-513F9CB0A847D534,French source seed omitted greatest in one search form; abbreviations differ across standards.,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-9E2CC75E86A70EB9;E-OCC-2EAA99526AECE0C7;E-OCC-6B588AE33943B89B;E-OCC-513F9CB0A847D534,,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T13,T13-S1,greatest common divisor,D-T13-S1-V3,mcd | maximo comun divisor | diviseur commun,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T13-es-UNION;E-T13-fr-UNION;E-OCC-9E2CC75E86A70EB9;E-OCC-2EAA99526AECE0C7;E-OCC-6B588AE33943B89B;E-OCC-513F9CB0A847D534,French source seed omitted greatest in one search form; abbreviations differ across standards.,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-9E2CC75E86A70EB9;E-OCC-2EAA99526AECE0C7;E-OCC-6B588AE33943B89B;E-OCC-513F9CB0A847D534,,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T14,T14-S1,product,D-T14-S1-V3,product,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,producto,0.875,1.0,0.75,-0.125,0.125,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;Spanish_form_outscores_candidate,E-T14-es-UNION;E-T14-fr-UNION;E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,Everyday commercial product; multiplication type must be explicit. | reviewed adverse occurrence: E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T14,T14-S1,product,D-T14-S1-V3,product,C-FR-STD,adult readers literate in standard French,standard French,produit,0.8571,0.75,1.0,0.1071,-0.1429,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;French_form_outscores_candidate,E-T14-es-UNION;E-T14-fr-UNION;E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,Everyday commercial product; multiplication type must be explicit. | reviewed adverse occurrence: E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T14,T14-S1,product,D-T14-S1-V3,product,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,produto,0.7143,0.875,0.7143,-0.1607,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;Spanish_form_outscores_candidate,E-T14-es-UNION;E-T14-fr-UNION;E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,Everyday commercial product; multiplication type must be explicit. | reviewed adverse occurrence: E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T14,T14-S1,product,D-T14-S1-V3,product,C-GL-STD,adult readers literate in standard Galician,standard Galician,produto,0.7143,0.875,0.7143,-0.1607,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;Spanish_form_outscores_candidate,E-T14-es-UNION;E-T14-fr-UNION;E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,Everyday commercial product; multiplication type must be explicit. | reviewed adverse occurrence: E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T14,T14-S1,product,D-T14-S1-V3,product,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,producte,0.875,0.875,0.75,0.0,0.125,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T14-es-UNION;E-T14-fr-UNION;E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,Everyday commercial product; multiplication type must be explicit. | reviewed adverse occurrence: E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T14,T14-S1,product,D-T14-S1-V3,product,C-IT-STD,adult readers literate in standard Italian,standard Italian,prodotto,0.625,0.75,0.625,-0.125,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;Spanish_form_outscores_candidate,E-T14-es-UNION;E-T14-fr-UNION;E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,Everyday commercial product; multiplication type must be explicit. | reviewed adverse occurrence: E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T14,T14-S1,product,D-T14-S1-V3,product,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,produs,0.7143,0.625,0.7143,0.0893,0.0,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T14-es-UNION;E-T14-fr-UNION;E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,Everyday commercial product; multiplication type must be explicit. | reviewed adverse occurrence: E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T14,T14-S1,product,D-T14-S1-V3,product,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,product,1.0,0.875,0.8571,0.125,0.1429,true,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required,E-T14-es-UNION;E-T14-fr-UNION;E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,Everyday commercial product; multiplication type must be explicit. | reviewed adverse occurrence: E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T14,T14-S1,product,D-T14-S1-V3,product,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing,E-T14-es-UNION;E-T14-fr-UNION;E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,Everyday commercial product; multiplication type must be explicit. | reviewed adverse occurrence: E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,E-OCC-131584C7675B48BF;E-OCC-0E1702D0DFA7F04E;E-OCC-8804B2F795FFC5CC;E-OCC-9FA2FC27D8AFB147;E-OCC-B4AEC435302C4B75;E-OCC-67DA8C04582F72F3;E-OCC-1AE2087FD4C69969;E-OCC-58B7F85C42732507;E-OCC-866549268EF99357;E-OCC-964C6351AC8E7AE0;E-OCC-1E7337EA09D84541;E-OCC-5027536F60E1521B;E-OCC-3C37DC0098E5DFB9,E-OCC-575DEDACE17E4844;E-OCC-A59BA5D3C0F196B5,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T14,T14-S2,product,D-T14-S2-V3,,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,producto,,1.0,0.75,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T14-es-UNION;E-T14-fr-UNION,Everyday commercial product; multiplication type must be explicit.,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,,,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T14,T14-S2,product,D-T14-S2-V3,,C-FR-STD,adult readers literate in standard French,standard French,produit,,0.75,1.0,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T14-es-UNION;E-T14-fr-UNION,Everyday commercial product; multiplication type must be explicit.,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,,,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T14,T14-S2,product,D-T14-S2-V3,,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,produto,,0.875,0.7143,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T14-es-UNION;E-T14-fr-UNION,Everyday commercial product; multiplication type must be explicit.,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,,,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
T14,T14-S2,product,D-T14-S2-V3,,C-GL-STD,adult readers literate in standard Galician,standard Galician,produto,,0.875,0.7143,,,false,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T14-es-UNION;E-T14-fr-UNION,Everyday commercial product; multiplication type must be explicit.,,,,,,,,sense_scoped_design_proxy_context_reviewed_human_protocol_not_run,false,,,T11_T20_context_reviewed_support_adverse_and_hold_separated,MII_METHOD_v6,
