candidate_id,pattern_kind,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,normalized_visible,locator_token,volume_hint,target_label,target_id,baseline_pdf_destination,candidate_target_count,candidate_target_labels,classification,disposition,resolution_basis,source_sha256,source_span_sha256,context
ega4.reference.candidate.sha256.5d2d9171b525f6c29f1c2cd84420f9e62d54d7a7638f3c9dc96eab33eb90b2b3,explicit_sref,components/01_section51_dimension_of_preschemes.tex,20,21,590,609,\sref[0]{0.16.1.1} ,\sref[0]{0.16.1.1},0.16.1.1,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,0416E199BB7707DBE7B120516FE460600F55DE78FEDFC756D06FEC929E85395C,"ion of preschemes} \phantomsection \label{subsection:IV.5.1} \begin{env}[5.1.1] \phantomsection \label{IV.5.1.1} Let $A$ be a ring and let $\mathfrak J$ be an ideal of $A$. Recall \sref[0]{0.16.1} that the definitions in the theory of the dimension of a ring \sref[0]{0.16.1.1} and those in the theory of the combinatorial dimension of topological spaces \sref[0]{0.14.1.2} give the following relations: \begin{align} \dim(\Spec(A))&=\dim(A), \tag{5.1.1.1}\label{IV.5.1.1.1}\\ \dim(\mathrm V(\mathfrak J))&=\dim(A/\mathfrak J), \tag{5.1.1"
ega4.reference.candidate.sha256.5a15a8219ce90a992093e2e9b2af1d7e3086a6ef4ed13546d17926c7afce2f40,explicit_sref,components/01_section51_dimension_of_preschemes.tex,21,47,686,705,\sref[0]{0.14.1.2} ,\sref[0]{0.14.1.2},0.14.1.2,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,7E3EED775426B74DA2B30CBE57295B1A9B54E08B7A19FF48884D3E5B5E4A1D05,"\label{IV.5.1.1} Let $A$ be a ring and let $\mathfrak J$ be an ideal of $A$. Recall \sref[0]{0.16.1} that the definitions in the theory of the dimension of a ring \sref[0]{0.16.1.1} and those in the theory of the combinatorial dimension of topological spaces \sref[0]{0.14.1.2} give the following relations: \begin{align} \dim(\Spec(A))&=\dim(A), \tag{5.1.1.1}\label{IV.5.1.1.1}\\ \dim(\mathrm V(\mathfrak J))&=\dim(A/\mathfrak J), \tag{5.1.1.2}\label{IV.5.1.1.2}\\ \operatorname{codim}(\mathrm V(\mathfrak J),\Spec(A)) &=\operatorname{"
ega4.reference.candidate.sha256.4dda78705b10a5b3c3ffb76a417b235c8902af1ad6958d366d7638c98bcd0fd3,explicit_sref,components/01_section51_dimension_of_preschemes.tex,73,22,2356,2373,\sref[I]{I.2.4.2},\sref[I]{I.2.4.2},2.4.2,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,52F9A490917F5C60DCF5E7504D8057A0B94ACADBE9EA56BDEB7BB72083DA9611,"odim}(Y,X)=\dim(\sh O_{X,y}). \tag{5.1.2.1}\label{IV.5.1.2.1} \end{equation} \end{proposition} \begin{proof} Indeed, the irreducible closed subsets of $X$ containing $y$ are canonically in bijection with the irreducible closed subsets of $\Spec(\sh O_{X,y})$ \sref[I]{I.2.4.2}, and hence with the prime ideals of $\sh O_{X,y}$; formula \eqref{IV.5.1.2.1} follows from the definitions. In particular, this recovers the fact that the generic points of the irreducible components of $X$ are the only points $x\in X$ such that $\dim(\sh O_"
ega4.reference.candidate.sha256.294d6f7c0f2787d789d53ad4171a8d05fcf23a57b6f542c5c7e9f89d6e10fc56,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,74,34,2433,2451,\eqref{IV.5.1.2.1},\eqref{IV.5.1.2.1},5.1.2.1,IV,IV.5.1.2.1,ega4.c04.eq.5-1-2-1,AMS.306,1,IV.5.1.2.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,308A9F09C163B1CF502DDC522C114E9D3EFBF4E3EF29F3D52595B64D03806048,"\end{proposition} \begin{proof} Indeed, the irreducible closed subsets of $X$ containing $y$ are canonically in bijection with the irreducible closed subsets of $\Spec(\sh O_{X,y})$ \sref[I]{I.2.4.2}, and hence with the prime ideals of $\sh O_{X,y}$; formula \eqref{IV.5.1.2.1} follows from the definitions. In particular, this recovers the fact that the generic points of the irreducible components of $X$ are the only points $x\in X$ such that $\dim(\sh O_x)=0$ \sref[I]{I.1.1.14}. \end{proof} \oldpage[IV-2]{87} \begin{corollary}[5"
ega4.reference.candidate.sha256.3c395015add3cdb6bb530d936d996e2a81c0c19bb54892dde461a36ecbd332ee,explicit_sref,components/01_section51_dimension_of_preschemes.tex,79,19,2639,2657,\sref[I]{I.1.1.14},\sref[I]{I.1.1.14},1.1.14,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,8807DF8DA82699D9485B7B2FBD6586C0175BA31732ADED32140DBDEAB4886841,"hence with the prime ideals of $\sh O_{X,y}$; formula \eqref{IV.5.1.2.1} follows from the definitions. In particular, this recovers the fact that the generic points of the irreducible components of $X$ are the only points $x\in X$ such that $\dim(\sh O_x)=0$ \sref[I]{I.1.1.14}. \end{proof} \oldpage[IV-2]{87} \begin{corollary}[5.1.3] \phantomsection \label{IV.5.1.3} For every closed subset $Y$ of a prescheme $X$, one has \begin{equation} \operatorname{codim}(Y,X)=\inf_{y\in Y}\dim(\sh O_{X,y}). \tag{5.1.3.1}\label{IV.5.1.3.1} \end"
ega4.reference.candidate.sha256.90a2507335f39356eed9790c6b8a8d0784524c58fd44dd82a830424cf48b049d,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,102,9,3193,3211,\eqref{IV.5.1.3.2},\eqref{IV.5.1.3.2},5.1.3.2,IV,IV.5.1.3.2,ega4.c04.eq.5-1-3-2,AMS.309,1,IV.5.1.3.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,34128220D4D266885A987F5B529FA0217B60267E5ED80FA489A1D8CEA2F388A9,"ver, if $X$ is locally Noetherian, then for every $x\in Y$, \begin{equation} \operatorname{codim}_x(Y,X) =\inf_{\substack{y\in Y\\x\in\overline{\{y\}}}} \dim(\sh O_{X,y}). \tag{5.1.3.2}\label{IV.5.1.3.2} \end{equation} \end{corollary} \begin{proof} Formula \eqref{IV.5.1.3.2} follows from \eqref{IV.5.1.3.1} and \sref[0]{0.14.2.6}. This corollary allows us to \emph{define}, for any subset $Y$ of a prescheme $X$, the \emph{codimension} $\operatorname{codim}(Y,X)$ of $Y$ in $X$ to be the right-hand side of \eqref{IV.5.1.3.1}. \end{pr"
ega4.reference.candidate.sha256.86af493aa4fcf3f003873be47435046c6b1a3ae0f3614d1373a351523125720b,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,103,1,3225,3243,\eqref{IV.5.1.3.1},\eqref{IV.5.1.3.1},5.1.3.1,IV,IV.5.1.3.1,ega4.c04.eq.5-1-3-1,AMS.308,1,IV.5.1.3.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,0702CFEFDF7BF7049F13646EE0FA0F9ABD68E07881A8F4DC0F300B895D0B9E1F,"n, then for every $x\in Y$, \begin{equation} \operatorname{codim}_x(Y,X) =\inf_{\substack{y\in Y\\x\in\overline{\{y\}}}} \dim(\sh O_{X,y}). \tag{5.1.3.2}\label{IV.5.1.3.2} \end{equation} \end{corollary} \begin{proof} Formula \eqref{IV.5.1.3.2} follows from \eqref{IV.5.1.3.1} and \sref[0]{0.14.2.6}. This corollary allows us to \emph{define}, for any subset $Y$ of a prescheme $X$, the \emph{codimension} $\operatorname{codim}(Y,X)$ of $Y$ in $X$ to be the right-hand side of \eqref{IV.5.1.3.1}. \end{proof} \begin{proposition}[5.1.4]"
ega4.reference.candidate.sha256.75807fb51ddb874bf3cde66654a4a231e3bd7cbd92dd72b65971531c404680a9,explicit_sref,components/01_section51_dimension_of_preschemes.tex,103,24,3248,3266,\sref[0]{0.14.2.6},\sref[0]{0.14.2.6},0.14.2.6,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,45AA6396F52D43BB6DE58695E49A7404DDA8E39F890E50045C14269400F4DBBB,"Y$, \begin{equation} \operatorname{codim}_x(Y,X) =\inf_{\substack{y\in Y\\x\in\overline{\{y\}}}} \dim(\sh O_{X,y}). \tag{5.1.3.2}\label{IV.5.1.3.2} \end{equation} \end{corollary} \begin{proof} Formula \eqref{IV.5.1.3.2} follows from \eqref{IV.5.1.3.1} and \sref[0]{0.14.2.6}. This corollary allows us to \emph{define}, for any subset $Y$ of a prescheme $X$, the \emph{codimension} $\operatorname{codim}(Y,X)$ of $Y$ in $X$ to be the right-hand side of \eqref{IV.5.1.3.1}. \end{proof} \begin{proposition}[5.1.4] \phantomsection \label"
ega4.reference.candidate.sha256.8bc40b3d21411b2083dbb2d7c1c7198d13da6bb4da89ca8d93a1e5b8d6312807,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,107,4,3444,3462,\eqref{IV.5.1.3.1},\eqref{IV.5.1.3.1},5.1.3.1,IV,IV.5.1.3.1,ega4.c04.eq.5-1-3-1,AMS.308,1,IV.5.1.3.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,0702CFEFDF7BF7049F13646EE0FA0F9ABD68E07881A8F4DC0F300B895D0B9E1F,"Formula \eqref{IV.5.1.3.2} follows from \eqref{IV.5.1.3.1} and \sref[0]{0.14.2.6}. This corollary allows us to \emph{define}, for any subset $Y$ of a prescheme $X$, the \emph{codimension} $\operatorname{codim}(Y,X)$ of $Y$ in $X$ to be the right-hand side of \eqref{IV.5.1.3.1}. \end{proof} \begin{proposition}[5.1.4] \phantomsection \label{IV.5.1.4} For every prescheme $X$, one has \begin{equation} \dim(X)=\sup_{x\in X}\dim(\sh O_x). \tag{5.1.4.1}\label{IV.5.1.4.1} \end{equation} If every irreducible closed subset of $X$ contains a"
ega4.reference.candidate.sha256.906854dbc508726b08b9b70e7c9af0c7cba1d6efc731352ca728cb73ef4b754c,explicit_sref,components/01_section51_dimension_of_preschemes.tex,128,28,3961,3978,\sref[I]{I.2.4.2},\sref[I]{I.2.4.2},2.4.2,I,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,52F9A490917F5C60DCF5E7504D8057A0B94ACADBE9EA56BDEB7BB72083DA9611,"set of $X$ contains a closed point, then one also has \begin{equation} \dim(X)=\sup_{x\in F}\dim(\sh O_x), \tag{5.1.4.2}\label{IV.5.1.4.2} \end{equation} where $F$ is the set of closed points of $X$. \end{proposition} \begin{proof} It suffices to observe, by \sref[I]{I.2.4.2}, that the chains of irreducible closed subsets of $X$ correspond bijectively to the chains of irreducible closed subsets of a local scheme of $X$. When every irreducible closed subset of $X$ contains a closed point, one may plainly restrict to the local schem"
ega4.reference.candidate.sha256.5ed549b11f1d27eb530faf0b65349928f6381da53cae87ddb7d06cc5ef440cb5,explicit_sref,components/01_section51_dimension_of_preschemes.tex,136,22,4356,4373,\sref[0]{0.2.1.3},\sref[0]{0.2.1.3},0.2.1.3,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,BB78CEB45B7767563D4E895A4C489C0E9856208394CE2DC3D287D84B2E103066,"ets of a local scheme of $X$. When every irreducible closed subset of $X$ contains a closed point, one may plainly restrict to the local schemes at closed points of $X$. Every irreducible closed subset of $X$ contains a closed point when $X$ is quasi-compact \sref[0]{0.2.1.3}; we shall see below \sref{IV.5.1.11} that the same is true when $X$ is locally Noetherian. \end{proof} \begin{corollary}[5.1.5] \phantomsection \label{IV.5.1.5} A prescheme $X$ is catenary if and only if the local ring $\sh O_x$ is catenary for every $x\in X"
ega4.reference.candidate.sha256.bff4cc6ceea92b7d1f90f8c043e1354cd567c05562241ff4b16f1ee44a3c6e47,explicit_sref,components/01_section51_dimension_of_preschemes.tex,137,1,4394,4411,\sref{IV.5.1.11} ,\sref{IV.5.1.11},5.1.11,IV,IV.5.1.11,ega4.c04.cor.5-1-11,section*.323,1,IV.5.1.11,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,C327A35E667B789E432F8D9B8C09745C11E805FA48537672F963F92FAC8A6A9F,"ry irreducible closed subset of $X$ contains a closed point, one may plainly restrict to the local schemes at closed points of $X$. Every irreducible closed subset of $X$ contains a closed point when $X$ is quasi-compact \sref[0]{0.2.1.3}; we shall see below \sref{IV.5.1.11} that the same is true when $X$ is locally Noetherian. \end{proof} \begin{corollary}[5.1.5] \phantomsection \label{IV.5.1.5} A prescheme $X$ is catenary if and only if the local ring $\sh O_x$ is catenary for every $x\in X$. If, in addition, every irreducible"
ega4.reference.candidate.sha256.b6dc36f544c4c452a2765b54e0f6f0570184d341342cfd99c813ba3324b04a12,explicit_sref,components/01_section51_dimension_of_preschemes.tex,152,32,4882,4897,\sref{IV.5.1.4},\sref{IV.5.1.4},5.1.4,IV,IV.5.1.4,ega4.c04.prop.5-1-4,section*.310,1,IV.5.1.4,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,C7180540F2EAD0D798516DA7130303C221018A6823AAB89527252A1EF9DDDE6F,"ery $x\in X$. If, in addition, every irreducible closed subset of $X$ contains a closed point, then for $X$ to be catenary it is enough that $\sh O_x$ be catenary for every closed point $x$ of $X$. \end{corollary} \begin{proof} The argument is the same as in \sref{IV.5.1.4}, since it is a matter of comparing chains of irreducible closed subsets with the same endpoints. \end{proof} \begin{env}[5.1.6] \phantomsection \label{IV.5.1.6} We now examine the more special properties tied to Noetherian hypotheses. Recall \sref[0]{0.16.2"
ega4.reference.candidate.sha256.7fdf41f29eb9370e5bcdfb15c6d0e24bde99bfadb52ba670e08d0b4c7ee196d4,explicit_sref,components/01_section51_dimension_of_preschemes.tex,163,8,5142,5161,\sref[0]{0.16.2.3} ,\sref[0]{0.16.2.3},0.16.2.3,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,CDE1F26BA83BFCEBFDC913CF1942250D34CF9ACF51040E17E0370E2C25A32A88,"\sref{IV.5.1.4}, since it is a matter of comparing chains of irreducible closed subsets with the same endpoints. \end{proof} \begin{env}[5.1.6] \phantomsection \label{IV.5.1.6} We now examine the more special properties tied to Noetherian hypotheses. Recall \sref[0]{0.16.2.3} that a Noetherian local ring $A\ne0$ has finite dimension, equal to the minimum number of generators of an ideal of definition of $A$. For every prime ideal $\mathfrak p$ of $A$, its height, equal to $\dim(A_{\mathfrak p})$, is therefore also finite. Together"
ega4.reference.candidate.sha256.6128f74a867258f788a9395e275502790c79dff5327448bdf644a6c2d93c895d,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,168,15,5426,5444,\eqref{IV.5.1.2.1},\eqref{IV.5.1.2.1},5.1.2.1,IV,IV.5.1.2.1,ega4.c04.eq.5-1-2-1,AMS.306,1,IV.5.1.2.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,308A9F09C163B1CF502DDC522C114E9D3EFBF4E3EF29F3D52595B64D03806048,"a Noetherian local ring $A\ne0$ has finite dimension, equal to the minimum number of generators of an ideal of definition of $A$. For every prime ideal $\mathfrak p$ of $A$, its height, equal to $\dim(A_{\mathfrak p})$, is therefore also finite. Together with \eqref{IV.5.1.2.1}, \eqref{IV.5.1.3.1}, and \eqref{IV.5.1.4.1}, these facts show the following. \end{env} \begin{proposition}[5.1.7] \phantomsection \label{IV.5.1.7} For every nonempty closed subset $Y$ of a locally Noetherian prescheme $X$, the number $\operatorname{codim}(Y,"
ega4.reference.candidate.sha256.3e650b4fe405dd3339de8421f4594fd02792ae0f37f6f603497f24ed866ec870,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,168,35,5446,5464,\eqref{IV.5.1.3.1},\eqref{IV.5.1.3.1},5.1.3.1,IV,IV.5.1.3.1,ega4.c04.eq.5-1-3-1,AMS.308,1,IV.5.1.3.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,0702CFEFDF7BF7049F13646EE0FA0F9ABD68E07881A8F4DC0F300B895D0B9E1F,"ing $A\ne0$ has finite dimension, equal to the minimum number of generators of an ideal of definition of $A$. For every prime ideal $\mathfrak p$ of $A$, its height, equal to $\dim(A_{\mathfrak p})$, is therefore also finite. Together with \eqref{IV.5.1.2.1}, \eqref{IV.5.1.3.1}, and \eqref{IV.5.1.4.1}, these facts show the following. \end{env} \begin{proposition}[5.1.7] \phantomsection \label{IV.5.1.7} For every nonempty closed subset $Y$ of a locally Noetherian prescheme $X$, the number $\operatorname{codim}(Y,X)$ is finite. If $X"
ega4.reference.candidate.sha256.da55ac3aa439e8fb9bbca6b239f0c65161e0517d0de44c1ba7ac49e804c89eda,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,169,1,5470,5488,\eqref{IV.5.1.4.1},\eqref{IV.5.1.4.1},5.1.4.1,IV,IV.5.1.4.1,ega4.c04.eq.5-1-4-1,AMS.311,1,IV.5.1.4.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,AB8A592D243ED8469B43AE388B5BEED1BB60896A3C4D727816739C45384CC65F,"imension, equal to the minimum number of generators of an ideal of definition of $A$. For every prime ideal $\mathfrak p$ of $A$, its height, equal to $\dim(A_{\mathfrak p})$, is therefore also finite. Together with \eqref{IV.5.1.2.1}, \eqref{IV.5.1.3.1}, and \eqref{IV.5.1.4.1}, these facts show the following. \end{env} \begin{proposition}[5.1.7] \phantomsection \label{IV.5.1.7} For every nonempty closed subset $Y$ of a locally Noetherian prescheme $X$, the number $\operatorname{codim}(Y,X)$ is finite. If $X$ is Noetherian and affi"
ega4.reference.candidate.sha256.92edbae16ea65c2b4c0d5bbe0beff380dc990fa1ddfe0a3ae467cf605189a1bf,explicit_sref,components/01_section51_dimension_of_preschemes.tex,202,37,6773,6788,\sref{IV.5.1.7},\sref{IV.5.1.7},5.1.7,IV,IV.5.1.7,ega4.c04.prop.5-1-7,section*.315,1,IV.5.1.7,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,EDA27C0E28708474910B46B14E398666889A1440859BCA083E6851D1175B2EBC,"rreducible component $Y$ of $Z$, the ideal $(f_y)$ of $\sh O_{X,y}$ must be such that $\sh O_{X,y}/(f_y)$ has only one prime ideal. Thus $f_y$ generates an ideal of definition of the Noetherian local ring $\sh O_{X,y}$, and $\operatorname{codim}(Y,X)\leq1$ by \sref{IV.5.1.7}. If $Z$ contains no irreducible component of $X$, then $\operatorname{codim}(Y,X)$ cannot be $0$ by \sref[0]{0.14.2.1}. \end{proof} \oldpage[IV-2]{88} \begin{proposition}[5.1.9] \phantomsection \label{IV.5.1.9} Let $X$ be a locally Noetherian prescheme and"
ega4.reference.candidate.sha256.836ee715b1dcbcd0bc6271f57f8430935d5ceb05a5daaf5b172916d47b0ca7da,explicit_sref,components/01_section51_dimension_of_preschemes.tex,205,1,6889,6907,\sref[0]{0.14.2.1},\sref[0]{0.14.2.1},0.14.2.1,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,BC8378823ABFFCD1902EEC6E8B0B09686E8BA0EFCC8993EDB94C03E579FAC377,"ne prime ideal. Thus $f_y$ generates an ideal of definition of the Noetherian local ring $\sh O_{X,y}$, and $\operatorname{codim}(Y,X)\leq1$ by \sref{IV.5.1.7}. If $Z$ contains no irreducible component of $X$, then $\operatorname{codim}(Y,X)$ cannot be $0$ by \sref[0]{0.14.2.1}. \end{proof} \oldpage[IV-2]{88} \begin{proposition}[5.1.9] \phantomsection \label{IV.5.1.9} Let $X$ be a locally Noetherian prescheme and let $Y$ be a closed subset of $X$. If $x\in Y$ and $\sh O_{X,x}$ is a catenary ring, then \begin{equation} \begin{split"
ega4.reference.candidate.sha256.d24505c5dce24607b3ec2d45bbf2fda8b189181e9e4c7774bab5d9099efcbcc8,explicit_sref,components/01_section51_dimension_of_preschemes.tex,244,4,8031,8049,\sref[0]{0.16.1.4},\sref[0]{0.16.1.4},0.16.1.4,0,,,,0,,external_or_unavailable_volume_reference,positive_residual,explicit target is outside the standalone EGA-IV reader,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,B55FBE4E3298806B4F328754A80126E348832D2C733464FF69C50035D096183E,"e ideals of $A$ containing one of the $\mathfrak p_i$, so \[ \dim(\sh O_{Y,x})=\sup_i\dim(A/\mathfrak p_i). \] On the other hand, $\sh O_{X,y_i}=A_{\mathfrak p_i}$, and the hypothesis on $A$ gives \[ \dim(A)=\dim(A/\mathfrak p_i)+\dim(A_{\mathfrak p_i}) \] by \sref[0]{0.16.1.4}. The conclusion follows from \[ \operatorname{codim}_x(Y,X) =\inf_i\dim(\sh O_{X,y_i}) \] using \eqref{IV.5.1.2.1} and \sref[0]{0.14.2.6}. \end{proof} \begin{proposition}[5.1.10] \phantomsection \label{IV.5.1.10} \begin{enumerate}[{\rm(i)}] \item \phantoms"
