application_id,candidate_id,pattern_kind,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,normalized_visible,locator_token,volume_hint,target_label,target_id,baseline_pdf_destination,candidate_target_count,candidate_target_labels,classification,disposition,resolution_basis,source_sha256,source_span_sha256,context
ega4.reference.application.sha256.92edbae16ea65c2b4c0d5bbe0beff380dc990fa1ddfe0a3ae467cf605189a1bf,ega4.reference.candidate.sha256.92edbae16ea65c2b4c0d5bbe0beff380dc990fa1ddfe0a3ae467cf605189a1bf,explicit_sref,components/01_section51_dimension_of_preschemes.tex,202,37,6773,6788,\sref{IV.5.1.7},\sref{IV.5.1.7},5.1.7,IV,IV.5.1.7,ega4.c04.prop.5-1-7,section*.315,1,IV.5.1.7,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,EDA27C0E28708474910B46B14E398666889A1440859BCA083E6851D1175B2EBC,"rreducible component $Y$ of $Z$, the ideal $(f_y)$ of $\sh O_{X,y}$ must be such that $\sh O_{X,y}/(f_y)$ has only one prime ideal. Thus $f_y$ generates an ideal of definition of the Noetherian local ring $\sh O_{X,y}$, and $\operatorname{codim}(Y,X)\leq1$ by \sref{IV.5.1.7}. If $Z$ contains no irreducible component of $X$, then $\operatorname{codim}(Y,X)$ cannot be $0$ by \sref[0]{0.14.2.1}. \end{proof} \oldpage[IV-2]{88} \begin{proposition}[5.1.9] \phantomsection \label{IV.5.1.9} Let $X$ be a locally Noetherian prescheme and"
ega4.reference.application.sha256.c58fe771009f4fe59d54effb6e28bdd7f13390dab6a08c0816095523c0062e70,ega4.reference.candidate.sha256.c58fe771009f4fe59d54effb6e28bdd7f13390dab6a08c0816095523c0062e70,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,250,7,8148,8166,\eqref{IV.5.1.2.1},\eqref{IV.5.1.2.1},5.1.2.1,IV,IV.5.1.2.1,ega4.c04.eq.5-1-2-1,AMS.306,1,IV.5.1.2.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,308A9F09C163B1CF502DDC522C114E9D3EFBF4E3EF29F3D52595B64D03806048,"other hand, $\sh O_{X,y_i}=A_{\mathfrak p_i}$, and the hypothesis on $A$ gives \[ \dim(A)=\dim(A/\mathfrak p_i)+\dim(A_{\mathfrak p_i}) \] by \sref[0]{0.16.1.4}. The conclusion follows from \[ \operatorname{codim}_x(Y,X) =\inf_i\dim(\sh O_{X,y_i}) \] using \eqref{IV.5.1.2.1} and \sref[0]{0.14.2.6}. \end{proof} \begin{proposition}[5.1.10] \phantomsection \label{IV.5.1.10} \begin{enumerate}[{\rm(i)}] \item \phantomsection \label{IV.5.1.10.i} In every prescheme $X$, every nonempty locally constructible subset $E$ contains a point $"
ega4.reference.application.sha256.438d6ab58af7f94f83864b2655231fe068fa93a061f3f3cc8b3f7b2b203cabac,ega4.reference.candidate.sha256.438d6ab58af7f94f83864b2655231fe068fa93a061f3f3cc8b3f7b2b203cabac,explicit_sref,components/01_section51_dimension_of_preschemes.tex,274,1,8835,8854,\sref{IV.5.1.10.i} ,\sref{IV.5.1.10.i},,IV,IV.5.1.10.i,ega4.c04.sec.5-1-10-i,section*.320,1,IV.5.1.10.i,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,54788F7E1E4156C7EBF70214C0AB7B2FCB932821A6BF5846C2433016901BA8C4,"$ be a locally Noetherian prescheme and let $x\in X$ be such that $\{x\}$ is locally closed in $X$. Then $\dim(\overline{\{x\}})\leq1$; consequently, every point $y\ne x$ of $\overline{\{x\}}$ is closed in $X$. \end{enumerate} \end{proposition} \begin{proof} \sref{IV.5.1.10.i} is a special case of the following lemma. \end{proof} \begin{lemma}[5.1.10.1] \phantomsection \label{IV.5.1.10.1} Let $X$ be a topological space with the following property: for every nonempty locally closed subset $Z$ of $X$, there exist a subset $Z'$ of $Z$"
ega4.reference.application.sha256.ffaeb65ded3bf4397616bcb2972d7f8e0586dd99c799bd0efaa41a9195116da1,ega4.reference.candidate.sha256.ffaeb65ded3bf4397616bcb2972d7f8e0586dd99c799bd0efaa41a9195116da1,explicit_sref,components/01_section51_dimension_of_preschemes.tex,307,24,9991,10010,\sref{IV.5.1.10.ii},\sref{IV.5.1.10.ii},,IV,IV.5.1.10.ii,ega4.c04.sec.5-1-10-ii,section*.321,1,IV.5.1.10.ii,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,44F9BF11765C5280B86414E18E1D79EB9ACB67906B0117D84C218497615C3C07,"derlying space of a prescheme \sref[I]{I.5.2.1}, and one may take for $Z'$ an affine open subset of $Z$, which is a quasi-compact Kolmogorov space and therefore contains a closed point \sref[0]{0.2.1.3}. \end{proof} \oldpage[IV-2]{89} \begin{proof}[Proof of \sref{IV.5.1.10.ii}] Let $Z$ be the reduced sub-prescheme of $X$ whose underlying space is $\overline{\{x\}}$. The hypothesis implies that $\{x\}$ is open in $Z$. Thus, for every $z\in Z$, the generic point $x$ of $\Spec(\sh O_{Z,z})$ is isolated in $\Spec(\sh O_{Z,z})$. The rin"
ega4.reference.application.sha256.b846cfacaeb2a348dc2c1a3bf58bdfd57dbb626e7469fece95a3f12463af62d0,ega4.reference.candidate.sha256.b846cfacaeb2a348dc2c1a3bf58bdfd57dbb626e7469fece95a3f12463af62d0,explicit_sref,components/01_section51_dimension_of_preschemes.tex,331,1,10856,10872,\sref{IV.5.1.10},\sref{IV.5.1.10},5.1.10,IV,IV.5.1.10,ega4.c04.prop.5-1-10,section*.319,1,IV.5.1.10,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,D87792CD999B9EE9C2964CAC2F526A72B7561242776357D2C60FE80686DF5B50,"label{IV.5.1.11} If $X$ is a locally Noetherian prescheme, every nonempty closed subset of $X$ contains a closed point. \end{corollary} \begin{proof} Every closed subset of $X$ is constructible \sref[0]{0.9.1.1} and \sref[0]{0.9.1.5}, so it suffices to apply \sref{IV.5.1.10}. \end{proof} \begin{env}[5.1.12] \phantomsection \label{IV.5.1.12} Let $X$ be a prescheme, let $\sh F$ be a quasi-coherent $\sh O_X$-module of finite type, and let $S=\operatorname{Supp}(\sh F)$ be its support, which is closed in $X$ \sref[0]{0.5.2.2}. For e"
ega4.reference.application.sha256.e7e715f9907ae3490eb0396fb512afa8e64e1942be9534dc11e21dd06f4c737e,ega4.reference.candidate.sha256.e7e715f9907ae3490eb0396fb512afa8e64e1942be9534dc11e21dd06f4c737e,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,358,11,11729,11747,\eqref{IV.5.1.1.1},\eqref{IV.5.1.1.1},5.1.1.1,IV,IV.5.1.1.1,ega4.c04.eq.5-1-1-1,AMS.299,1,IV.5.1.1.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,E902D3C6C5D9C73332D090D0B2DAD8E6D8D962F75691BD8ADA6EBA63E457D780,"sed sub-prescheme of $X$ whose underlying space is $S$. The irreducible components of $\Spec(\sh O_{S,x})$ are the intersections of $\Spec(\sh O_{X,x})$ with the irreducible components of $S$ containing $x$, and correspond bijectively to the latter. Hence, by \eqref{IV.5.1.1.1}, \begin{equation} \dim(\sh F_x)=\dim(\sh O_{S,x}). \tag{5.1.12.1}\label{IV.5.1.12.1} \end{equation} It also follows from \eqref{IV.5.1.2.1} that, if $X$ is locally Noetherian, \begin{equation} \dim(\sh F_x)=\operatorname{codim}(\overline{\{x\}},S). \tag{5.1.1"
ega4.reference.application.sha256.c70d848406d041bbb376cef7b4baaf470c9ed4cd943ca4c0d44c9a9e23556fe9,ega4.reference.candidate.sha256.c70d848406d041bbb376cef7b4baaf470c9ed4cd943ca4c0d44c9a9e23556fe9,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,363,22,11869,11887,\eqref{IV.5.1.2.1},\eqref{IV.5.1.2.1},5.1.2.1,IV,IV.5.1.2.1,ega4.c04.eq.5-1-2-1,AMS.306,1,IV.5.1.2.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,308A9F09C163B1CF502DDC522C114E9D3EFBF4E3EF29F3D52595B64D03806048,"sh O_{X,x})$ with the irreducible components of $S$ containing $x$, and correspond bijectively to the latter. Hence, by \eqref{IV.5.1.1.1}, \begin{equation} \dim(\sh F_x)=\dim(\sh O_{S,x}). \tag{5.1.12.1}\label{IV.5.1.12.1} \end{equation} It also follows from \eqref{IV.5.1.2.1} that, if $X$ is locally Noetherian, \begin{equation} \dim(\sh F_x)=\operatorname{codim}(\overline{\{x\}},S). \tag{5.1.12.2}\label{IV.5.1.12.2} \end{equation} We say that $\sh F$ is \emph{equidimensional at the point} $x\in X$ if $\sh F_x$ is an equidimension"
ega4.reference.application.sha256.52225d530c94e99fb8be3671130040b31cfe38afa581b916e4f41d8097cccdb3,ega4.reference.candidate.sha256.52225d530c94e99fb8be3671130040b31cfe38afa581b916e4f41d8097cccdb3,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,378,11,12483,12501,\eqref{IV.5.1.4.1},\eqref{IV.5.1.4.1},5.1.4.1,IV,IV.5.1.4.1,ega4.c04.eq.5-1-4-1,AMS.311,1,IV.5.1.4.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,AB8A592D243ED8469B43AE388B5BEED1BB60896A3C4D727816739C45384CC65F,"(\sh F_x)$ is equidimensional as a closed subset of $\Spec(\sh O_{X,x})$. Equivalently, the ring $\sh O_{S,x}$ is equidimensional. The \emph{dimension} of $\sh F$, denoted $\dim(\sh F)$, is the dimension of its support $\operatorname{Supp}(\sh F)$. Equations \eqref{IV.5.1.4.1} and \eqref{IV.5.1.12.1} give \begin{equation} \dim(\sh F)=\sup_{x\in X}\dim(\sh F_x). \tag{5.1.12.3}\label{IV.5.1.12.3} \end{equation} If $X=\Spec(A)$ is affine and $\sh F=\widetilde M$, where $M$ is a finite $A$-module, then $\dim(\sh F)=\dim(M)$ by \sref[0"
ega4.reference.application.sha256.453afbe4a46a7671e68f153e04c3a10c2e97a4e7bd2195f7605b873a412ccc67,ega4.reference.candidate.sha256.453afbe4a46a7671e68f153e04c3a10c2e97a4e7bd2195f7605b873a412ccc67,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,378,34,12506,12525,\eqref{IV.5.1.12.1},\eqref{IV.5.1.12.1},5.1.12.1,IV,IV.5.1.12.1,ega4.c04.eq.5-1-12-1,AMS.325,1,IV.5.1.12.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,F9A9A4261ED5AFB9802DE35FFD886BD14CB0DFF454A7808F003673E9C779DC02,"sional as a closed subset of $\Spec(\sh O_{X,x})$. Equivalently, the ring $\sh O_{S,x}$ is equidimensional. The \emph{dimension} of $\sh F$, denoted $\dim(\sh F)$, is the dimension of its support $\operatorname{Supp}(\sh F)$. Equations \eqref{IV.5.1.4.1} and \eqref{IV.5.1.12.1} give \begin{equation} \dim(\sh F)=\sup_{x\in X}\dim(\sh F_x). \tag{5.1.12.3}\label{IV.5.1.12.3} \end{equation} If $X=\Spec(A)$ is affine and $\sh F=\widetilde M$, where $M$ is a finite $A$-module, then $\dim(\sh F)=\dim(M)$ by \sref[0]{0.16.1.7} and \eqref{I"
ega4.reference.application.sha256.5b052617e49ef84990afaf0d7833fefab3746a5a9e9b4fdecf26f8636e03c13d,ega4.reference.candidate.sha256.5b052617e49ef84990afaf0d7833fefab3746a5a9e9b4fdecf26f8636e03c13d,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,387,1,12777,12795,\eqref{IV.5.1.4.1},\eqref{IV.5.1.4.1},5.1.4.1,IV,IV.5.1.4.1,ega4.c04.eq.5-1-4-1,AMS.311,1,IV.5.1.4.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,AB8A592D243ED8469B43AE388B5BEED1BB60896A3C4D727816739C45384CC65F,".1.12.1} give \begin{equation} \dim(\sh F)=\sup_{x\in X}\dim(\sh F_x). \tag{5.1.12.3}\label{IV.5.1.12.3} \end{equation} If $X=\Spec(A)$ is affine and $\sh F=\widetilde M$, where $M$ is a finite $A$-module, then $\dim(\sh F)=\dim(M)$ by \sref[0]{0.16.1.7} and \eqref{IV.5.1.4.1}. \end{env} \begin{proposition}[5.1.13] \phantomsection \label{IV.5.1.13} Let $X$ be a prescheme, let $\sh F$ be a quasi-coherent $\sh O_X$-module of finite type, let $x\in X$, and let $x'$ be a generization of $x$ in $X$. Then \begin{equation} \dim(\sh F_{x'"
ega4.reference.application.sha256.cdd4c4fdcaa105af51f92daae5e3aef365415ba92c1617fbedf1c665276527a4,ega4.reference.candidate.sha256.cdd4c4fdcaa105af51f92daae5e3aef365415ba92c1617fbedf1c665276527a4,explicit_eqref,components/01_section51_dimension_of_preschemes.tex,403,31,13188,13207,\eqref{IV.5.1.12.1},\eqref{IV.5.1.12.1},5.1.12.1,IV,IV.5.1.12.1,ega4.c04.eq.5-1-12-1,AMS.325,1,IV.5.1.12.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,7FF04BD534DABEB348169BB3F2D684CA42725BDB9FBFA33C5C1B2648FD1E57C6,F9A9A4261ED5AFB9802DE35FFD886BD14CB0DFF454A7808F003673E9C779DC02,"sh O_X$-module of finite type, let $x\in X$, and let $x'$ be a generization of $x$ in $X$. Then \begin{equation} \dim(\sh F_{x'})\leq\dim(\sh F_x). \tag{5.1.13.1}\label{IV.5.1.13.1} \end{equation} \end{proposition} \begin{proof} This follows immediately from \eqref{IV.5.1.12.1} and the definitions. \end{proof}"
ega4.reference.application.sha256.60ceb4678e0e63fe2a51882ad39331d4672b2f1d8a11d8f4a241d44e8b80877f,ega4.reference.candidate.sha256.60ceb4678e0e63fe2a51882ad39331d4672b2f1d8a11d8f4a241d44e8b80877f,explicit_sref,components/02_section42_associated_prime_cycles.tex,99,35,2786,2803,\sref{IV.4.2.1.1},\sref{IV.4.2.1.1},4.2.1.1,IV,IV.4.2.1.1,ega4.c04.eq.4-2-1-1,AMS.94,1,IV.4.2.1.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,F67C4706783D822FE79FD51074C3B189140B98E1BC27732158EE6ED350545682,1C10C64243DCE85AE9CC1F7DCBFA62FFE2EB163A7C67AB0BBA4D08F546A6927C,"ebraic over the residue field of the zero ideal of $K'\otimes_k L$, namely $L(\mathbf t)$. Consequently \[ \operatorname{tr.deg}_L E =\operatorname{tr.deg}_L L(\mathbf t) =\operatorname{Card}(I) =\operatorname{tr.deg}_k K. \] This gives the second equality in \sref{IV.4.2.1.1}; interchanging the roles of $K$ and $L$ gives the first, and \sref{IV.4.2.1.2} follows. \end{proof} \begin{corollary}[4.2.2] \phantomsection \label{IV.4.2.2} Under the hypotheses of \sref{IV.3.3.6}, if the preschemes $T_{x,y}$ are locally Noetherian, they ha"
ega4.reference.application.sha256.588f208032fc9ff861a76b4be124bda82a7d418072b15cba4b43ba74d1ae6d2d,ega4.reference.candidate.sha256.588f208032fc9ff861a76b4be124bda82a7d418072b15cba4b43ba74d1ae6d2d,explicit_sref,components/02_section42_associated_prime_cycles.tex,101,1,2865,2883,\sref{IV.4.2.1.2} ,\sref{IV.4.2.1.2},4.2.1.2,IV,IV.4.2.1.2,ega4.c04.eq.4-2-1-2,AMS.95,1,IV.4.2.1.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,F67C4706783D822FE79FD51074C3B189140B98E1BC27732158EE6ED350545682,D3D6463CF23EE13F42ECE7DCE88D1724028247AC1CBF61213184C9B24160732A,"mathbf t)$. Consequently \[ \operatorname{tr.deg}_L E =\operatorname{tr.deg}_L L(\mathbf t) =\operatorname{Card}(I) =\operatorname{tr.deg}_k K. \] This gives the second equality in \sref{IV.4.2.1.1}; interchanging the roles of $K$ and $L$ gives the first, and \sref{IV.4.2.1.2} follows. \end{proof} \begin{corollary}[4.2.2] \phantomsection \label{IV.4.2.2} Under the hypotheses of \sref{IV.3.3.6}, if the preschemes $T_{x,y}$ are locally Noetherian, they have no immersed associated prime cycle. \end{corollary} \begin{corollary}[4.2.3]"
ega4.reference.application.sha256.b6d73f9506742bfe2928dad39554fcfc1da6cd49081dce8c07d313c32ac7116a,ega4.reference.candidate.sha256.b6d73f9506742bfe2928dad39554fcfc1da6cd49081dce8c07d313c32ac7116a,explicit_sref,components/02_section42_associated_prime_cycles.tex,107,25,2987,3002,\sref{IV.3.3.6},\sref{IV.3.3.6},3.3.6,IV,IV.3.3.6,ega4.c04.prop.3-3-6,section*.59,1,IV.3.3.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,F67C4706783D822FE79FD51074C3B189140B98E1BC27732158EE6ED350545682,083A79B27202603F594C28B999B6E738DBC3A702CDAD8F667835D2499CC1C2C9,"atorname{tr.deg}_k K. \] This gives the second equality in \sref{IV.4.2.1.1}; interchanging the roles of $K$ and $L$ gives the first, and \sref{IV.4.2.1.2} follows. \end{proof} \begin{corollary}[4.2.2] \phantomsection \label{IV.4.2.2} Under the hypotheses of \sref{IV.3.3.6}, if the preschemes $T_{x,y}$ are locally Noetherian, they have no immersed associated prime cycle. \end{corollary} \begin{corollary}[4.2.3] \phantomsection \label{IV.4.2.3} Under the hypotheses of \sref{IV.3.3.6} (respectively \sref{IV.3.3.7}), if the $T_{x,"
ega4.reference.application.sha256.e0183d4255b2ec6e675e5652b6139157439593af82184f73ab7c6c8a36bf947a,ega4.reference.candidate.sha256.e0183d4255b2ec6e675e5652b6139157439593af82184f73ab7c6c8a36bf947a,explicit_sref,components/02_section42_associated_prime_cycles.tex,115,25,3201,3217,"\sref{IV.3.3.6}
",\sref{IV.3.3.6},3.3.6,IV,IV.3.3.6,ega4.c04.prop.3-3-6,section*.59,1,IV.3.3.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,F67C4706783D822FE79FD51074C3B189140B98E1BC27732158EE6ED350545682,11AC5367EF512EC7128686A81C7926BBFC168AB04706F1ABA13FE6F976A593B5,"tion \label{IV.4.2.2} Under the hypotheses of \sref{IV.3.3.6}, if the preschemes $T_{x,y}$ are locally Noetherian, they have no immersed associated prime cycle. \end{corollary} \begin{corollary}[4.2.3] \phantomsection \label{IV.4.2.3} Under the hypotheses of \sref{IV.3.3.6} (respectively \sref{IV.3.3.7}), if the $T_{x,y}$ are locally Noetherian and if $\sh F$ and the $\sh G_s$ $(s\in S)$ (respectively $\sh F$ and $\sh G$) have no immersed associated prime cycle, then neither does \[ \sh F\otimes_{\sh S}\sh G. \] \end{corollary}"
ega4.reference.application.sha256.b9178d7f433c6f7f8aacfff2f1e949c4435d601e59e318f1ab26f8fecb37317a,ega4.reference.candidate.sha256.b9178d7f433c6f7f8aacfff2f1e949c4435d601e59e318f1ab26f8fecb37317a,explicit_sref,components/02_section42_associated_prime_cycles.tex,116,15,3231,3246,\sref{IV.3.3.7},\sref{IV.3.3.7},3.3.7,IV,IV.3.3.7,ega4.c04.cor.3-3-7,section*.64,1,IV.3.3.7,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,F67C4706783D822FE79FD51074C3B189140B98E1BC27732158EE6ED350545682,D31081B274E0BB7402053054F1A6A408647E183FBC85A600AC8D296B56183B14,"e hypotheses of \sref{IV.3.3.6}, if the preschemes $T_{x,y}$ are locally Noetherian, they have no immersed associated prime cycle. \end{corollary} \begin{corollary}[4.2.3] \phantomsection \label{IV.4.2.3} Under the hypotheses of \sref{IV.3.3.6} (respectively \sref{IV.3.3.7}), if the $T_{x,y}$ are locally Noetherian and if $\sh F$ and the $\sh G_s$ $(s\in S)$ (respectively $\sh F$ and $\sh G$) have no immersed associated prime cycle, then neither does \[ \sh F\otimes_{\sh S}\sh G. \] \end{corollary} This follows from \sref{IV.4."
ega4.reference.application.sha256.9d7f442aacd941ae5ad85b99c191e1e8e25d03348074b2fbff5133ade65f552a,ega4.reference.candidate.sha256.9d7f442aacd941ae5ad85b99c191e1e8e25d03348074b2fbff5133ade65f552a,explicit_sref,components/02_section42_associated_prime_cycles.tex,125,19,3495,3510,\sref{IV.4.2.2},\sref{IV.4.2.2},4.2.2,IV,IV.4.2.2,ega4.c04.cor.4-2-2,section*.97,1,IV.4.2.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,F67C4706783D822FE79FD51074C3B189140B98E1BC27732158EE6ED350545682,7426AEC6A456FE8EC8EE5549EC63E103FEE81D3DDCF965CBBFB312FAAAA05ABD,"f{IV.3.3.7}), if the $T_{x,y}$ are locally Noetherian and if $\sh F$ and the $\sh G_s$ $(s\in S)$ (respectively $\sh F$ and $\sh G$) have no immersed associated prime cycle, then neither does \[ \sh F\otimes_{\sh S}\sh G. \] \end{corollary} This follows from \sref{IV.4.2.2}, \sref{IV.3.3.2}, and the proof of \sref{IV.3.3.6}. In particular, since every prescheme over a field $k$ is flat over $k$, we have thereby proved assertion~{\hyperlink{ega4.c04.sec.4-2-4-i}{(i)}} of the following proposition. \begin{proposition}[4.2.4] \pha"
ega4.reference.application.sha256.4754a90545da889b6c9af97d8fef6e266e278fd55d488a997ea06e49c9ad3307,ega4.reference.candidate.sha256.4754a90545da889b6c9af97d8fef6e266e278fd55d488a997ea06e49c9ad3307,explicit_sref,components/02_section42_associated_prime_cycles.tex,125,36,3512,3527,\sref{IV.3.3.2},\sref{IV.3.3.2},3.3.2,IV,IV.3.3.2,ega4.c04.cor.3-3-2,section*.55,1,IV.3.3.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,F67C4706783D822FE79FD51074C3B189140B98E1BC27732158EE6ED350545682,EF74903C9132960E45F6C2972A7F78085308668C7D24656C2292D3490B7381A9,"the $T_{x,y}$ are locally Noetherian and if $\sh F$ and the $\sh G_s$ $(s\in S)$ (respectively $\sh F$ and $\sh G$) have no immersed associated prime cycle, then neither does \[ \sh F\otimes_{\sh S}\sh G. \] \end{corollary} This follows from \sref{IV.4.2.2}, \sref{IV.3.3.2}, and the proof of \sref{IV.3.3.6}. In particular, since every prescheme over a field $k$ is flat over $k$, we have thereby proved assertion~{\hyperlink{ega4.c04.sec.4-2-4-i}{(i)}} of the following proposition. \begin{proposition}[4.2.4] \phantomsection \labe"
ega4.reference.application.sha256.142065a09e66d870e1a1e249e2a28a45cd80866cc9931b258163f11a9d298b50,ega4.reference.candidate.sha256.142065a09e66d870e1a1e249e2a28a45cd80866cc9931b258163f11a9d298b50,explicit_sref,components/02_section42_associated_prime_cycles.tex,126,1,3546,3561,\sref{IV.3.3.6},\sref{IV.3.3.6},3.3.6,IV,IV.3.3.6,ega4.c04.prop.3-3-6,section*.59,1,IV.3.3.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,F67C4706783D822FE79FD51074C3B189140B98E1BC27732158EE6ED350545682,083A79B27202603F594C28B999B6E738DBC3A702CDAD8F667835D2499CC1C2C9,"an and if $\sh F$ and the $\sh G_s$ $(s\in S)$ (respectively $\sh F$ and $\sh G$) have no immersed associated prime cycle, then neither does \[ \sh F\otimes_{\sh S}\sh G. \] \end{corollary} This follows from \sref{IV.4.2.2}, \sref{IV.3.3.2}, and the proof of \sref{IV.3.3.6}. In particular, since every prescheme over a field $k$ is flat over $k$, we have thereby proved assertion~{\hyperlink{ega4.c04.sec.4-2-4-i}{(i)}} of the following proposition. \begin{proposition}[4.2.4] \phantomsection \label{IV.4.2.4} Let $k$ be a field, an"
