row_id,surface,risk,kind,replacement_hint,source_file,line,context,apply_action,citation_form,current_lemma,warning
series-sequence-red,red,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1494,"$\mathfrak{R}$, togda $p$ vhodi takođe v red $A$ od $\{\mathfrak{R}\}$.",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,reda,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1499,"stupnju $n$ razpadnogo polja $Z$, $\mathfrak{g}$ podgrupa reda",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
power-exponent,stupnju,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1499,"stupnju $n$ razpadnogo polja $Z$, $\mathfrak{g}$ podgrupa reda",deferred_no_apply,,,deferred
remain-ostati,obstaje,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1500,"$p^{\sigma}$ od $\mathfrak{G}$ (ona obstaje po teoremu Sylowa, Speiser",prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
series-sequence-red,red,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1511,teoremu~\ref{satz:24-3} red $\{\mathfrak{C}\}$ jest potencija,human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,red,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1531,Po teoremah~\ref{satz:24-3} i \ref{satz:24-4} red $A$ od,human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,redov,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1538,"redov $p_{\nu}^{\varrho_{\nu}}$, tedy",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
remain-ostati,obstajut,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1565,obstajut elementy $u_{i}$ s,prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
assumption-noun,predpostavjenu,citation_rehead_only,doublet_documentation,citation rehead/document doublet; no global replace,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1600,"$Z$, ne več za tu vždy predpostavjenu priměnu $S_{i}$ na cělo",citation_rehead_only_or_no_text_change,prědpoložeńje,prědpoloženje,both prědpoloženje and prědpostavka are real formations; citation = dict form; do not erase prědpostavka
remain-ostati,obstaje,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1623,\textit{1.} $u_{S}^{-1}$ obstaje:,prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1652,i slědujuče jednačenje važi za priměnjenje na elementy $\mathfrak{Z}$:,human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
holds-is-valid,važiti,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1683,Za $u_{S}$ morajut važiti relacije slědujučego vida,human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
remain-ostati,obstaje,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1825,"nazvane ekvivalentne, ako obstaje matrica $M$ s",prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
power-exponent,stupnja,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1830,predstavjenje $m$-go stupnja od $\mathfrak{G}^{*}$ v $\mathfrak{Z}$,deferred_no_apply,,,deferred
corresponds,sootvětně,candidate_after_review,lexeme_switch,odpovědati-family; rehead lemma; manual inflection,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1849,polno sootvětně k konstrukciji modula predstavjenja za dano predstavjenje,prepare_candidate_rewrites_after_review,odpovědati,sootvětstvovati,lexicon group lemma should be re-headed to odpovědati
corresponds,sootvětno,candidate_after_review,lexeme_switch,odpovědati-family; rehead lemma; manual inflection,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1859,"Něčto sootvětno računanju na str.~20 pri tom sovsěm ne jest potrěbno, bo",prepare_candidate_rewrites_after_review,odpovědati,sootvětstvovati,lexicon group lemma should be re-headed to odpovědati
corresponds,sootvětno,candidate_after_review,lexeme_switch,odpovědati-family; rehead lemma; manual inflection,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1864,"$\mathfrak{R}_{r}$; iz togo, sootvětno teoremu~2, str.~22, zaključujemo, že",prepare_candidate_rewrites_after_review,odpovědati,sootvětstvovati,lexicon group lemma should be re-headed to odpovědati
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1872,$(\mathfrak{rt} : \mathfrak{Z})$ prostogo pravogo ideala. Nyně važi,human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
corresponds,sootvětuje,candidate_after_review,lexeme_switch,odpovědati-family; rehead lemma; manual inflection,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1956,$A$- i $B$-matric tedy sootvětuje jednoznačno množenju elementov v direktnom,prepare_candidate_rewrites_after_review,odpovědati,sootvětstvovati,lexicon group lemma should be re-headed to odpovědati
remain-ostati,obstaje,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2041,"definiciji obstaje najmanje jedno $z$, tako že $z - z^{S'} \neq 0$; jedno",prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
assumption-noun,predpostavljeno,citation_rehead_only,doublet_documentation,citation rehead/document doublet; no global replace,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2097,predpostavljeno jest: $wz = zw$ za vsako $z$ iz $\mathfrak{Z}$. Tedy,citation_rehead_only_or_no_text_change,prědpoložeńje,prědpoloženje,both prědpoloženje and prědpostavka are real formations; citation = dict form; do not erase prědpostavka
remain-ostati,obstaje,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2103,"$c_{S} = 0$ za $S \neq E$, bo k každomu takomu $S$ obstaje najmanje jedno",prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2180,"Dokaz pokazuje, že teorem važi još i togda, kogda $\mathfrak{Z}$ jest",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
assumption-noun,predpostaviti,citation_rehead_only,doublet_documentation,citation rehead/document doublet; no global replace,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2186,Samo pri \ref{hilf:27-4} trěba za $\mathfrak{o}$ predpostaviti,citation_rehead_only_or_no_text_change,prědpoložeńje,prědpoloženje,both prědpoloženje and prědpostavka are real formations; citation = dict form; do not erase prědpostavka
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2187,"$\mathfrak{o} = \mathfrak{Z} \cdot \mathfrak{g}$, čto važi za polny produkt",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
power-exponent,stupnja,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2197,"predstavjenje jest stupnja $t$, kde $t$ jest absolutno čislo komponentov",deferred_no_apply,,,deferred
length,dlugost,candidate_after_review,orthography,dolgost/dȯlgosť; orthographic normalization,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2227,"$\mathfrak{U}_{r}$, ktory ima absolutnu dlugost $n$, jest izomorfno k",prepare_candidate_rewrites_after_review,dȯlgosť (co-sanctioned: dȯlžina),dlugost,two sanctioned forms; corpus dlugost = pl-flavored spelling of dolgost
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2230,"$\mathfrak{U}_{r}$. Obče važi, imenno $s$ vměsto $n$, slědujuči teorem,",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
length,dlugosti,candidate_after_review,orthography,dolgost/dȯlgosť; orthographic normalization,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2234,$\mathfrak{l}$ absolutnoj dlugosti $n$ iz,prepare_candidate_rewrites_after_review,dȯlgosť (co-sanctioned: dȯlžina),dlugost,two sanctioned forms; corpus dlugost = pl-flavored spelling of dolgost
length,dlugosti,candidate_after_review,orthography,dolgost/dȯlgosť; orthographic normalization,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2241,"Vse lěve idealy absolutnoj dlugosti $n$ iz $\mathfrak{R}_{r,s}$ sut",prepare_candidate_rewrites_after_review,dȯlgosť (co-sanctioned: dȯlžina),dlugost,two sanctioned forms; corpus dlugost = pl-flavored spelling of dolgost
length,dlugosti,candidate_after_review,orthography,dolgost/dȯlgosť; orthographic normalization,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2244,"absolutnoj dlugosti $n$, kde pod $\mathfrak{b}$ razuměje se prosty ideal iz",prepare_candidate_rewrites_after_review,dȯlgosť (co-sanctioned: dȯlžina),dlugost,two sanctioned forms; corpus dlugost = pl-flavored spelling of dolgost
length,dlugost,candidate_after_review,orthography,dolgost/dȯlgosť; orthographic normalization,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2249,"To, že lěve idealy imajut absolutnu dlugost $n$, t.j. razpadajut se v $n$",prepare_candidate_rewrites_after_review,dȯlgosť (co-sanctioned: dȯlžina),dlugost,two sanctioned forms; corpus dlugost = pl-flavored spelling of dolgost
length,dlugost,candidate_after_review,orthography,dolgost/dȯlgosť; orthographic normalization,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2250,"absolutno nerazložime proste idealy, ima poslědkom tu samu dlugost v",prepare_candidate_rewrites_after_review,dȯlgosť (co-sanctioned: dȯlžina),dlugost,two sanctioned forms; corpus dlugost = pl-flavored spelling of dolgost
length,dlugosti,candidate_after_review,orthography,dolgost/dȯlgosť; orthographic normalization,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2255,"dlugosti $n$, t.j. rang jest $n \cdot t^{2}$; tedy",prepare_candidate_rewrites_after_review,dȯlgosť (co-sanctioned: dȯlžina),dlugost,two sanctioned forms; corpus dlugost = pl-flavored spelling of dolgost
length,dlugosti,candidate_after_review,orthography,dolgost/dȯlgosť; orthographic normalization,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2256,$\mathfrak{R}_{r} \times \mathfrak{S}_{s}$ jest absolutnoj dlugosti,prepare_candidate_rewrites_after_review,dȯlgosť (co-sanctioned: dȯlžina),dlugost,two sanctioned forms; corpus dlugost = pl-flavored spelling of dolgost
length,dlugosti,candidate_after_review,orthography,dolgost/dȯlgosť; orthographic normalization,germanOut/renders/endmatter/post44/source-fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2258,dlugosti $n$.,prepare_candidate_rewrites_after_review,dȯlgosť (co-sanctioned: dȯlžina),dlugost,two sanctioned forms; corpus dlugost = pl-flavored spelling of dolgost
