residual_id,source_file,source_line,source_column_1based,visible_locator_tex,normalized_locator,final_class,candidate_id,resolved_target_id,destination_label,manual_audit_status,reason,context
sga2.r6.residual.000065,parts/01_expose_I.tex,251,27,Proposition~1.3,1.3,linked_internal_edge,sga2.r6.candidate.000071,sga2.e01.1.proposition.1-3,I.1.3,not_required_internal_or_structural,preexisting_hyperref_payload,"sgastatement}\n\nTaking $G$ to be the constant sheaf on $Z$ defined by $\ZZ$, denoted\n$\ZZ_Z$, \hyperref[I.1.3]{Proposition~1.3} and \hyperref[I.1.5]{Corollary~1.5} specialize as follows.\n\n\begin{sgastatement}{Corollary 1.6}\sgareaderlab"
sga2.r6.residual.000066,parts/01_expose_I.tex,251,65,Corollary~1.5,1.5,linked_internal_edge,sga2.r6.candidate.000072,sga2.e01.1.corollary.1-5,I.1.5,not_required_internal_or_structural,preexisting_hyperref_payload,"nstant sheaf on $Z$ defined by $\ZZ$, denoted\n$\ZZ_Z$, \hyperref[I.1.3]{Proposition~1.3} and \hyperref[I.1.5]{Corollary~1.5} specialize as follows.\n\n\begin{sgastatement}{Corollary 1.6}\sgareaderlabel{I.1.6}{1.6}\nThere are isomorphism"
sga2.r6.residual.000067,parts/01_expose_I.tex,253,22,Corollary 1.6,1.6,structural_declaration_or_tag,sga2.r6.candidate.000073,sga2.e01.1.corollary.1-6,I.1.6,not_required_internal_or_structural,semantic_target_heading_declaration,"rref[I.1.3]{Proposition~1.3} and \hyperref[I.1.5]{Corollary~1.5} specialize as follows.\n\n\begin{sgastatement}{Corollary 1.6}\sgareaderlabel{I.1.6}{1.6}\nThere are isomorphisms, functorial in $F$,\n\begin{equation}\n  \begin{aligned}\n   "
sga2.r6.residual.000068,parts/01_expose_I.tex,267,19,Remark 1.7,1.7,structural_declaration_or_tag,sga2.r6.candidate.000074,sga2.e01.1.remark.1-7,I.1.7,not_required_internal_or_structural,semantic_target_heading_declaration,"rom the constant sheaf $\ZZ_Z$ on $Z$ by extension by zero\noutside $Z$.\n\end{sgastatement}\n\n\begin{sgaremark}{Remark 1.7}\sgareaderlabel{I.1.7}{1.7}\nSuppose that $X$ is a ringed space, equip $Z$ with the sheaf of rings\n$\mathcal O"
sga2.r6.residual.000069,parts/01_expose_I.tex,272,35,statements 1.3,1.3,resolved_internal_edge,sga2.r6.candidate.000075,sga2.e01.1.proposition.1-3,I.1.3,not_required_internal_or_structural,unique_target_from_syntactic_scope,"The\npreceding considerations extend word for word, with $F$ a module on $X$\nand $G$ a module on $Z$, and with statements 1.3--1.6 interpreted\naccordingly.\n\end{sgaremark}\n\nTo conclude these generalities, let us examine what happens wh"
sga2.r6.residual.000070,parts/01_expose_I.tex,272,51,1.6,1.6,resolved_internal_edge,sga2.r6.candidate.000076,sga2.e01.1.corollary.1-6,I.1.6,not_required_internal_or_structural,unique_target_from_syntactic_scope,"nsiderations extend word for word, with $F$ a module on $X$\nand $G$ a module on $Z$, and with statements 1.3--1.6 interpreted\naccordingly.\n\end{sgaremark}\n\nTo conclude these generalities, let us examine what happens when th"
sga2.r6.residual.000071,parts/01_expose_I.tex,322,22,Proposition 1.8,1.8,structural_declaration_or_tag,sga2.r6.candidate.000082,sga2.e01.1.proposition.1-8,I.1.8,not_required_internal_or_structural,semantic_target_heading_declaration,"\Gamma_Z(F)\longrightarrow\Gamma_{Z''}(F).\n  \tag{$15'$}\label{eq:I.15'}\n\end{equation}\n\n\begin{sgastatement}{Proposition 1.8}\sgareaderlabel{I.1.8}{1.8}\nUnder the preceding hypotheses, the sequence of functorial\nhomomorphisms\n\begin{e"
sga2.r6.residual.000072,parts/01_expose_I.tex,353,22,Corollary 1.9,1.9,structural_declaration_or_tag,sga2.r6.candidate.000085,sga2.e01.1.corollary.1-9,I.1.9,not_required_internal_or_structural,semantic_target_heading_declaration,roving that the last\nhomomorphism in~\eqref{eq:I.16} is then surjective.\n\end{sgaproof}\n\n\begin{sgastatement}{Corollary 1.9}\sgareaderlabel{I.1.9}{1.9}\nThere is a functorial exact sequence\n\begin{equation}\n  0\longrightarrow\uGamma_{
sga2.r6.residual.000073,parts/01_expose_I.tex,365,18,Proposition~1.8,1.8,linked_internal_edge,sga2.r6.candidate.000086,sga2.e01.1.proposition.1-8,I.1.8,not_required_internal_or_structural,preexisting_hyperref_payload," flasque, the sequence remains exact after a zero is added\non the right.\n\end{sgastatement}\n\n\hyperref[I.1.8]{Proposition~1.8} may be interpreted, by means of \hyperref[I.1.6]{Corollary~1.6}, as a\nstatement about the functors $\operato"
sga2.r6.residual.000074,parts/01_expose_I.tex,365,84,Corollary~1.6,1.6,linked_internal_edge,sga2.r6.candidate.000087,sga2.e01.1.corollary.1-6,I.1.6,not_required_internal_or_structural,preexisting_hyperref_payload,"right.\n\end{sgastatement}\n\n\hyperref[I.1.8]{Proposition~1.8} may be interpreted, by means of \hyperref[I.1.6]{Corollary~1.6}, as a\nstatement about the functors $\operatorname{Hom}$ and $\uHom$, as\nfollows.  First note that if $G$ is "
sga2.r6.residual.000075,parts/01_expose_I.tex,385,22,Proposition 1.10,1.10,structural_declaration_or_tag,sga2.r6.candidate.000089,sga2.e01.1.proposition.1-10,I.1.10,not_required_internal_or_structural,semantic_target_heading_declaration,"ng it on $Z$ and applying the functor $i_!$.\nTaking $G=\ZZ_Z$, we obtain in particular:\n\n\begin{sgastatement}{Proposition 1.10}\sgareaderlabel{I.1.10}{1.10}\nUnder the preceding hypotheses, there is an exact sequence of sheaves of\nabelia"
sga2.r6.residual.000076,parts/01_expose_I.tex,395,45,Proposition~1.8,1.8,linked_internal_edge,sga2.r6.candidate.000090,sga2.e01.1.proposition.1-8,I.1.8,not_required_internal_or_structural,preexisting_hyperref_payload,",X}\n  \longrightarrow 0.\n  \tag{18}\label{eq:I.18}\n\end{equation}\nThe two exact sequences in \hyperref[I.1.8]{Proposition~1.8} and \hyperref[I.1.9]{Corollary~1.9} are exactly\nthe sequences obtained from~\eqref{eq:I.18} by applying, res"
sga2.r6.residual.000077,parts/01_expose_I.tex,395,83,Corollary~1.9,1.9,linked_internal_edge,sga2.r6.candidate.000091,sga2.e01.1.corollary.1-9,I.1.9,not_required_internal_or_structural,preexisting_hyperref_payload,"bel{eq:I.18}\n\end{equation}\nThe two exact sequences in \hyperref[I.1.8]{Proposition~1.8} and \hyperref[I.1.9]{Corollary~1.9} are exactly\nthe sequences obtained from~\eqref{eq:I.18} by applying, respectively,\nthe functors $\operatorna"
sga2.r6.residual.000078,parts/01_expose_I.tex,409,22,Definition 2.1,2.1,structural_declaration_or_tag,sga2.r6.candidate.000095,sga2.e01.2.definition.2-1,I.2.1,not_required_internal_or_structural,semantic_target_heading_declaration,"ntentsline{toc}{section}{2. The functors H Z star and underlined H Z star}\n\n\srcpage{13}\n\begin{sgastatement}{Definition 2.1}\sgareaderlabel{I.2.1}{2.1}\nThe derived functors, in the variable $F$, of the functors $\Gamma_Z(F)$\nand $\uG"
sga2.r6.residual.000079,parts/01_expose_I.tex,424,39,Proposition 2.2,2.2,linked_internal_edge,sga2.r6.candidate.000096,sga2.e01.2.proposition.2-2,I.2.2,not_required_internal_or_structural,preexisting_hyperref_payload,"m H^*(Z,F)=\mathrm H^*(Z,\restr{F}{Z})$, by the following\nproposition.\n\n\begin{sgastatement}{\hyperref[I.2.2]{Proposition 2.2} (Excision theorem)}\n\sgareaderlabel{I.2.2}{2.2}\nLet $V$ be an open subset of $X$ containing $Z$. There is an"
sga2.r6.residual.000080,parts/01_expose_I.tex,438,53,equation~(14),14,resolved_internal_edge,sga2.r6.candidate.000097,sga2.e01.1.equation.14,eq:I.14,not_required_internal_or_structural,unique_target_from_syntactic_kind_scope,"eq\Gamma_Z^Vj^!$, where $j\colon V\to X$ is the inclusion\nand $j^!$ is therefore the restriction functor (cf. equation~(14)). This\nlast functor is exact and, by \hyperref[I.1.4]{Corollary~1.4}, takes injectives to injectives;\nthe iso"
sga2.r6.residual.000081,parts/01_expose_I.tex,439,48,Corollary~1.4,1.4,linked_internal_edge,sga2.r6.candidate.000098,sga2.e01.1.corollary.1-4,I.1.4,not_required_internal_or_structural,preexisting_hyperref_payload,"is therefore the restriction functor (cf. equation~(14)). This\nlast functor is exact and, by \hyperref[I.1.4]{Corollary~1.4}, takes injectives to injectives;\nthe isomorphism~\eqref{eq:I.19} follows immediately.\n\nWhen $Z$ is open, we "
sga2.r6.residual.000082,parts/01_expose_I.tex,444,22,Corollary 2.3,2.3,structural_declaration_or_tag,sga2.r6.candidate.000100,sga2.e01.2.corollary.2-3,I.2.3bof,not_required_internal_or_structural,semantic_target_heading_declaration,"~\eqref{eq:I.19} follows immediately.\n\nWhen $Z$ is open, we may take $V=Z$, and obtain:\n\n\begin{sgastatement}{Corollary 2.3}\sgareaderlabel{I.2.3bof}{2.3}\nSuppose that $Z$ is open. There is an isomorphism of cohomological functors\n\b"
sga2.r6.residual.000083,parts/01_expose_I.tex,452,38,Corollary~1.6,1.6,linked_internal_edge,sga2.r6.candidate.000101,sga2.e01.1.corollary.1-6,I.1.6,not_required_internal_or_structural,preexisting_hyperref_payload,"m H^*(Z,F).\n  \tag{20}\label{eq:I.20}\n\end{equation}\n\end{sgastatement}\n\nThe isomorphisms of \hyperref[I.1.6]{Corollary~1.6} and the definitions give the following\n(cf.\ \cite{Tohoku}).\n\n\begin{sgastatement}{Proposition 2.3 bis}\sgar"
sga2.r6.residual.000084,parts/01_expose_I.tex,455,22,Proposition 2.3 bis,2.3 bis,structural_declaration_or_tag,sga2.r6.candidate.000102,sga2.e01.2.proposition.2-3-bis,I.2.3bis,not_required_internal_or_structural,semantic_target_heading_declaration,rref[I.1.6]{Corollary~1.6} and the definitions give the following\n(cf.\ \cite{Tohoku}).\n\n\begin{sgastatement}{Proposition 2.3 bis}\sgareaderlabel{I.2.3bis}{2.3 bis}\nThere are\srcpage{14} isomorphisms of cohomological functors\n\begin{align}
sga2.r6.residual.000085,parts/01_expose_I.tex,467,64,2.3,2.3,resolved_internal_edge,sga2.r6.candidate.000103,sga2.e01.2.corollary.2-3,I.2.3bof,not_required_internal_or_structural,unique_target_from_syntactic_scope,el{eq:I.21bis}\n\end{align}\n\end{sgastatement}\n\n\noindent\textit{Editorial note.} This proposition is numbered 2.3 in the\noriginal edition; the corrected branch designates it 2.3 bis.\n\nWe may therefore apply the results of \
sga2.r6.residual.000086,parts/01_expose_I.tex,468,54,2.3 bis,2.3 bis,resolved_internal_edge,sga2.r6.candidate.000104,sga2.e01.2.proposition.2-3-bis,I.2.3bis,not_required_internal_or_structural,unique_target_from_syntactic_scope,"Editorial note.} This proposition is numbered 2.3 in the\noriginal edition; the corrected branch designates it 2.3 bis.\n\nWe may therefore apply the results of \cite{Tohoku} on the $\operatorname{Ext}$\nof modules. First, we recor"
sga2.r6.residual.000087,parts/01_expose_I.tex,474,22,Corollary 2.4,2.4,structural_declaration_or_tag,sga2.r6.candidate.000105,sga2.e01.2.corollary.2-4,I.2.4,not_required_internal_or_structural,semantic_target_heading_declaration,"etation of the sheaves\n$\uH_Z^*(F)$ in terms of the global groups $\mathrm H_Z^*(X,F)$.\n\n\begin{sgastatement}{Corollary 2.4}\sgareaderlabel{I.2.4}{2.4}\n$\uH_Z^*(F)$ is canonically isomorphic to the sheaf associated with the\npresheaf\n"
sga2.r6.residual.000088,parts/01_expose_I.tex,483,42,Corollary~2.3,2.3,linked_internal_edge,sga2.r6.candidate.000106,sga2.e01.2.corollary.2-3,I.2.3bof,not_required_internal_or_structural,preexisting_hyperref_payload,"psto\n  \mathrm H_{Z\cap U}^*(U,\restr{F}{U}).\n\]\n\end{sgastatement}\n\nIn particular, using \hyperref[I.2.3bof]{Corollary~2.3}, we obtain:\n\n\begin{sgastatement}{Corollary 2.5}\sgareaderlabel{I.2.5}{2.5}\nSuppose that $Z$ is open. There "
sga2.r6.residual.000089,parts/01_expose_I.tex,485,22,Corollary 2.5,2.5,structural_declaration_or_tag,sga2.r6.candidate.000107,sga2.e01.2.corollary.2-5,I.2.5,not_required_internal_or_structural,semantic_target_heading_declaration,"\end{sgastatement}\n\nIn particular, using \hyperref[I.2.3bof]{Corollary~2.3}, we obtain:\n\n\begin{sgastatement}{Corollary 2.5}\sgareaderlabel{I.2.5}{2.5}\nSuppose that $Z$ is open. There is an isomorphism of cohomological functors\n\begi"
sga2.r6.residual.000090,parts/01_expose_I.tex,497,39,Theorem 2.6,2.6,linked_internal_edge,sga2.r6.candidate.000108,sga2.e01.2.theorem.2-6,I.2.6,not_required_internal_or_structural,preexisting_hyperref_payload,"t}$ spectral sequence gives the following important\nspectral sequence.\n\n\begin{sgastatement}{\hyperref[I.2.6]{Theorem 2.6}}\n\sgareaderlabel{I.2.6}{2.6}\nThere is a spectral sequence, functorial in $F$, abutting to\n$\mathrm H_Z^*(X,F"
sga2.r6.residual.000091,parts/01_expose_I.tex,507,19,Remarks 2.7,2.7,structural_declaration_or_tag,sga2.r6.candidate.000109,sga2.e01.2.remark.2-7,I.2.7,not_required_internal_or_structural,semantic_target_heading_declaration,"(F)=\mathrm H^p(X,\uH_Z^q(F)).\n  \tag{23}\label{eq:I.23}\n\end{equation}\n\end{sgastatement}\n\n\begin{sgaremark}{Remarks 2.7}\sgareaderlabel{I.2.7}{2.7}\nIt follows immediately from \hyperref[I.2.4]{Corollary~2.4} that the sheaves $\uH"
sga2.r6.residual.000092,parts/01_expose_I.tex,508,46,Corollary~2.4,2.4,linked_internal_edge,sga2.r6.candidate.000110,sga2.e01.2.corollary.2-4,I.2.4,not_required_internal_or_structural,preexisting_hyperref_payload,"ment}\n\n\begin{sgaremark}{Remarks 2.7}\sgareaderlabel{I.2.7}{2.7}\nIt follows immediately from \hyperref[I.2.4]{Corollary~2.4} that the sheaves $\uH_Z^q(F)$\nvanish on $X-\overline Z$, and also vanish in the interior of $Z$ when\n$q\ne0$"
sga2.r6.residual.000093,parts/01_expose_I.tex,514,66,Theorem~2.6,2.6,linked_internal_edge,sga2.r6.candidate.000112,sga2.e01.2.theorem.2-6,I.2.6,not_required_internal_or_structural,preexisting_hyperref_payload,e of~\eqref{eq:I.23} may be interpreted as a\ncohomology group on $\overline Z$. We shall use \hyperref[I.2.6]{Theorem~2.6} when $Z$ is\nclosed\srcpage{15} in $X$; in that case the right-hand side of\n\eqref{eq:I.23} may be interprete
sga2.r6.residual.000094,parts/01_expose_I.tex,521,41,(23),23,resolved_internal_edge,sga2.r6.candidate.000114,sga2.e01.2.equation.23,eq:I.23,not_required_internal_or_structural,unique_target_from_syntactic_scope,"rm H^p(Z,\uH_Z^q(F)).\n  \tag{23 bis}\label{eq:I.23bis}\n\end{equation}\nThe corresponding equation was numbered (23) in the original edition.\n\end{sgaremark}\n\nWhen $Z$ is open, the spectral sequence of \hyperref[I.2.6]{Theorem"
sga2.r6.residual.000095,parts/01_expose_I.tex,524,61,Theorem~2.6,2.6,linked_internal_edge,sga2.r6.candidate.000115,sga2.e01.2.theorem.2-6,I.2.6,not_required_internal_or_structural,preexisting_hyperref_payload,"ed (23) in the original edition.\n\end{sgaremark}\n\nWhen $Z$ is open, the spectral sequence of \hyperref[I.2.6]{Theorem~2.6} is simply the Leray\nspectral sequence for the continuous map $i\colon Z\to X$, in view of the\ninterpretation"
sga2.r6.residual.000096,parts/01_expose_I.tex,526,36,Corollary~2.5,2.5,linked_internal_edge,sga2.r6.candidate.000116,sga2.e01.2.corollary.2-5,I.2.5,not_required_internal_or_structural,preexisting_hyperref_payload,"\nspectral sequence for the continuous map $i\colon Z\to X$, in view of the\ninterpretation in \hyperref[I.2.5]{Corollary~2.5} used to compute its initial term.\n\nWe return to the exact sequence~(18). It gives rise to an exact\n$\operato"
sga2.r6.residual.000097,parts/01_expose_I.tex,528,33,(18),18,resolved_internal_edge,sga2.r6.candidate.000117,sga2.e01.1.equation.18,eq:I.18,not_required_internal_or_structural,unique_target_from_syntactic_scope,etation in \hyperref[I.2.5]{Corollary~2.5} used to compute its initial term.\n\nWe return to the exact sequence~(18). It gives rise to an exact\n$\operatorname{Ext}$ sequence (cf.\ \cite{Tohoku}).\n\n\noindent\textit{Editorial no
sga2.r6.residual.000098,parts/01_expose_I.tex,532,19,Proposition~1.10,1.10,linked_internal_edge,sga2.r6.candidate.000118,sga2.e01.1.proposition.1-10,I.1.10,not_required_internal_or_structural,preexisting_hyperref_payload,equence (cf.\ \cite{Tohoku}).\n\n\noindent\textit{Editorial note.} The original edition cited\n\hyperref[I.1.10]{Proposition~1.10} at this point; the corrected branch cites equation~(18).\n\n\begin{sgastatement}{Theorem 2.8}\sgareaderlabel{I
sga2.r6.residual.000099,parts/01_expose_I.tex,532,79,equation~(18),18,resolved_internal_edge,sga2.r6.candidate.000119,sga2.e01.1.equation.18,eq:I.18,not_required_internal_or_structural,unique_target_from_syntactic_kind_scope,"te.} The original edition cited\n\hyperref[I.1.10]{Proposition~1.10} at this point; the corrected branch cites equation~(18).\n\n\begin{sgastatement}{Theorem 2.8}\sgareaderlabel{I.2.8}{2.8}\nLet $Z$ be a locally closed subset of $X$, let"
sga2.r6.residual.000100,parts/01_expose_I.tex,534,22,Theorem 2.8,2.8,structural_declaration_or_tag,sga2.r6.candidate.000120,sga2.e01.2.theorem.2-8,I.2.8,not_required_internal_or_structural,semantic_target_heading_declaration,"rref[I.1.10]{Proposition~1.10} at this point; the corrected branch cites equation~(18).\n\n\begin{sgastatement}{Theorem 2.8}\sgareaderlabel{I.2.8}{2.8}\nLet $Z$ be a locally closed subset of $X$, let $Z'$ be a closed subset of\n$Z$, an"
sga2.r6.residual.000101,parts/01_expose_I.tex,555,44,(18),18,resolved_internal_edge,sga2.r6.candidate.000121,sga2.e01.1.equation.18,eq:I.18,not_required_internal_or_structural,unique_target_from_syntactic_scope,ll how this exact sequence is obtained. Let $C(F)$ be an injective\nresolution of $F$. Then the exact sequence~(18)\footnote{See the preceding\neditorial note.} gives the exact sequence\n\begin{equation}\n  0\longrightarrow\Gamm
