status,priority,lane,primary_table,row_index_previous,row_index_current,match_method,source_title,target_language_or_access_target,source_url,current_is_target_language_witness,context_reason,missing_applicable_fields_previous,exact_missing_current,alias_satisfied_current,unresolved_current,special_repair_or_reclassification,recommended_action,non_claim_boundary
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,18,18,row_index_1_based,"Telesa, pole terminology note",West Slavic; Czech,https://www.karlin.mff.cuni.cz/~becvar/LA-dotaz3.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,19,19,row_index_1_based,Komutativni okruhy: Teorie teles a jeji aplikace,West Slavic; Czech,https://www.karlin.mff.cuni.cz/~ruzicka/komalg/telesa.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,20,20,row_index_1_based,Algebra 2: Rozkladove teleso,West Slavic; Czech,https://www.karlin.mff.cuni.cz/~stovicek/dl/19-20-ls/algebra2_04052020.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,21,21,row_index_1_based,"Algebra z geometria: pierscienie, ciala i homomorfizmy",West Slavic; Polish,https://www.impan.pl/~pmh/teach/algebra/lectures/lecture3.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,22,22,row_index_1_based,Algebra 2,West Slavic; Polish,https://www.mimuw.edu.pl/~aboj/algebra2/algebra_2.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,23,23,row_index_1_based,Polgrupa klas sprzezonosci idealow lewostronnych algebry lacznej,West Slavic; Polish,https://mimuw.edu.pl/~amecel/prezentacja_Mecel.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,24,24,row_index_1_based,MIMUW forms notes with nieprzemienne cialo kwaternionow,West Slavic; Polish,https://www.mimuw.edu.pl/~torunczy/GAL/09-10/Sem2/VII.KW.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,25,25,row_index_1_based,Algebra I,West Slavic; Polish,https://slawomir-cynk.u.matinf.uj.edu.pl/images/videos/AlgebraI.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,26,26,row_index_1_based,Algebra II: Pierscienie,West Slavic; Polish,https://ii.uni.wroc.pl/~kosciels/algebra/pliki/alg2-03.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,27,27,row_index_1_based,Abstraktna algebra ucebnica,West Slavic; Slovak,https://elea.sk/assets/abstraktna-algebra-ucebnica.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,28,28,row_index_1_based,"Terminologija za pśedmjat matematika, Lower Sorbian/WITAJ bibliography",West Slavic; Sorbian Lower,https://www.yumpu.com/de/document/view/23246157/pdf-2569-kb-witaj-sprachzentrums,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,29,29,row_index_1_based,Terminologija za predmjet matematika / Terminologie fuer das Fach Mathematik,West Slavic; Sorbian Upper,https://domowina-verlag.de/assets/pdf/34_LND_Lieferbare-Literatur_2022.pdf ; https://slavistik-portal.de/en/datenpool/sorbib-db.html?autor=Ku%C5%A1kec%2C+Lucija ; https://www.serbski-institut.de/wp-content/uploads/2022/02/Z%CC%8Co%CC%81rla-hornjoserbskeho-tekstoweho-korpusa.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,30,30,row_index_1_based,"Algebra za kompjuterske nauke: grupa, prsten, polje, third-party Scribd mirror lead",South Slavic; Bosnian,https://www.scribd.com/document/696217010/Osnove-Opce-Algebre-Sa-Primjenama-Knjiga,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
