id,isv,addition,partOfSpeech,type,en,sameInLanguages,genesis,ru,be,uk,pl,cs,sk,sl,hr,sr,mk,bg,cu,de,nl,eo,frequency,intelligibility,using_example
36739,Adriatičsko morje,,n.,1,Adriatic Sea,v pl bg,I,Адриатическое море,Адрыятычнае мора,Адріатичне море,Morze Adriatyckie,"Jaderské moře, Jadran",Jadranské more,"Jadransko morje, Jadran","Jadransko more, Jadran","Јадран, Јадранско Море","Јадранско Море, Јадран",Адриатическо море,!,"Adria, Adriatisches Meer",Adriatische Zee,Adriatika Maro,3343,cs~ hr+ pl+ ru+ sk+ uk+,!
24093,adventist,,m.anim.,1,adventist,v z j,I,адвентист,адвентыст,адвентист,adwentysta,adventista,adventista,adventist,"adventist, subotar","адвентист, суботар",адвентист,адвентист,!,Adventist,adventist,adventisto,794,be+ bg+ cs~ hr+ mk+ pl+ ru+ sl+ sr+ uk+,!
97,advokat,,m.anim.,2,"lawyer, advocate, attorney, solicitor",v z j,I,адвокат,адвакат,адвокат,adwokat,"advokát, právník","advokát, právnik","odvetnik, advokat","odvjetnik, advokat, pravnik",адвокат,адвокат,адвокат,!,"Rechtsanwalt, Anwalt",advocaat,advokato,6397,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,"!Zakončil kurs filozofije i prava v Peštu, kde rabotal **advokatom** do 1830 roka."
37528,advokatsky,,adj.,1,lawyer,,I,адвокатский,адвакацкі,адвокатський,adwokacki,"advokátní, advokátský",advokátsky,!odvetniški,"odvjetnički, advokatski",адвокатски,адвокатски,адвокатски,!,!Rechtsanwalt,advocaten-,!advokato,3295,cs+ hr+ mk+ pl+ ru+,!
24096,advokatura,,f.sg.,1,bar (lawyers),v z j,I,адвокатура,"адвакатура, адвакацтва",адвокатура,adwokatura,"advokatura, advokacie","advokácia, advokatúra",odvetništvo,"advokatura, odvjetništvo","адвокатура, адвокација",адвокатура,адвокатура,!,Anwaltschaft,advocatuur,"advokatejo, juĝocentro",2749,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sr+ uk+,!
37849,adygejsky,,adj.,1,Adyghe,v z j,,адыгейский,!адыгейская,адигейський,adygejski,adyghejský ,adygejský,adigejski,adigejski,адигејски,адигејски,адигейски,!,adygeisch,Adygees,!Adighe,1281,,!V avgustu 1928 roka byla prěimenovana v **Adygejsku** avtonomnu oblast.
36566,Adžarija,,f.sg.,1,"Adjara, Adzharia",v z j,,Аджария,Аджарыя,Аджарія,Adżaria,Adžárie,Adžarsko,Adžarija,Adžarija,Аџарија,Аџарија,Аджария,!,Adscharien,Adzjarië,Aĝario,1478,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
36348,aerodinamičny,,adj.,1,"aerodynamic, streamlined",v z j,I,аэродинамический,"аэрадынамічнае, аэрадынамічны",аеродинамічний,aerodynamiczny,aerodynamický,aerodynamický,aerodinamičen,aerodinamičan,аеродинамичан,аеродинамичен,аеродинамичен,!,aerodynamisch,aerodynamisch,aerodinamika,2924,cs+ hr+ mk+ pl+,!
36349,aerodinamika,,f.sg.,1,aerodynamics,v z j,I,аэродинамика,аэрадынаміка,аеродинаміка,aerodynamika,aerodynamika,aerodynamika,aerodinamika,aerodinamika,аеродинамика,аеродинамика,аеродинамика,!,Aerodynamik,aerodynamica,aerodinamiko,2443,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
33084,aerodrom,,m.,1,aerodrome,,I,аэродром,"аэрадром, лётнішча, лецішча","аеродром, летовище",lotnisko,"letiště, aerodrom","letisko, aerodróm",letališče,"aerodrom, zračna luka",аеродром,аеродром,летище,!,Flughafen,luchthaven,"aerodromo, flughaveno",5021,be+ bg- cs~ hr+ mk+ pl~ ru+ sk+ sr+ uk+,!
3423,aeronavtičny,,adj.,1,aeronautical,,I,воздухоплавательный,"аэранаўтычны, паветраплавальны",повітроплавний,"aeronautyczny, lotniczy","letecký, aeronautický","letecký, aeronautický",aeronavtičen,aeronautički,аеронаутички,"авионски, аеронаутички","авиационен, въздухоплавателен",!,flugtechnisch,luchtvaart-,aeronaŭtika,1125,cs~ hr+ pl+,!
3424,aeronavtika,,f.sg.,1,aeronautics,,I,воздухоплавание,"аэранаўтыка, паветраплаванне",повітроплавання,"aeronautyka, lotnictwo","letectví, aeronautika, vzduchoplavba","letectvo, aeronautika","aeronavtika, zrakoplovstvo, letalstvo",aeronautika,"аеронаутика, ваздухопловство","авијација, воздухопловство, аеронаутика","въздухоплаване, аеронавтика",аиромантїа,Luftfahrt,luchtvaart,aeronaŭtiko,1876,be+ bg+ cs~ hr+ mk+ pl+ sl+,!
6129,aeroplan,,m.,1,"airplane, plane",,I,"самолёт, аэроплан","аэраплан, самалёт","аероплан, літак",samolot,"letadlo, aeroplán","lietadlo, aeroplán","letalo, avion","zrakoplov, avion","авион, ваздухоплов, летилица","аероплан, авион",самолет,!,Flugzeug,vliegtuig,"aviadilo, aeroplano",4098,be+ cs+ hr+ mk+ pl+ ru+ sk+ sr+ uk+,!
99,aeroport,,m.,1,airport,,I,аэропорт,аэрапорт,"аеропорт, летовище",lotnisko,letiště,letisko,letališče,"zračna luka, aerodrom",аеродром,аеродром,летище,!,Flughafen,"luchthaven, vliegveld",flughaveno,6562,be+ bg- cs~ hr+ pl+ ru+ sk+ sr+ uk+,!**Aeroport** jest stancija Moskovskogo metro na Zamoskvorečskoj liniji.
19629,afazija,,f.sg.,1,aphasia,v z j,I,афазия,афазія,афазія,afazja,"afázie, porucha řeči","afázia, chorobná strata reči",afazija,afazija,афазија,афазија,афазия,!,Aphasie,afasie,afazio,2168,be+ bg+ cs~ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
19630,afektivny,,adj.,1,affective,,I,"эмоциональный, афективный","эмацыйны, эмацыянальны, пачуццёвы","емоційний, чутливий, афективний","czuły, afektywny","afektivní, citový, emocionální","afektívny, citový, emocionálny",afektiven,"afektivan, čuvstven, osjećajan, uzbuđen, uzrujan","афективан, чувствен, осећајан, узбуђен, узрујан",афективен,"емоционален, прочувствен",!,"affektiv, gefühlsbedingt",affectief,afekcia,1388,cs~ hr+ mk+ pl+ sk+,!
35513,afera,,f.,1,"affair (adultery), affair (controversial situation)",ru pl j,F,"афера, измена, адюльтер","афёра, раман","афера, перелюб, зрада","afera, romans","aféra (cizoložství), poměr (románek)","aféra (cudzoložstvo), pomer, milostná zápletka","(ljubezenska) afera, skok čez plot","afera, preljub","афера, прељуба, контроверзна ситуација","афера (прељуба), афера (контроверзна ситуација)","афера, изневяра",!,"Affäre (Ehebruch), Affäre (umstrittene Situation)","affaire (zaak), affaire (romance)","adultaĵo, amora rilato",4274,be+ bg+ cs+ hr+ mk+ pl+ ru~ sk+ sr+ uk+,!
5754,Afganistan,,m.sg.,1,Afghanistan,v z j,,Афганистан,"Афганістан, Аўганістан (тарашк.)",Афганістан,Afganistan,Afghánistán,Afganistan,Afganistan,Afganistan,Авганистан,Авганистан,Афганистан,!,Afghanistan,Afghanistan,"Afganujo, Afganistano",5676,be+ bg+ cs+ hr+ hsb+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
5755,afgańsky,,adj.,1,Afghan,v z j,,афганский,"афганскі, аўганскі (тарашк.)",афганський,afgański,afghánský,afgánsky,afganistanski,afganistanski,авганистански,авганистански,афганистански,!,afghanisch,Afghaans,afgana,2908,cs+ pl+,!
37507,afiks,,m.,1,affix (gram.),v z j,I,аффикс,афікс,афікс,"afiks, formant, zrostek",afix,afix,"afiks, pona",afiks,афикс,афикс,"афикс, наставка",!,"Affix, Zusatzsilbe","affix, toevoegsel",afikso,1090,be+ bg+ cs+ hr+ mk+ pl+ sk+ sl+ sr+ uk+,!
36756,aforizm,,m.,1,aphorism,v z j,I,афоризм,афарызм,афоризм,aforyzm,aforismus,aforizmus,aforizem,aforizam,афоризам,афоризам,афоризъм,!,Aphorismus,aforisme,aforismo,2399,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
4743,Afrika,,f.sg.,1,Africa,v z j,,Африка,Афрыка,Африка,Afryka,Afrika,Afrika,Afrika,Afrika,Африка,Африка,Африка,!,Afrika,Afrika,Afriko,6069,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!On jest tretjeju po plošče državoju v **Afrikě**.
36719,Afrikanėc,,m.anim.,1,African,v z j,,африканец,афрыканец,африканець,Afrykanin,Afričan,Afričan,Afričan,Afrikanac,Африканац,Африканец,африканец,!,Afrikaner,Afrikaan,Afrikano,2704,cs+ hr+ mk+ pl+,"!Jezyk byl zamysljeny tako, da by **afrikancam** byl legky za učenje."
36720,Afrikanka,,f.,1,African,v z j,,африканка,афрыканка,африканка,Afrykanka,Afričanka,Afričanka,Afričanka,Afrikanka,Африканка,Африканка,африканка,!,Afrikanerin,Afrikaanse,Afrikanino,1905,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
32850,afrikańsky mråvojed,,m.anim.,1,aardvark,v pl~ sk j,,африканский трубкозуб,афрыканскі трубказуб,африканський мурахоїд,mrównik afrykański,mravenečník africký,africký mravčiar,podzemna svinjka,afrički mravojed,афрички мравојед,африкански мравојад,африкански мравояд,!,Erdferkel,aardvarken,orikteropo,1413,cs~ mk+ pl+,!
106,afrikańsky,,adj.,1,African,v z j,,африканский,афрыканскі,африканський,afrykański,africký,africký,afriški,afrički,афрички,африкански,африкански,!,afrikanisch,Afrikaans,afrika,5344,cs+ mk+ pl+ ru+,!
37888,afrikat,,m.,1,affricate,v z j,I,аффрикат,!афрыката,африкат,afrykat,afrikáta,africkáta,!afrikata,afrikata,африката,!африкатираат,африкат,!,!Affrikat,affricaat,!afrikato,785,,!
24102,Afroamerikanėc,,m.anim.,1,Afro-American,v z j,,афроамериканец,афраамерыканец,афро-американець,Afroamerykanin,Afroameričan,Afroameričan,Afroameričan,"Afroamerikanac, Crnac",Афроамериканац,афроамериканец,афроамерикански,!,Afroamerikaner,Afro-Amerikaan,Afrik-usonano,2721,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,"!Črny pas, historična krajina na Jugu SŠA, v ktoroj žili v najvysokyh čislah **afroamerikanci**."
36283,afrodiziak,,m.,1,aphrodisiac,v z j,I,афродизиак,афрадызіяк,афродизіак,afrodyzjak,afrodiziakum,afrodiziakum,afrodiziak,afrodizijak,афродизијак,афродизијак,афродизиак,!,Aphrodisiakum,afrodisiacum,afrodiziigaĵo,2910,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
24105,agava,,f.,1,agave,v z j,I,агава,агава,"агава, американський столітник",agawa,agáve,agáva,agava,agava,"агава, лопарина, глушица",агава (растение),"агаве, столетник",!,Agave,agave,agavo,2390,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
113,agencija,,f.,1,agency,,I,агентство,агенцтва,агенція,agencja,"agentura, kancelář","agentúra, kancelária",agencija,agencija,агенција,агенција,агенция,!,Agentur,agentschap,agentejo,6620,bg+ cs~ hr+ mk+ pl+ ru- sk+ sl+ sr+ uk+,!Jestvujut specialne **agencije** Organizacije sjedinjenyh narodov.
24107,agent,,m.anim.,1,agent,v z j,I,агент,агент,агент,agent,agent,agent,agent,agent,агент,агент,агент,!,Agent,agent,agento,7095,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
24110,#agentura,,f.,1,agency,,I,агентура,агентура,агентура,agentura,"agentura, kancelář","agentúra, kancelária",agencija,"agentura, agencija","агенција, агентура","агенција, агентура",агентура,!,Agentur,agentennetwerk,agentejo,4856,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sr~ uk+,!
37529,agenturny,,adj.,1,agent,,I,агентурный,агентурны,агентурний,agenturalny,agenturní,agentúrny,!agenturen,"agencijski, agenturni",агентурни,агентурен,агентурен,!,!Agent,agenten-,!agento,1654,cs+ hr+ mk+ pl+,!
24111,agitacija,,f.sg.,1,agitation,v z j,I,агитация,агітацыя,агітація,agitacja,agitace,agitácia,agitacija,agitacija,агитација,агитација,агитация,!,Agitation,agitatie,agitado,3368,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
37530,agitacijny,,adj.,1,agitation,,I,агитационный,агітацыйны,агітаційний,agitacyjny,agitační,agitačný,!agitacijski,"agitacijski, nagovarački",агитациони,агитациски,агитационен,!,!Agitation,agitatie-,!agitado,1620,hr+ pl+,!
24112,agitator,,m.anim.,1,agitator,v z j,I,агитатор,агітатар,агітатор,agitator,agitátor,agitátor,agitator,agitator,агитатор,агитатор,агитатор,!,Agitator,agitator,agitanto,2302,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
24113,agitka,,f.,1,leaflet (agitation),v z sh,I,"агитка, агитационная листовка","агітка, агітацыйная ўлётка","агітка, агітаційна листівка, прокламація",agitka,"agitka, agitační leták","agitka, agitačný leták","letak, prospekt, brošura","agitka, letak","летак, флајер (пропагандни)","леток, памфлет",листовка,!,!Beilage (Agitation),"pamflet, folder (agitatie)",agit-folio,2108,be+ cs~ hr+ pl+ ru+ sk+,!
24114,agitovati,,v.intr. ipf.,1,agitate,v z j,I,агитировать,агітаваць,агітувати,agitować,agitovat,agitovať,agitirati,agitirati,"агитовати, наговарати",агитира,агитирам,!,agitieren,agiteren,agiti,2402,cs+ hr+ pl+ sr+,!
