"concept","source_file","branch_head","source_context_locator","reviewer_question","formula_neighboring_usage_note","source_evidence_id","status_label","route_to_lane","hard_boundary","support_id","target_rendering_status","language_gate","term_alternatives_or_register_notes","target_rendering","row_origin"
"Urdu Wikibooks linear algebra overview","source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","line 14; 1 exact-context matches","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","UR-WB-LA-000-E017","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu source-acquisition/support lane only","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","POSTPUSH-UR-ویژہ_قدر-1","source-context term support; generated-draft/non-canonical if consumed","ur_Arab","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","ویژہ قدر","postpush_source_gated_pretranslation"
"Urdu Wikibooks linear algebra overview","source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","line 14; 1 exact-context matches","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","UR-WB-LA-000-E018","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu source-acquisition/support lane only","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","POSTPUSH-UR-ویژہ_سمتیہ-1","source-context term support; generated-draft/non-canonical if consumed","ur_Arab","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","ویژہ سمتیہ","postpush_source_gated_pretranslation"
"linear algebra foundations","source-bodies\ur_Arab\UR-WB-LA-001_bab1_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","line 3; 115 exact-context matches","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","UR-WB-LA-001-E006;UR-WB-LA-001-E007;UR-WB-LA-001-E008;UR-WB-LA-001-E009;UR-WB-LA-001-E010","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu source-acquisition/support lane only","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","POSTPUSH-UR-مصفوفہ-115","source-context term support; generated-draft/non-canonical if consumed","ur_Arab","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","مصفوفہ","postpush_source_gated_pretranslation"
"linear algebra","source-bodies/ur_Arab/UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","UR-WB-LA-000-E001","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","technical-prose/context-title","UR-WB-LA-000-E001","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","UR-C4-SCAF-001","generated-draft/non-canonical source-gated scaffold","ur_Arab","lakiri aljabra","لکیری الجبرا","cycle4_urdu_scaffold"
"simultaneous linear equations system","source-bodies/ur_Arab/UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","UR-WB-LA-000-E002","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","chapter-index formula/definition neighboring candidate","UR-WB-LA-000-E002","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","UR-C4-SCAF-002","generated-draft/non-canonical source-gated scaffold","ur_Arab","mutawaqat lakiri musawat ka nizam","متواقت لکیری مساوات کا نظام","cycle4_urdu_scaffold"
"vector space","source-bodies/ur_Arab/UR-WB-LA-003_bab3_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","UR-WB-LA-003-E003","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","formula/definition neighboring candidate","UR-WB-LA-003-E003","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","UR-C4-SCAF-003","generated-draft/non-canonical source-gated scaffold","ur_Arab","samtia faza","سمتیہ فضاء","cycle4_urdu_scaffold"
"inner product space","source-bodies/ur_Arab/UR-WB-LA-005_bab5_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","UR-WB-LA-005-E001","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","formula/definition neighboring candidate","UR-WB-LA-005-E001","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","UR-C4-SCAF-004","generated-draft/non-canonical source-gated scaffold","ur_Arab","andaruni hasil-e-zarb faza","اندرونی حاصل ضرب فضاء","cycle4_urdu_scaffold"
"eigenvalue","source-bodies/ur_Arab/UR-WB-LA-006_bab6_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","UR-WB-LA-006-E003","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","formula/definition neighboring candidate","UR-WB-LA-006-E003","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","UR-C4-SCAF-005","generated-draft/non-canonical source-gated scaffold","ur_Arab","wezha qadar","ویژہ قدر","cycle4_urdu_scaffold"
"eigenvector","source-bodies/ur_Arab/UR-WB-LA-006_bab6_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","UR-WB-LA-006-E004","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","formula/definition neighboring candidate","UR-WB-LA-006-E004","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","UR-C4-SCAF-006","generated-draft/non-canonical source-gated scaffold","ur_Arab","wezha samtia","ویژہ سمتیہ","cycle4_urdu_scaffold"
"eigenspace","source-bodies/ur_Arab/UR-WB-LA-006_bab6_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","UR-WB-LA-006-E006","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","formula/definition neighboring candidate","UR-WB-LA-006-E006","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","UR-C4-SCAF-007","generated-draft/non-canonical source-gated scaffold","ur_Arab","wezha faza","ویژہ فضاء","cycle4_urdu_scaffold"
"linear transformation / transformation","source-bodies/ur_Arab/UR-WB-LA-004_bab4_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","UR-WB-LA-004-E001","Can an Urdu mathematical reviewer confirm this scaffold against the cited source-body context, without treating it as Hindustani/Hindi evidence?","formula/definition neighboring candidate","UR-WB-LA-004-E001","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu/Hindustani owner lane only after independent gate; R3 support lane records source-gated scaffold","Urdu source evidence does not authorize Arabic, Persian/Farsi, Dari, Tajik, Hindustani, Ottoman, Pan-Turkic, or Uyghur rows.","UR-C4-SCAF-008","generated-draft/non-canonical source-gated scaffold","ur_Arab","istihala","استحالہ","cycle4_urdu_scaffold"
