automaton_term_id,stateC_term_id,match_quality,post_duplicate_count,chosen_form_latin,automaton_f10,stateC_f10,automaton_E,automaton_W,automaton_S,stateC_E,stateC_W,stateC_S,delta_E,delta_W,delta_S,route,route_key,recommended_action_v2
ISV-unnamed--vzaimno_jednoznačno_,ISV-eineindeutig_entsprechende_basis--vzaimno_jednoznačno_,unique_form,1,vzaimno jednoznačno sootvětujuča baza,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--vzaimno_prosty_pravi,ISV-teilerfremd_echte_teiler--vzaimno_prosty_pravi,unique_form,1,vzaimno prosty / pravi dělitelji,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--vzaimno_prosty_s_mod,ISV-teilerfremd_mit_einem_modul--vzaimno_prosty_s_mod,unique_form,1,vzaimno prosty s modulom,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--vzhodno_k_glavnomu_k,ISV-in_bezug_auf_die_hauptklasse--vzhodno_k_glavnomu_k,unique_form,1,vzhodno k glavnomu klasu,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--y_gubi_svojstvo_1,ISV-y_verliert_eigenschaft_1--y_gubi_svojstvo_1,unique_form,1,Y gubi svojstvo 1,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--zaradi_izomorfizma_k,ISV-wegen_des_isomorphismus_der_restklassenr--zaradi_izomorfizma_k,unique_form,1,zaradi izomorfizma kolc klasov ostatkov,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--zato_najprvo_treba_r,ISV-es_sollen_daher_vorerst_diskriminantenid--zato_najprvo_treba_r,unique_form,1,Zato najprvo treba razsmotriti diskriminantne idealy primarnyh kolc.,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--zavisnosti_medžu_lag,ISV-abhängigkeiten_zwischen_den_lagrangesche--zavisnosti_medžu_lag,unique_form,1,zavisnosti medžu Lagranževymi izrazami,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--četverna_grupa_grupa,ISV-vierergruppe_achtergruppe--četverna_grupa_grupa,unique_form,1,četverna grupa / grupa osmogo reda,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--čirnhausova_transfor,ISV-tschirnhaussche_transformation--čirnhausova_transfor,unique_form,1,Čirnhausova transformacija,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--čisla_mnogokratnosti,ISV-multiplicity_numbers--čisla_mnogokratnosti,unique_form,1,čisla mnogokratnosti,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--črez_homomorfizm_dis,ISV-durch_den_homomorphismus_geht_die_diskri--črez_homomorfizm_dis,unique_form,1,črez homomorfizm diskriminant prěhodi,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--štejnicova_terminolo,ISV-steinitzsche_bezeichnung_erweiterung_ers--štejnicova_terminolo,unique_form,1,Štejnicova terminologija / razširjenje prvogo ili drugogo roda,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--što_jest_vsegda_možn,ISV-was_immer_möglich--što_jest_vsegda_možn,unique_form,1,što jest vsegda možno,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-LB-formensystem,ISV-LB-formensystem,same_id,2,sistem form,F10-1,F10-4,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,B_intl_stem_probeable,sistem,MISSING_WITNESS_BACKFILL
ISV-LB-formensystem,ISV-LB-formensystem,same_id,2,sistem form,F10-1,F10-4,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,B_intl_stem_probeable,sistem,MISSING_WITNESS_BACKFILL
